报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,43710.05,109014.33,186949.99,283487.24,69897.27,170810.28,269196.56,363224.03,52465.05,126716.88,192989.6,284578.05,62850.82,144174.59,235655.82,346421.82,70190.18,168266.71,255639.43,358126.87,45677.67,121163.84,203778.43,304284.3,59844.65,145273.03,236996.87,397376.74,67064.93,165774.08,267812.43,393290.85,57369.6,149637.35,263395.91,378643.47,66706.11,169856.48,270931.27,433851.6,79779.05,212984.58,319043.43,462816.54,87316.88,246751.32,413950.17,618436.73,117927.51,267637.76,450953.16,663306.85,89551.12,278940.26,509166.37
营业收入,43710.05,109014.33,186949.99,283487.24,69897.27,170810.28,269196.56,363224.03,52465.05,126716.88,192989.6,284578.05,62850.82,144174.59,235655.82,346421.82,70190.18,168266.71,255639.43,358126.87,45677.67,121163.84,203778.43,304284.3,59844.65,145273.03,236996.87,397376.74,67064.93,165774.08,267812.43,393290.85,57369.6,149637.35,263395.91,378643.47,66706.11,169856.48,270931.27,433851.6,79779.05,212984.58,319043.43,462816.54,87316.88,246751.32,413950.17,618436.73,117927.51,267637.76,450953.16,663306.85,89551.12,278940.26,509166.37
二、营业总成本,43174.17,106854.93,182317.22,278078.09,68923.94,167462.14,263527.34,354646.37,51732.48,121602.08,183365.46,269367.79,61177.2,138613.24,228312.09,332894.12,68773.61,165295.24,249953.76,354068.28,43772.0,118172.2,201000.71,318155.38,59756.7,144666.39,235735.11,390367.86,65840.84,162655.07,261362.45,386313.6,55382.77,143876.26,248040.74,362141.91,62138.63,143059.7,236010.64,382900.91,64587.51,170085.37,256518.42,368524.83,71891.53,205068.39,361591.44,550446.15,107240.64,244690.41,414894.14,617246.99,82637.81,258474.9,470495.59
营业成本,37850.51,95694.59,164549.82,251431.88,62062.11,153625.78,242863.66,327058.75,45708.17,109536.42,165696.41,242933.89,54163.73,123976.35,207033.03,303829.55,60959.18,150638.49,227252.46,320621.92,35920.87,101216.01,173177.32,266470.24,51301.93,125681.85,205039.21,341556.64,55156.13,137390.85,220658.47,327710.63,43940.98,114889.47,199502.1,289628.3,47548.1,112503.77,188608.99,307514.25,52890.97,143360.29,215845.14,309060.62,60580.75,176564.41,318344.37,484348.91,93952.81,214577.32,367056.69,545377.53,65486.86,222071.55,408407.28
营业税金及附加,631.36,1315.76,1879.97,3212.76,644.57,1623.13,2400.41,2892.95,377.13,1352.12,2007.03,3040.4,759.45,1804.41,2743.81,3907.51,775.82,1749.56,3329.53,4595.53,616.13,1653.96,2771.69,3646.14,585.03,1518.29,2706.2,7065.63,766.11,2165.56,3419.31,5646.41,1102.72,2434.05,4535.95,7454.88,1031.6,262.69,806.93,5555.09,1062.87,2100.5,2843.02,3733.11,907.66,1716.28,2775.39,3949.17,811.3,1529.4,2599.23,3971.44,1308.87,2113.98,3659.43
销售费用,1305.91,2527.12,3810.27,5308.04,1542.67,2813.82,4015.76,5152.39,1336.08,2429.34,3537.3,4907.96,1507.87,2735.04,4123.67,5589.27,1643.1,2928.69,4234.06,5963.13,1827.93,3260.91,4942.88,6798.12,1638.66,3127.01,4691.43,6942.72,1637.0,3720.31,5534.22,8123.09,1713.57,3644.59,5517.11,7778.33,1657.05,3282.78,4942.09,7013.13,1704.78,3151.25,5011.71,6875.85,1583.63,3524.8,5366.54,7688.1,2182.12,5235.23,8625.77,13711.94,3698.52,7753.44,12045.17
管理费用,2364.18,4734.43,7241.23,10225.15,3322.11,6097.59,8794.22,10829.78,3567.09,5991.72,8394.58,11072.5,3436.19,6026.5,8716.56,11376.61,3684.24,6922.21,11792.85,14587.61,4017.16,8330.16,12697.79,16909.56,3964.35,9023.57,14373.07,20511.65,5634.82,13412.62,21866.41,29132.22,7119.54,17147.27,28256.78,41695.1,10823.86,23355.63,33924.59,48466.25,9160.89,20205.41,28823.16,40053.68,8325.78,19979.39,15907.93,22573.03,5305.78,11195.57,17379.23,24339.49,6799.85,12798.64,21419.21
财务费用,1648.86,3433.01,5061.07,7021.29,2040.68,4341.87,6668.27,8534.26,1538.77,3182.86,4684.7,6175.02,1748.63,3767.18,5035.92,6695.42,1394.24,2690.11,2861.3,5251.68,2506.93,4876.34,8169.11,10769.77,2901.8,5948.99,8871.26,11610.91,3335.15,6144.3,9142.25,12556.14,3403.26,6226.33,9479.99,12336.56,2197.62,4275.94,6604.52,8254.97,1114.29,2190.23,3260.85,3826.06,874.74,2173.34,3374.96,5008.88,1423.65,2151.17,3625.43,4607.17,1268.61,2507.78,4189.85
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13406.25,19372.9,4425.87,10001.72,15607.79,25239.44,4075.1,11229.51,20774.65
资产减值损失,-626.64,-849.99,-225.13,878.98,-688.19,-1040.05,-1214.98,178.23,-794.77,-890.37,-954.56,1238.03,-438.67,303.74,659.1,1495.76,317.04,366.19,483.57,3048.42,-1117.03,-1165.18,-758.07,13561.55,-635.06,-633.32,53.94,2680.32,-688.39,-178.57,741.78,3145.1,-1897.31,-465.45,748.8,3248.73,-1119.6,-621.11,1123.5,6097.22,-1346.3,-922.3,734.55,4975.51,-381.04,1110.18,2416.01,7505.16,-860.89,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.34,1989.28,1810.53,-1242.27,-1680.02,-1802.97,-1810.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-277.78,0.0,0.0
投资收益,-1.78,-1.78,-1.78,-1.78,0.0,0.0,0.0,4.59,0.0,-19.29,-156.74,68.47,0.0,0.0,0.0,0.0,38.56,38.56,38.56,2717.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.21,7.07,-53.92,-242.71,-391.25,-227.85,-558.65,-878.35,-4054.48,-163.55,-277.86,-1526.21,-3406.91,-134.46,200.59,-68.99,-1572.04,-447.97,3334.32,9530.35
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.21,-13.63,-74.62,-263.41,-411.95,-227.85,-558.65,-878.35,-4054.48,-163.55,-277.86,-1526.21,-3486.42,-134.46,200.59,-68.99,-557.21,-204.51,-534.94,-608.15
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,534.1,2157.63,4630.99,5407.36,973.32,3348.14,5669.22,8582.25,732.57,5095.51,9467.4,15278.74,1673.62,5561.35,7343.73,13527.69,1455.13,3875.36,7713.5,8586.27,663.39,1311.63,974.75,-15681.61,87.95,606.64,1261.76,7008.88,1224.1,3119.02,6449.98,6977.25,1986.83,5761.09,15355.17,16467.36,4574.55,26742.86,34677.93,50559.44,14963.69,42775.39,62925.63,92212.25,15616.02,42065.63,52678.01,67501.85,10707.29,23045.58,35835.61,54997.2,23820.07,58477.05,81086.43
加:营业外收入,337.4,607.89,779.95,890.95,229.29,430.62,613.31,1038.19,572.39,762.75,1016.28,1415.32,211.18,523.28,901.63,3187.98,139.96,523.58,927.92,1858.22,312.91,497.06,931.14,1915.27,331.1,534.28,805.56,1440.82,417.31,977.03,1609.75,2461.96,271.2,490.53,1820.49,4099.72,311.71,962.25,2298.12,4013.63,476.38,617.45,1197.1,703.95,71.61,248.41,379.04,465.64,76.92,108.11,583.59,207.25,18.83,141.08,221.23
减：营业外支出,35.02,165.51,570.95,440.48,27.15,212.74,263.72,316.39,89.69,730.15,1048.61,1410.14,60.05,85.88,107.82,878.69,43.57,147.05,235.82,805.22,15.55,55.03,130.88,299.72,19.52,25.08,52.73,97.8,28.6,75.16,86.01,105.75,92.86,2147.83,2183.82,2436.38,393.34,696.95,1322.24,1415.56,980.73,1068.78,1158.48,1289.43,69.58,161.48,258.75,295.32,213.75,375.54,575.74,527.68,68.72,128.35,163.18
其中：非流动资产处置损失,0.0,22.41,305.67,0.0,19.67,49.33,58.61,84.85,14.99,29.51,56.28,227.49,5.02,20.77,14.77,781.38,2.94,80.29,107.22,250.43,13.86,36.96,43.8,92.43,0.0,8.77,17.43,59.45,3.6,17.18,23.02,32.59,3.6,27.88,31.29,66.28,347.62,461.25,478.34,500.85,779.86,836.73,844.58,0.0,0.0,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,836.49,2600.01,4839.99,5857.83,1175.46,3566.02,6018.8,9304.05,1215.27,5128.12,9435.07,15283.92,1824.75,5998.75,8137.55,15836.99,1551.52,4251.89,8405.6,9639.26,960.75,1753.66,1775.02,-14066.07,399.53,1115.83,2014.59,8351.91,1612.81,4020.88,7973.71,9333.46,2165.18,4103.79,14991.85,18130.7,4492.93,27008.17,35653.8,53157.51,14459.35,42324.05,62964.25,91626.78,15618.05,42152.57,52798.31,67672.17,10570.46,22778.15,35843.46,54676.77,23770.18,58489.78,81144.48
减：所得税费用,276.33,769.95,1345.3,1164.1,508.41,981.75,1386.99,945.45,445.76,1102.2,1950.39,2952.37,460.25,1290.96,1748.37,3993.11,366.94,531.18,556.53,669.45,461.14,722.53,347.23,-3636.14,59.65,-152.83,-223.2,1750.26,531.12,799.5,1577.77,1971.34,701.59,863.42,2671.34,3776.85,850.42,4785.91,5600.3,9175.94,2519.9,6460.07,9278.49,15352.91,2629.02,7018.49,9915.76,10218.06,923.57,1707.71,4718.85,6661.64,2021.28,10260.2,14106.65
五、净利润,560.17,1830.06,3494.69,4693.73,667.05,2584.27,4631.81,8358.6,769.52,4025.91,7484.68,12331.55,1364.51,4707.79,6389.18,11843.87,1184.57,3720.71,7849.07,8969.81,499.62,1031.14,1427.79,-10429.93,339.88,1268.67,2237.79,6601.64,1081.69,3221.38,6395.94,7362.12,1463.59,3240.37,12320.51,14353.85,3642.51,22222.26,30053.5,43981.57,11939.45,35863.98,53685.75,76273.87,12989.02,35134.07,42882.55,57454.11,9646.89,21070.44,31124.61,48015.13,21748.9,48229.58,67037.82
归属于母公司所有者的净利润,472.98,1377.21,2767.55,3629.13,456.11,1991.78,3696.13,7162.11,720.82,3592.13,6504.17,10038.21,1147.07,3788.49,5100.52,9417.9,1197.64,3161.58,6731.8,7064.42,230.58,397.69,573.25,-11548.04,135.75,738.73,1278.26,4457.31,324.03,2281.2,5064.98,5925.81,1079.94,2825.75,11725.2,12051.04,3660.06,22126.56,29913.24,44875.84,12054.78,35829.36,53467.81,76801.64,12869.12,35282.41,42813.3,56799.23,9350.93,20595.76,30169.18,46891.67,21639.2,47772.67,64703.99
少数股东损益,87.19,452.85,727.13,1064.61,210.94,592.49,935.68,1196.49,48.69,433.78,980.51,2293.34,217.44,919.3,1288.66,2425.97,-13.07,559.13,1117.26,1905.39,269.03,633.45,854.53,1118.11,204.13,529.94,959.53,2144.34,757.66,940.18,1330.96,1436.31,383.65,414.62,595.31,2302.81,-17.55,95.7,140.26,-894.27,-115.33,34.62,217.94,-527.77,119.9,-148.34,69.25,654.87,295.96,474.67,955.43,1123.46,109.7,456.91,2333.84
基本每股收益(元/股),0.019,0.056,0.11,0.15,0.02,0.08,0.15,0.29,0.029,0.145,0.202,0.312,0.036,0.118,0.132,0.244,0.031,0.082,0.145,0.152,0.005,0.009,0.012,-0.249,0.003,0.016,0.028,0.096,0.007,0.045,0.097,0.112,0.02,0.039,0.163,0.167,0.045,0.274,0.284,0.432,0.113,0.261,0.389,0.559,0.094,0.198,0.239,0.318,0.044,0.096,0.14,0.218,0.1,0.222,0.3
稀释每股收益(元/股),0.019,0.056,0.11,0.15,0.02,0.08,0.15,0.29,0.029,0.145,0.202,0.312,0.036,0.118,0.132,0.244,0.031,0.082,0.145,0.152,0.005,0.009,0.012,-0.249,0.003,0.016,0.028,0.096,0.007,0.045,0.097,0.111,0.02,0.039,0.16,0.166,0.044,0.272,0.283,0.428,0.113,0.26,0.389,0.556,0.093,0.197,0.239,0.317,0.043,0.095,0.14,0.218,0.1,0.222,0.3
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.22,-7.92,-9.13,-30.55,-10.82,25.57,39.04,39.98,31.02,8.41,12.86,11.98,20.55,12.69,0.74,-6.78,3.47,7.05,-1887.35,-1890.67,-3314.7,48.53,-692.83,-687.57
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4025.91,7484.68,12331.55,1364.51,4707.79,6389.18,11843.87,1184.57,3720.71,7849.07,8969.81,499.62,1031.14,1427.79,-10429.93,339.88,1268.67,2237.79,6601.64,1081.69,3221.38,6395.94,7356.9,1455.66,3231.24,12289.96,14343.03,3668.08,22261.3,30093.48,44012.59,11947.85,35876.84,53697.73,76294.42,13001.72,35134.81,42875.77,57457.57,9653.94,19183.09,29233.95,44700.44,21797.43,47536.75,66350.25
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3592.13,6504.17,10038.21,1147.07,3788.49,5100.52,9417.9,1197.64,3161.58,6731.8,7064.42,230.58,397.69,573.25,-11548.04,135.75,738.73,1278.26,4457.31,324.03,2281.2,5064.98,5922.89,1075.5,2818.83,11703.21,12041.16,3675.68,22157.79,29945.22,44893.33,12061.5,35839.65,53477.4,76813.69,12879.28,35283.0,42807.87,56802.01,9356.57,18715.31,28281.75,43590.82,21666.35,47068.14,63997.23
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.78,980.51,2293.34,217.44,919.3,1288.66,2425.97,-13.07,559.13,1117.26,1905.39,269.03,633.45,854.53,1118.11,204.13,529.94,959.53,2144.34,757.66,940.18,1330.96,1434.01,380.17,412.41,586.75,2301.86,-7.61,103.51,148.26,-880.74,-113.65,37.19,220.34,-519.27,122.44,-148.19,67.89,655.57,297.37,467.78,952.2,1109.62,131.07,468.61,2353.02
