报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,22909.32,50296.07,80360.22,114340.15,27123.94,64316.89,90275.52,115856.69,22098.15,41660.39,66839.4,98194.87,39338.51,88805.8,119402.77,162709.79,25956.04,68502.65,112746.49,153282.04,52599.6,124638.47,201437.06,248373.45,57400.6,114334.29,166530.03,191963.55,43930.95,99489.59,146065.87,174309.14,49259.2,138909.15,215271.81,323011.25,148077.32,366809.84,552252.17,842067.99,331375.41,752336.36,1128997.56,1513842.93,371869.12,806163.21,1185813.83,1695783.67,391895.1,832960.5,1156831.41,1585998.98,192642.23,385885.71,615005.61,849958.74,187790.36
营业收入,22909.32,50296.07,80360.22,114340.15,27123.94,64316.89,90275.52,115856.69,22098.15,41660.39,66839.4,98194.87,39338.51,88805.8,119402.77,162709.79,25956.04,68502.65,112746.49,153282.04,52599.6,124638.47,201437.06,248373.45,57400.6,114334.29,166530.03,191963.55,43930.95,99489.59,146065.87,174309.14,49259.2,138909.15,215271.81,323011.25,148077.32,366809.84,552252.17,842067.99,331375.41,752336.36,1128997.56,1513842.93,371869.12,806163.21,1185813.83,1695783.67,391895.1,832960.5,1156831.41,1585998.98,192642.23,385885.71,615005.61,849958.74,187790.36
二、营业总成本,18363.08,42200.34,66792.55,101076.63,22706.05,55531.28,76812.35,107747.43,19181.89,38007.15,62101.61,94397.7,36040.18,81236.92,110412.08,155819.39,21205.02,62009.29,104124.39,143560.72,38322.73,96525.63,170106.26,216878.82,48934.79,97492.87,147104.98,180980.14,38039.51,90664.56,139310.93,175186.57,44978.44,131059.11,203119.97,315151.74,144006.95,359012.94,539270.43,817171.14,322727.53,711745.43,1066865.54,1429835.32,337994.24,735616.96,1088501.14,1591742.78,353569.28,762817.81,1051412.23,1486928.09,171284.21,339123.33,542918.38,758466.85,165331.08
营业成本,16412.67,36817.14,58947.72,90715.17,20079.03,47943.71,66461.92,89476.82,15495.12,30727.8,49894.71,75714.09,31092.25,68327.14,91188.72,129406.17,17286.67,50412.55,83854.74,113466.82,32105.18,79076.23,138301.32,174029.95,39410.54,78358.47,117707.6,139425.27,29213.23,70272.26,106072.74,132870.77,38948.55,111866.46,169187.25,267938.71,132820.98,334485.52,501211.28,757044.31,297429.81,667079.05,994661.33,1338590.14,317771.06,683705.61,1011565.05,1439487.94,330290.63,711556.74,984888.52,1378583.27,155927.05,308906.19,497335.08,689501.57,150782.02
营业税金及附加,1072.2,2943.17,3481.65,2076.14,506.07,1143.68,1643.74,3248.7,612.02,717.92,2288.06,2770.57,1401.01,3534.61,4796.18,6558.36,1032.91,2316.13,3304.34,4157.92,2305.89,5813.32,8549.09,10377.9,2253.74,4057.2,5971.52,7126.28,2060.68,3126.46,3944.91,4427.3,1438.37,2175.84,3576.37,3721.37,1528.56,838.62,701.99,2162.2,48.07,1201.89,2656.62,4026.65,655.01,2182.52,2820.79,5526.14,324.76,1292.07,2124.06,5516.35,88.19,362.78,943.77,5899.59,683.29
销售费用,203.63,906.47,1666.19,4377.14,636.04,1975.03,2932.65,6567.83,1518.38,2948.14,5036.59,8731.45,1779.78,5175.91,8001.71,11012.11,1285.73,5086.67,10158.32,14700.55,1196.07,4398.41,12635.24,17535.46,3416.43,7169.26,10610.71,17133.9,2015.52,6355.83,10824.99,13003.63,1382.63,2746.31,6543.74,11624.25,2472.16,5143.5,7959.18,10651.21,3552.08,7397.27,10498.54,13174.56,2377.39,5980.24,9452.37,11143.18,1905.13,3177.49,4445.14,7983.49,1239.16,2241.97,3585.74,4577.79,2259.99
管理费用,677.66,1409.23,2532.28,3669.33,1135.63,3540.23,4541.25,6616.84,1342.64,2753.71,3698.83,5180.75,1355.0,2636.15,3795.86,5721.06,1231.96,2727.8,4233.87,6727.18,1296.61,3170.47,4923.38,6767.85,2547.24,4170.45,6716.37,8162.51,2219.08,4258.79,6818.15,9368.77,2557.61,7144.72,11177.86,15288.67,4919.97,9530.83,15314.11,21430.42,10467.98,10204.79,19610.88,27835.78,7000.58,14413.85,12650.99,18399.85,4062.77,7670.99,12077.09,17291.77,2957.33,6920.18,10514.46,15665.64,4025.63
财务费用,-3.08,124.34,164.7,407.59,349.28,928.63,1232.79,1214.33,81.15,657.08,892.78,1039.6,410.84,1019.82,1903.29,2780.55,370.34,353.89,1626.92,3482.83,1418.98,2495.12,4110.6,7241.28,1025.52,2224.74,4253.89,9472.92,2529.96,5417.28,10416.12,14327.61,651.49,4946.95,10149.24,14552.46,1995.34,6851.61,11943.36,23351.8,11622.68,23703.25,36855.61,43251.04,10559.29,28142.5,38980.71,51724.95,4042.58,8293.69,11730.16,24650.36,3051.8,6014.34,7985.56,12494.04,2072.89
资产减值损失,0.0,0.0,0.0,-168.74,0.0,0.0,0.0,622.92,132.58,202.5,290.64,961.22,1.3,543.29,726.32,341.14,-2.58,1112.25,946.21,1025.41,0.0,1572.09,1586.63,926.36,281.31,1512.76,1844.89,-340.75,1.04,1233.95,1234.02,1188.49,-0.21,2178.83,2485.51,2026.28,269.95,2162.85,2140.51,2531.19,-393.08,2159.17,2582.56,2957.15,-369.08,1192.25,3328.25,9689.01,-242.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,-10.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.28,44.05,98.78,135.79,65.65,-64.67
投资收益,0.0,0.0,0.0,32.41,0.0,0.0,670.92,644.11,0.0,12170.02,13275.1,13246.49,0.0,260.0,260.0,270.64,-1.0,2015.28,2126.29,2144.23,3.71,4.07,69.07,69.31,35.52,34.97,125.66,155.31,2388.88,2388.88,5247.25,6601.38,40.12,605.13,605.13,5148.45,1033.0,1087.11,1423.05,1215.0,369.6,192.48,283.81,474.67,681.47,1242.58,1434.73,571.87,347.88,4200.7,4452.89,3502.21,5.92,-19.06,-16.11,-1215.07,67.79
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1139.43,0.0,0.0,0.0,-1298.71,0.0,0.0,0.0,-1365.86,0.0
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,4546.24,8095.74,13567.67,13285.37,4417.89,8785.62,14134.09,8753.36,2916.26,15823.27,18012.89,17043.67,3298.32,7828.88,9250.69,7161.05,4750.01,8508.64,10748.38,11865.54,14280.59,28116.91,31399.87,31563.95,8501.33,16876.39,19550.71,11138.72,8280.32,11213.91,12002.2,5723.95,4320.88,8455.17,12756.96,13007.96,5103.37,8884.01,14404.79,26111.85,9017.48,40783.42,62415.84,84787.04,34556.35,71936.96,98895.25,105161.97,38691.31,71689.9,107786.98,91651.64,21438.92,43243.02,68929.97,66924.8,22723.3
加:营业外收入,60.37,968.76,989.73,1157.74,24.91,28.44,200.33,164.61,272.95,352.77,476.71,532.4,20.27,31.81,33.75,61.81,175.98,185.25,197.06,289.41,24.39,92.28,100.02,266.56,65.38,121.22,184.16,836.49,112.27,392.39,407.1,373.0,43.15,262.29,652.47,421.24,174.86,365.83,475.62,1281.13,270.01,2543.78,2746.98,8239.95,1984.65,2198.12,2367.37,7915.18,3583.82,4281.45,4310.5,4767.74,164.77,1041.76,2092.68,1381.76,118.46
减：营业外支出,6.48,6.72,15.06,77.13,0.76,31.72,248.99,254.3,30.42,32.4,212.26,708.01,0.03,0.04,0.04,10.17,9.77,66.89,69.49,183.38,15.03,48.74,188.01,268.71,38.63,64.54,83.34,164.02,39.31,52.98,155.18,164.45,86.44,134.84,176.73,186.34,3.31,81.92,124.34,174.64,25.26,77.51,51.6,905.72,72.96,77.35,119.09,452.24,27.34,184.85,748.42,823.89,499.98,730.24,802.18,9668.37,18.2
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.48,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,4600.14,9057.78,14542.34,14365.98,4442.05,8782.34,14085.44,8663.68,3158.79,16143.63,18277.34,16868.06,3318.56,7860.66,9284.41,7212.69,4916.22,8626.99,10875.95,11971.57,14289.95,28160.44,31311.88,31561.79,8528.08,16933.06,19651.53,11811.18,8353.28,11553.32,12254.11,5932.5,4277.59,8582.62,13232.7,13242.86,5274.92,9167.92,14756.06,27218.33,9262.23,43249.69,65111.23,92121.28,36468.04,74057.73,101143.53,112624.91,42247.79,75786.5,111349.05,95595.49,21103.71,43554.54,70220.47,58638.18,22823.56
减：所得税费用,1516.02,2709.67,4535.02,5471.76,1122.1,2132.07,3511.79,1781.33,688.41,2818.47,3143.17,2750.45,814.16,1949.04,2506.74,2546.79,1027.32,2053.47,2530.83,3550.65,3316.51,6721.16,7358.88,8205.22,2172.26,4212.57,4619.81,2484.11,1879.31,2928.02,2652.29,800.61,913.38,1420.75,1674.17,1243.79,854.14,704.38,1419.39,2602.44,1596.54,5987.53,8973.73,11478.48,4232.11,9607.58,15210.38,21070.19,6537.52,10410.59,16140.81,9539.28,4164.63,6063.69,10592.48,14937.37,4128.93
