报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,61133.01,209883.2,390910.27,811523.49,115877.9,538133.06,669318.61,1551990.11,214054.65,829092.34,1145108.37,2298660.76,405497.15,1124474.73,1728692.48,3589411.76,360694.43,1519103.74,2181402.36,4703622.22,491974.38,2018292.3,3130709.12,6890575.67,743915.58,3054423.67,4426859.97,9235552.42,923467.38,3399931.58,5221471.84,10905649.71,1330724.79,4234496.18,6339984.06,12342878.42,1887399.41,5515022.93,8715139.69,15477327.57,1791245.79,5447094.29,7555783.38,14634181.61,2013433.21,5953572.5,9495164.85,19455549.14,2258485.57,7114081.95
营业收入,61133.01,209883.2,390910.27,811523.49,115877.9,538133.06,669318.61,1551990.11,214054.65,829092.34,1145108.37,2298660.76,405497.15,1124474.73,1728692.48,3589411.76,360694.43,1519103.74,2181402.36,4703622.22,491974.38,2018292.3,3130709.12,6890575.67,743915.58,3054423.67,4426859.97,9235552.42,923467.38,3399931.58,5221471.84,10905649.71,1330724.79,4234496.18,6339984.06,12342878.42,1887399.41,5514660.73,8714149.01,15475213.81,1790374.93,5445862.04,7554048.15,14630623.52,2012523.7,5951391.94,9492053.84,19451384.25,2257784.69,7112140.43
二、营业总成本,52723.3,167864.43,309869.04,626988.02,95781.48,382628.63,468645.4,1177903.01,163640.57,628469.98,899303.27,1776774.5,324065.12,885078.56,1395327.84,2851165.82,265681.41,1125010.13,1689590.41,3705394.29,392966.65,1588413.28,2521370.13,5592355.14,640532.08,2563922.35,3746077.83,7698375.25,831324.45,2860699.78,4398202.42,9122875.65,1095029.86,3468584.24,5267859.19,10169693.46,1535220.22,4573761.96,7401892.32,13292063.07,1432773.17,4500793.14,6252023.04,12249801.98,1661284.02,4790795.04,7898639.54,16184545.53,1832716.62,5499133.6
营业成本,38342.23,126345.2,236548.4,499109.91,66097.54,285725.34,339720.8,918823.09,122259.35,516777.83,736426.46,1452405.52,264052.73,736535.44,1168125.54,2364548.36,179641.67,873302.42,1310920.11,2953680.26,257871.71,1225683.96,1926554.6,4397208.18,478960.51,2059315.73,2977978.69,6265521.52,608289.14,2251321.15,3465344.09,7412257.33,767150.1,2697191.28,4115150.05,8245330.57,1125181.61,3716646.98,6088992.96,10988068.02,1104319.18,3768741.7,5120931.23,10087241.63,1211675.04,3845413.41,6389490.4,13133879.83,1358855.67,4284726.26
营业税金及附加,6295.42,21917.61,43148.36,83949.26,12993.44,60098.7,75921.42,154595.99,23224.13,80304.56,108151.82,253642.77,40816.12,102237.51,151203.82,358421.08,52755.34,177246.53,252577.08,507337.82,71320.59,225409.06,361108.17,812026.7,69267.93,303704.62,436109.91,952212.77,108886.8,352178.24,530202.73,1114773.86,180580.67,480966.23,668864.11,1215691.03,225446.35,494561.36,757948.04,1503504.51,157333.7,395853.77,569582.86,1245667.01,208071.68,457518.26,738548.14,1612236.79,155389.26,600942.86
销售费用,3638.84,10271.61,16895.37,25559.55,8603.7,19999.91,29846.12,46240.29,9291.75,22762.78,37714.26,59078.15,12225.54,28263.67,46304.42,80283.69,18421.41,42352.5,73398.42,125253.27,25753.92,56192.44,97048.28,164561.09,32381.3,69798.82,122708.88,218517.64,43148.44,103510.47,167277.87,240192.49,49921.65,103798.59,174186.69,273115.08,68569.63,134569.2,235962.95,354487.81,53962.48,132754.51,230773.67,386621.37,63217.15,148344.84,290307.32,591220.73,97736.09,198052.62
管理费用,5099.82,9511.52,14302.33,20820.61,9285.8,18400.36,25211.98,31120.75,9207.19,18226.47,27959.87,45671.72,10562.85,22004.09,33699.52,57253.9,15822.02,32378.77,52014.48,75033.47,28698.35,53937.36,83448.98,122270.41,38562.72,77758.37,114987.95,157581.86,46021.1,87452.97,127352.21,172275.74,52299.3,92777.72,134926.88,187151.65,60897.61,114408.1,171160.81,226651.18,62669.59,122174.3,196112.5,284483.8,81353.41,154599.19,229305.84,349544.76,100233.44,180264.22
财务费用,-41.46,-111.17,-893.64,-3193.38,-1054.01,-1591.58,-1985.42,-3321.64,-722.26,-509.61,-2186.34,-6617.29,-2112.05,-3428.52,-2838.02,-10241.63,-849.76,-1184.91,-622.32,39027.41,8952.22,25916.81,49973.57,89209.34,23921.32,55786.65,97112.15,98553.2,26532.11,66093.05,109569.1,127122.41,46278.81,95845.3,178394.37,232779.57,58077.37,116920.59,151487.85,223392.5,51907.29,75629.63,134635.56,239176.26,94090.78,179158.36,252639.62,258465.03,115656.46,233068.81
资产减值损失,-611.56,-70.35,-131.79,742.07,-144.98,-4.1,-69.49,30444.54,380.41,-9092.05,-8762.79,-27406.36,-1480.07,-533.63,-1167.45,900.42,-109.28,914.82,1302.65,5062.07,369.85,1273.65,3236.52,7079.42,-2561.69,-2441.83,-2819.75,5988.26,-1553.14,143.9,-1543.58,56253.82,-1200.68,-1994.87,-3662.9,15625.55,-2952.35,-3344.28,-3660.29,-4040.95,2580.93,5639.23,-12.79,6611.92,2875.96,5760.98,-1651.77,235103.89,4845.7,0.0
公允价值变动收益,51.32,53.22,113.76,103.05,-41.03,-87.03,-101.67,-115.26,23.0,78.41,-19.3,-19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.22,3354.5,1646.17,688.93,-58.65,-30.16,305.15,305.15,19042.45,25223.52,23710.05
