报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
一、营业总收入,187242.26,439363.28,697528.2,914495.08,266438.0,719294.94,1086909.0,1374525.61,284729.31,749529.72,1271774.9,1649587.93,717829.45,1694600.05,2590396.33,3395493.91,1398836.33,3036325.16,4130314.25,5077630.15,1467780.19,3176030.65,4069946.76,4683053.5,1122991.8,2208481.7,2990173.0,3732789.0,1008822.2,1972147.7,2673860.8,3036472.1,627521.1,1369685.2,1848652.9,2336686.9,522748.3,1122009.0,1648966.1,2328007.2,937680.7,1920782.0,2815907.0,3833508.7,1215895.5,2812382.3,4107748.0,5582150.4,2129461.8
营业收入,187242.26,439363.28,697528.2,914495.08,266438.0,719294.94,1086909.0,1374525.61,284729.31,749529.72,1271774.9,1649587.93,717829.45,1694600.05,2590396.33,3395493.91,1398836.33,3036325.16,4130314.25,5077630.15,1467780.19,3176030.65,4069946.76,4683053.5,1122991.8,2208481.7,2990173.0,3732789.0,1008822.2,1972147.7,2673860.8,3036472.1,627521.1,1369685.2,1848652.9,2336686.9,522748.3,1122009.0,1648966.1,2328007.2,937680.7,1920782.0,2815907.0,3833508.7,1215895.5,2812382.3,4107748.0,5582150.4,2129461.8
二、营业总成本,149152.02,355108.2,575320.96,757993.35,215932.05,595564.47,919686.65,1196571.62,250677.63,641906.05,1060269.72,1384450.99,596589.48,1333139.73,2028792.09,2715068.78,1071328.43,2307189.73,3188907.12,4100167.21,1138211.81,2583069.64,3415306.6,4075515.5,954147.6,1894475.1,2658930.2,3452580.6,909492.4,1826939.5,2522471.2,3003918.7,622808.5,1340635.7,1859442.3,2345171.9,560358.6,1142066.0,1667547.5,2370264.9,849633.7,1787798.6,2611576.0,3595852.2,1066991.3,2384393.4,3472103.8,4853235.7,1755191.3
营业成本,119129.41,282907.98,451719.37,598419.75,180684.95,497290.05,764727.2,962756.38,197561.18,521750.35,870777.92,1116108.31,475992.98,1057464.85,1622461.9,2144183.75,874522.93,1878684.08,2567704.26,3225223.14,903792.27,2050014.61,2710267.92,3196325.2,744479.6,1519399.4,2136215.5,2755269.4,717588.7,1423353.4,1976021.3,2253867.0,458716.8,1003943.1,1375800.7,1757677.0,387270.2,816729.6,1212028.8,1717940.2,632422.1,1347248.5,1967597.5,2680585.3,827839.7,1922483.3,2827679.7,3872795.8,1475393.1
营业税金及附加,8.8,448.01,557.96,692.27,97.08,308.97,504.5,1777.95,1128.67,2203.03,4075.89,4910.14,2073.34,6430.05,9546.46,13123.64,6633.02,16584.22,22630.01,25951.76,2953.26,9461.36,13118.85,16680.6,5174.7,14048.4,17647.5,23302.7,2041.9,8954.6,13031.4,18314.9,1822.9,4533.1,7415.9,12113.0,2771.4,5915.0,7930.1,21956.2,5720.6,16207.4,24033.3,27922.0,6193.8,15708.9,23431.2,32636.4,8725.2
销售费用,13885.07,39997.84,68059.25,88291.35,21392.05,59362.1,94075.91,133146.16,27263.35,71139.68,114067.88,168075.44,60828.38,143387.54,222099.96,320483.05,101179.89,232087.41,309329.39,421599.96,118053.3,230527.62,329523.31,397413.1,92982.4,170010.0,230313.0,304434.7,72054.8,143853.4,205365.1,287217.1,51571.5,112655.7,156288.1,193927.8,43354.8,95664.0,145844.1,235906.6,102067.4,188132.8,266364.6,383225.7,108447.6,255868.6,343307.6,444663.2,143693.9
管理费用,12314.1,22104.61,36922.84,50392.95,20815.61,40027.48,57837.48,77177.95,16533.64,33137.48,51117.56,77065.38,33739.46,78907.56,121896.34,192150.15,69141.46,139250.45,200247.05,306313.7,76000.86,168333.42,256383.94,336723.9,70740.5,139233.2,206248.1,294545.1,62487.4,129548.7,191729.8,253252.2,56063.5,113650.4,165100.1,200276.6,52786.9,107297.7,151043.7,212080.5,51250.8,115621.7,177105.2,253313.8,62774.4,126818.1,128724.3,204589.9,45816.2
财务费用,3814.65,6427.81,10142.45,12097.3,-7080.02,-7476.82,-3446.5,13288.96,8223.41,6472.32,8028.35,8868.53,6426.43,23569.34,22123.91,29832.73,-3342.91,15913.29,58115.65,80726.82,9361.43,81773.05,122438.5,135848.1,23552.0,28289.0,45837.9,32494.9,43289.7,72584.0,88496.0,123034.8,42773.3,75411.7,114248.0,132121.7,59820.7,89508.1,114712.3,87539.3,33501.1,76306.9,110747.8,131903.4,42511.0,23020.9,9682.3,13564.5,12235.3
资产减值损失,0.0,3221.95,7919.09,8099.73,22.39,6052.69,5988.07,8424.2,-32.62,7203.18,12202.12,9423.19,17528.9,23380.39,30663.53,15295.46,23194.05,24670.28,30880.76,40351.82,28050.68,42959.57,-16425.94,-7475.4,17218.4,23495.1,22668.2,42533.8,12029.9,48645.4,47827.6,68232.7,11860.5,30441.7,40589.5,49055.8,14354.6,26951.6,35988.5,94842.1,24671.7,44281.3,65727.6,118902.0,19224.8,40493.6,58985.0,109538.4,0.0
公允价值变动收益,733.98,4745.9,20716.34,9950.4,-10194.4,-18478.47,-17365.35,-18403.35,-589.53,2760.74,3595.71,4515.2,142.63,-1172.16,2803.84,5034.66,-961.85,-3673.17,-6748.87,-6866.44,6941.4,-7499.11,944.52,-13936.3,-153.8,-16104.1,-20318.2,14315.1,-16995.2,-23020.0,-17575.4,-1527.6,-3274.0,-939.2,-7323.9,28235.9,-16572.7,-30678.1,-32516.0,-56336.9,20787.0,44103.6,42689.2,40267.8,22270.9,-17610.2,-37486.7,-36167.6,21060.4
