报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,52594.29,110223.62,165619.5,249958.75,71124.44,129259.92,248281.19,322455.9,37461.78,90475.19,156574.07,259295.6,97940.52,232822.33,367037.77,525793.73,211601.13,597912.67,1009021.06,1152826.21,357021.95,629713.67,826220.15,924175.05,229586.83,483167.32,676113.62,847192.67,108451.71,238478.66,379614.24,583782.64,169182.93,322488.93,449198.89,654880.54,79404.93,221806.35,356505.89,511316.32,192902.87,407537.91,709340.94,1020397.54,301959.11,569375.2,931652.58,1395471.9,395494.18,851922.02,1408453.46
营业收入,52594.29,110223.62,165619.5,249958.75,71124.44,129259.92,248281.19,322455.9,37461.78,90475.19,156574.07,259295.6,97940.52,232822.33,367037.77,525793.73,211601.13,597912.67,1009021.06,1152826.21,357021.95,629713.67,826220.15,924175.05,229586.83,483167.32,676113.62,847192.67,108451.71,238478.66,379614.24,583782.64,169182.93,322488.93,449198.89,654880.54,79404.93,221806.35,356505.89,511316.32,192902.87,407537.91,709340.94,1020397.54,301959.11,569375.2,931652.58,1395471.9,395494.18,851922.02,1408453.46
二、营业总成本,40890.8,87334.18,126150.72,192108.67,53356.82,96556.54,208935.5,298147.97,49320.53,102165.67,159716.7,248783.43,70932.41,160230.7,244860.72,344442.37,121193.55,210264.52,303056.68,426655.76,161209.12,388671.79,557473.18,721415.57,202016.65,429200.03,592913.34,742480.38,106241.36,231321.4,358050.91,546694.36,150220.12,296557.08,426925.7,629249.45,80930.88,217715.79,344027.71,493996.36,182068.84,378883.71,638728.79,957540.37,282029.04,537232.94,887104.32,1330484.47,384156.38,817644.0,1352764.34
营业成本,34682.15,72602.15,106598.11,159193.07,46143.7,81724.81,182233.02,249213.49,38730.76,80204.22,127317.05,199016.0,58070.08,134408.16,203271.91,266892.1,105755.69,171818.54,239794.3,313720.22,138727.64,322747.23,461187.54,542575.59,164402.16,319870.75,460592.36,539071.5,77907.32,163740.02,262456.41,392391.85,124035.86,238772.69,342989.17,501113.51,58915.9,172214.81,285092.96,401146.32,160488.99,328702.96,561257.3,833230.67,255637.31,480268.41,797713.63,1193189.25,354424.84,755959.26,1259491.11
营业税金及附加,455.35,1054.23,1701.51,2704.31,311.54,595.24,1944.85,2032.15,916.94,1482.04,2104.87,2221.32,770.39,2059.6,3930.63,4226.73,1638.23,6892.72,13862.27,15799.82,3241.58,8456.08,12746.49,10645.69,543.27,1405.53,2290.64,3505.17,505.9,740.81,1137.2,1984.21,1193.37,2562.73,3649.68,4990.39,587.51,1768.31,2768.09,6227.15,2347.75,4581.81,7718.87,8781.34,1861.93,5361.31,7060.56,10020.95,1527.91,4197.78,6524.05
销售费用,417.83,933.18,1519.77,3413.42,1009.42,2073.8,3347.18,2685.11,466.8,912.17,1390.58,2688.24,626.66,1720.66,2775.11,3984.92,928.71,2272.95,3783.89,5318.07,905.61,1997.38,3497.81,4606.94,1056.85,2221.0,3453.97,5132.05,954.14,2327.74,3705.64,5822.03,1947.81,3973.6,6131.99,7868.79,1448.87,2870.94,4537.09,6713.47,1608.77,3491.97,5669.87,7755.55,1657.31,3135.44,5747.16,8151.58,1864.12,4071.65,6986.61
管理费用,4462.9,9321.75,12162.63,18482.3,4898.19,9784.32,15888.74,23944.18,7659.75,15783.46,22726.28,32502.05,8947.35,16977.99,26914.07,49025.81,9964.98,20922.48,33368.03,62549.85,13730.56,28463.09,48048.11,80869.04,25619.68,40737.03,57069.62,86652.27,19318.09,37015.7,53754.25,76937.46,17870.5,37073.85,55720.38,70111.77,17491.21,29731.6,39193.57,59822.09,13059.66,27764.43,39739.78,60848.33,14558.42,27351.77,45098.1,65075.9,15893.35,32453.32,49350.91
财务费用,766.24,1518.64,2239.87,3784.58,993.97,2659.54,5190.53,8961.34,2498.6,5725.32,8970.66,11500.76,2517.94,5122.49,8033.22,10960.42,2905.95,5393.59,9010.16,12852.07,4603.73,11303.01,16057.1,22974.71,10394.68,19987.01,26771.83,33778.01,7891.95,14699.31,23703.18,30104.65,5317.38,8826.82,11938.61,14587.22,2536.66,4899.43,7115.57,8508.07,3839.24,9983.26,20107.56,21417.92,8395.36,15724.91,26038.29,33891.44,8879.75,18329.53,25600.92
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5325.45,1278.77,2632.46,4810.73
资产减值损失,106.33,1904.24,1928.83,4530.99,0.0,-281.17,331.18,11311.71,-952.32,-1941.55,-2792.74,855.08,0.0,-58.2,-64.22,9352.4,0.0,2964.23,3238.04,16415.73,0.0,15704.98,15936.14,59743.61,0.0,44978.71,42734.92,74341.39,-336.04,12797.82,13294.23,39454.17,-144.79,5347.39,6495.87,30577.77,-49.27,6230.7,5320.43,11579.27,724.42,4359.28,4235.41,25506.56,-81.28,5391.09,5446.59,14829.89,287.65,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,-3.85,-3.85,-7.65,0.0,6.05,6.05,8.06,0.0,-2.93,-2.93,3.66,0.0,-2.16,-2.16,-13.03,0.0,0.17,0.17,-0.63,0.0,-3.86,-3.86,-5.57,0.0,-0.28,-0.45,3.76,0.0,7.36,7.36,6.42,0.0,-2.0,-2.0,-2.46,0.0,-0.58,-0.58,0.04,0.0,-4.01,-12.46,0.0,0.0,0.0,0.0
投资收益,73.99,167.6,334.27,334.28,123.06,163.3,260.83,-57.47,-64.1,-312.95,-354.55,-261.58,18.42,22.58,78.78,844.8,144.87,273.86,391.98,474.74,130.88,153.12,482.43,-482.82,-106.8,-174.8,-666.74,-620.76,-78.68,-129.64,228.24,-90.96,-51.62,638.95,742.39,2366.99,-35.94,-3.64,942.48,898.87,-163.79,-329.12,752.87,2640.46,190.0,248.81,1455.11,3948.81,430.85,930.2,1840.71
其中:对联营企业和合营企业的投资收益,73.99,167.6,325.71,362.77,123.06,135.02,230.24,-85.46,-64.1,-325.89,-421.54,-363.75,18.42,14.23,135.68,0.0,144.87,485.76,603.88,603.34,0.0,141.94,71.25,-976.35,-106.8,-231.57,-723.51,-1045.06,-104.24,-133.55,-181.29,-503.75,-46.44,128.74,228.47,1853.07,0.0,-16.68,231.18,-108.18,-167.26,-334.11,-408.57,1338.33,0.0,-272.06,48.67,77.75,0.0,-174.09,-90.41
