报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,402848.79,715645.05,1005757.07,1277472.76,179820.07,417801.12,673828.02,879018.3,141385.66,212193.75,287255.51,368871.0,56113.28,107935.68,175401.23,272725.35,39460.16,122047.42,217195.04,311652.43,43350.67,122458.43,191963.36,329829.16,52167.39,179667.2,250579.07,343722.03,60165.79,175928.44,273882.77,371160.51,54321.97,191946.36,244606.3,356592.55,60812.23,124278.66,186430.48,198028.9,44083.98,101834.74,159626.47,243728.56,49973.49,105767.51,156173.8,240482.25,47322.9,117829.26
营业收入,402848.79,715645.05,1005757.07,1277472.76,179820.07,417801.12,673828.02,879018.3,141385.66,212193.75,287255.51,368871.0,56113.28,107935.68,175401.23,272725.35,39460.16,122047.42,217195.04,311652.43,43350.67,122458.43,191963.36,329829.16,52167.39,179667.2,250579.07,343722.03,60165.79,175928.44,273882.77,371160.51,54321.97,191946.36,244606.3,356592.55,60812.23,124278.66,186430.48,198028.9,44083.98,101834.74,159626.47,243728.56,49973.49,105767.51,156173.8,240482.25,47322.9,117829.26
二、营业总成本,402219.16,715492.5,1005728.61,1277339.63,180760.14,418063.88,672155.76,878547.39,140598.14,211050.43,283876.13,365600.63,54887.25,105315.75,173478.35,276258.52,39408.63,118813.39,214658.65,305544.07,43137.77,123074.86,192751.41,324201.87,49106.86,175587.55,246474.21,336249.11,59881.15,173552.31,269506.04,363761.78,54059.17,187814.44,239564.24,347363.3,60929.58,122694.57,184843.45,195413.01,42829.12,98032.4,155512.02,239600.31,48734.65,102714.61,153684.08,236872.39,46688.63,113808.84
营业成本,397808.36,703567.42,987869.87,1252709.32,175982.16,408630.88,655564.27,850707.99,133435.99,196993.57,265157.63,337524.76,47896.24,93494.03,153453.08,235918.96,31799.44,102776.99,191496.34,269283.19,36246.84,106855.82,168823.03,285996.02,42329.65,160018.6,222148.6,300593.21,52213.68,156183.4,243853.19,321884.11,46710.24,171176.77,215472.97,307770.55,53161.73,106540.74,160740.23,157589.94,36357.27,83612.59,132334.86,201196.88,41889.58,87893.07,130391.0,200983.4,40680.03,100152.83
营业税金及附加,277.4,514.5,857.96,1457.4,350.7,664.25,1060.11,1718.93,351.31,755.52,1183.49,1888.42,530.0,1048.33,1697.31,2816.75,527.75,1216.04,1798.75,2777.17,602.45,1101.3,1598.89,2336.41,360.31,756.52,1030.58,1645.97,383.79,727.42,1041.12,2027.07,567.03,1014.2,1385.42,2260.97,456.06,815.13,1075.25,1732.2,387.21,701.72,1168.79,1938.09,347.54,676.8,1186.05,1949.76,401.56,759.43
销售费用,778.73,2043.69,3888.03,5356.15,1296.63,2698.32,4729.68,6151.78,1512.47,3096.05,5426.9,7214.67,2519.74,3573.82,5348.03,9984.3,1761.7,3981.85,5788.41,10505.87,1644.41,4094.19,6110.45,9030.96,924.88,3502.64,5890.21,9880.14,1970.02,4527.61,7143.8,11759.33,1761.22,4350.22,6943.27,11923.56,1913.58,4290.21,6448.99,10581.85,1751.54,4125.93,6732.68,9703.53,2303.56,4366.19,6898.03,9820.28,1608.07,3564.67
管理费用,3528.93,8759.4,13058.38,18287.88,4061.93,8171.08,13140.37,20830.71,5048.53,9313.89,13013.33,20968.95,4499.71,8133.16,14127.97,27643.93,5698.09,11365.79,16446.64,24545.13,5239.78,11830.91,17496.72,28696.35,6165.42,12343.59,19008.86,25532.38,5709.07,12106.64,17848.63,29207.4,5515.51,11474.73,16213.73,26433.48,5276.36,10354.51,16110.69,25981.04,4704.78,9938.54,15954.77,25906.8,4260.77,9934.03,5365.34,10215.32,1822.1,3603.71
财务费用,-174.26,-715.65,-1335.04,-2136.64,-927.27,-2092.99,-2317.06,-2906.53,-114.36,-567.56,-1207.82,-2342.37,-328.47,-703.35,-825.89,-777.21,-378.32,-712.94,-1057.15,-1833.71,-595.71,-968.95,-1439.28,-2075.36,-673.4,-1238.44,-1808.67,-2387.15,-395.41,-529.07,-917.0,-1393.12,-494.82,-800.23,-1049.88,-1902.18,121.85,-41.0,-266.69,-991.83,-371.68,-588.39,-940.91,459.45,-35.03,-162.74,-306.98,-819.65,-417.97,-1004.06
资产减值损失,0.0,1323.13,1389.4,1665.53,-4.01,-7.65,-21.6,2044.51,364.21,1458.94,302.61,346.2,-229.97,-230.24,-322.15,671.78,-0.04,185.65,185.65,266.42,0.0,161.59,161.59,217.49,0.0,204.64,204.64,984.56,0.0,536.3,536.3,276.99,0.0,598.75,598.75,876.91,0.0,734.97,734.97,519.8,0.0,242.02,261.84,395.56,-31.77,7.26,7.21,-121.24,-525.26,0.0
公允价值变动收益,0.0,50.25,1974.35,1452.62,-1775.33,-2143.44,-1911.68,-1876.27,-35.41,-35.41,-35.41,-35.41,-4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.9,36.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
