报表日期,2007-12-31,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
一、营业总收入,22420.93,28790.07,39293.57,7855.33,17274.02,28000.9,41423.46,10369.56,21874.11,32827.48,47293.05,13309.45,26854.59,47016.38,69112.67,18116.44,39555.58,60819.64,83341.98,16227.81,36650.56,54188.11,72199.47,18437.22,40182.88,61434.62,81264.59,16192.92,35728.91,52274.87,66846.55,13958.61,31663.75,44757.41,5748269.81,1547094.59,3216093.24,4982593.93,7109429.7,2056994.69,4250359.95,6536780.28,9094269.42,2402795.98,5007470.4,7877009.62,11219339.61,3354144.14,7112900.77
营业收入,22420.93,28790.07,39293.57,7855.33,17274.02,28000.9,41423.46,10369.56,21874.11,32827.48,47293.05,13309.45,26854.59,47016.38,69112.67,18116.44,39555.58,60819.64,83341.98,16227.81,36650.56,54188.11,72199.47,18437.22,40182.88,61434.62,81264.59,16192.92,35728.91,52274.87,66846.55,13958.61,31663.75,44757.41,5748269.81,1547094.59,3216093.24,4982593.93,7109429.7,2056994.69,4250359.95,6536780.28,9094269.42,2402795.98,5007470.4,7877009.62,11219339.61,3354144.14,7112900.77
二、营业总成本,18720.67,25451.03,34814.63,6989.48,15114.18,24794.86,36556.21,9396.8,19861.96,30140.76,44507.52,12147.71,24785.51,43836.33,65239.96,17083.43,37396.13,57328.86,79224.75,15520.29,34762.22,51280.46,69369.4,17648.72,38219.7,58455.07,78325.9,15523.39,34195.03,49967.85,64095.05,13484.85,30367.46,42810.95,5403511.95,1448433.94,2965146.49,4616662.15,6594865.87,1938647.96,3977261.7,6172315.28,8647905.82,2291815.56,4704494.15,7393879.12,10650166.28,3216946.79,6616938.96
营业成本,16419.17,22645.0,30871.73,6165.65,13414.43,22133.18,32871.68,8419.73,17809.13,26994.71,39513.67,10995.7,22352.41,39834.72,59930.47,15404.87,34217.53,52469.55,72244.73,13765.26,31129.58,45935.83,62106.11,15864.63,34526.93,52601.8,70578.51,14035.05,30946.03,44876.32,57253.21,11623.14,26439.61,37308.58,4616516.66,1236071.14,2534747.73,3960621.29,5682311.43,1694203.34,3446721.28,5333598.16,7464218.29,1970409.54,4015204.42,6355916.43,9264961.62,2817398.25,5786312.89
营业税金及附加,74.61,91.94,106.96,25.06,46.94,56.66,101.94,21.66,106.54,124.62,132.11,42.47,66.86,112.01,158.41,37.88,88.95,152.17,211.85,34.16,74.72,126.94,181.32,36.95,77.69,119.63,163.0,53.71,128.13,168.3,206.84,41.49,141.52,176.32,20330.03,4108.2,8502.36,13620.73,19919.13,5519.21,10933.79,16175.03,22230.34,6204.54,12100.49,19371.21,27961.83,8758.46,18185.17
销售费用,1286.55,1498.93,2105.09,370.77,766.56,1321.14,1728.01,551.49,976.93,1555.44,2078.39,570.14,1145.77,1934.35,2331.13,857.81,1593.9,2490.89,3420.4,682.93,1481.37,2404.48,3293.47,798.63,1576.38,2654.85,3460.29,728.55,1582.07,2497.93,3470.9,1050.75,2099.77,3037.84,115059.67,31758.0,63561.21,98465.99,135725.77,43346.65,95956.81,144584.75,182581.79,42455.53,88454.95,142803.35,199688.74,51702.71,105665.87
管理费用,517.73,731.76,991.06,244.96,558.07,807.09,1141.9,341.23,796.56,1289.97,2348.29,518.55,1086.44,1579.95,2093.47,653.07,1253.43,1886.71,2586.99,643.72,1290.88,1897.67,2524.87,729.8,1365.96,2033.29,2995.05,654.64,1372.66,1991.22,2668.44,680.99,1441.44,2118.48,607945.51,165531.82,341060.97,523866.15,734991.71,197271.07,381552.36,585701.78,841415.39,224912.78,484366.15,728142.1,969926.79,282795.49,586144.32
财务费用,383.5,459.16,645.38,159.56,290.07,438.65,620.53,40.22,110.13,130.05,203.58,-107.36,51.76,153.7,334.56,117.25,187.97,329.02,603.03,365.48,690.64,873.18,1052.07,207.82,613.96,977.77,1131.08,-7.11,52.09,252.79,202.39,77.83,235.38,249.38,41742.82,11110.03,16418.1,18682.21,15542.39,-1761.8,1032.76,9837.77,28674.55,17660.28,33160.96,53538.76,68299.11,23468.54,47296.75
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39693.96,78859.31,98431.41,23681.09,50909.44,94107.28,119328.19,32823.34,73333.96
资产减值损失,39.1,24.24,94.42,23.47,38.1,38.14,92.15,22.47,62.67,45.97,231.48,128.21,82.27,221.58,391.92,12.55,54.36,0.51,157.76,28.73,95.05,42.36,211.55,10.91,58.78,67.72,-2.02,58.56,114.04,181.28,293.27,10.65,9.73,-79.65,1917.25,-145.25,856.12,1405.77,6375.44,69.48,1370.74,3558.47,10354.05,0.0,5411.22,0.0,0.0,0.0,0.0
