报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,10182.75,21637.37,32404.1,43739.53,13657.39,26445.86,42312.1,56628.78,13821.03,28886.92,43095.27,56941.01,12525.12,26343.78,37910.34,59415.39,11412.07,31049.65,47135.78,72790.96,17126.29,39412.91,62548.49,81213.04,24527.44,48728.99,75294.45,94161.53,29918.02,53726.53,80973.29,104066.64,28186.95,52145.24,76377.48,103490.03,22730.26,44447.15,65430.21,96714.46,10711.09,33657.25,54390.91,87385.34,16095.98,54600.92,83176.71,122631.05,30560.44,62872.68,95073.55
营业收入,10182.75,21637.37,32404.1,43739.53,13657.39,26445.86,42312.1,56628.78,13821.03,28886.92,43095.27,56941.01,12525.12,26343.78,37910.34,59415.39,11412.07,31049.65,47135.78,72790.96,17126.29,39412.91,62548.49,81213.04,24527.44,48728.99,75294.45,94161.53,29918.02,53726.53,80973.29,104066.64,28186.95,52145.24,76377.48,103490.03,22730.26,44447.15,65430.21,96714.46,10711.09,33657.25,54390.91,87385.34,16095.98,54600.92,83176.71,122631.05,30560.44,62872.68,95073.55
二、营业总成本,9663.27,20557.38,30392.75,40501.46,12222.79,24368.8,39240.74,51550.33,13930.07,28276.48,41400.59,53956.25,12668.26,25960.07,37031.04,57145.93,11907.95,30148.78,46859.07,71415.82,17869.31,38647.48,61613.92,79173.46,24283.8,47146.9,73234.4,91265.99,28316.84,52053.15,78849.89,102991.65,26915.26,50966.26,74852.22,101947.55,22490.69,43945.19,65058.67,96761.35,13212.29,36843.9,59426.11,92651.41,19110.73,55983.52,84958.32,123830.63,31359.4,62567.52,93833.89
营业成本,8028.56,16963.76,24558.39,32287.12,10259.24,18938.23,30174.48,40807.52,10452.56,22246.79,31786.96,40938.21,9713.08,19321.19,28062.31,44570.63,8829.97,23092.82,35900.55,54838.89,12447.2,28490.91,45386.48,58202.32,18451.53,35923.16,54834.54,68471.83,21985.17,40931.89,61433.93,79076.73,20410.36,39750.41,58184.23,78567.68,17811.41,34622.68,51868.05,76006.47,9048.41,27843.69,45281.97,72657.01,13509.66,44121.89,67347.03,97603.32,23904.66,49847.25,73250.5
营业税金及附加,56.13,81.5,91.55,130.84,130.76,143.37,177.91,278.07,144.38,220.21,317.03,372.24,101.08,183.12,192.24,321.75,12.78,12.82,18.28,178.35,123.79,170.74,314.0,340.14,21.57,208.47,414.79,533.7,202.27,270.47,333.34,442.41,214.38,428.12,737.18,896.63,150.68,389.11,490.53,862.65,191.17,477.03,587.54,735.16,102.1,259.08,365.45,640.11,339.0,556.56,725.96
销售费用,688.81,1549.71,2757.4,4028.55,868.75,3103.92,5328.41,6676.9,1913.34,2865.66,5126.41,6370.02,998.41,2840.09,3775.17,5207.03,1268.19,3388.28,4958.63,6917.56,2143.43,4412.66,7210.35,8675.63,2217.2,4598.68,7901.87,9868.7,2226.83,3709.51,5765.25,7627.63,2506.82,4320.66,6134.62,7923.65,1529.0,2748.83,4107.55,6675.99,1447.64,2670.58,4657.98,6792.44,1649.65,4003.02,6067.34,9325.86,2995.94,5247.1,8914.18
管理费用,703.75,1514.92,2451.21,3194.66,831.16,1919.44,2935.39,4039.46,1063.18,2470.48,3529.35,5441.24,1616.05,3105.06,4498.46,5763.01,1915.25,3483.69,5548.87,8436.93,2828.49,4869.73,7364.33,9856.91,2992.46,5498.46,8487.55,10977.53,3322.18,5857.77,9016.67,12707.45,3277.16,5839.77,8814.77,12212.28,2888.45,5289.37,8019.38,11687.22,2902.35,5670.19,8537.44,11050.3,3517.44,5968.77,7228.06,10095.98,2812.27,4992.93,7695.42
财务费用,51.29,165.16,260.3,321.29,54.81,137.38,272.51,121.32,100.0,-52.59,-199.0,-234.32,-53.17,-40.98,-64.28,-193.68,-47.59,53.7,206.68,-30.8,147.67,456.71,759.95,1057.43,337.38,645.47,939.1,967.18,141.12,389.97,674.93,899.01,51.09,273.04,172.14,197.34,40.96,75.33,77.61,-170.62,-9.08,198.67,491.17,678.83,292.62,194.41,134.96,248.98,310.9,468.28,469.08
研发费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448.79,4231.66,870.84,1455.39,2778.74
资产减值损失,134.73,282.33,273.91,539.0,78.06,126.47,352.04,-372.94,256.61,525.92,839.83,1068.86,292.82,551.58,567.15,1477.18,-70.64,117.46,226.07,1074.89,178.73,246.74,578.81,1041.02,263.66,272.65,656.55,447.05,439.27,893.54,1625.76,2238.41,455.45,354.26,809.28,2149.97,70.19,819.87,495.56,1699.64,-368.2,-16.26,-129.98,737.68,39.26,1436.35,1366.69,1684.72,125.78,0.0,0.0
