报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
一、营业总收入,4027.29,7983.5,11369.64,15306.87,4362.38,8588.83,12603.94,17596.09,4091.6,7973.84,12784.87,19296.18,5737.55,11986.22,19659.82,29425.01,8903.7,18710.99,28846.3,39069.94,10202.03,20844.73,32097.06,41032.49,9768.46,19166.98,28701.84,39849.38,10521.41,21986.56,32568.47,65408.43,32354.39,67709.63,108323.75,146991.48,37711.38,79646.74,125130.01,174160.2,42049.59,106607.73,196476.81,320018.69,43915.38,131777.25,244301.72,377391.84,130289.68,179983.21,219076.88,244076.14,34840.02,65233.19
营业收入,4027.29,7983.5,11355.51,15306.87,4362.38,8588.83,12603.94,17596.09,4091.6,7973.84,12784.87,19296.18,5737.55,11986.22,19659.82,29425.01,8903.7,18710.99,28846.3,39069.94,10202.03,20844.73,32097.06,41032.49,9768.46,19166.98,28701.84,39849.38,10521.41,21986.56,32568.47,65408.43,32354.39,67709.63,108323.75,146991.48,37711.38,79646.74,125130.01,174160.2,42049.59,106607.73,196476.81,320018.69,43915.38,131777.25,244301.72,377391.84,130289.68,179983.21,219076.88,244076.14,34840.02,65233.19
二、营业总成本,3367.47,6667.04,6843.26,12761.15,3575.41,7077.99,10426.1,15051.83,3706.29,7264.35,11690.79,17690.06,4924.67,10291.03,16711.55,24943.66,7056.25,15198.69,23671.48,31846.11,8149.21,16855.25,26622.54,34573.72,8697.7,17327.91,26938.69,37557.2,9311.38,19242.88,29002.82,54590.26,25312.74,51368.15,80860.57,110278.78,28467.77,56889.37,92315.18,125816.64,22843.88,57152.57,114291.66,235675.0,22761.12,69643.17,133685.01,229083.02,75730.08,79610.31,114889.43,145210.86,27334.07,50566.55
营业成本,2633.38,4608.75,6840.77,8981.57,2583.67,4900.06,7429.27,10422.52,2445.74,4905.93,8177.89,12502.27,3436.45,7201.78,11898.24,17575.53,4968.37,10983.45,17175.0,22637.17,5888.14,12573.1,19724.69,24466.09,6035.38,12323.39,18689.99,25652.16,7195.25,14334.84,20413.97,31820.79,12420.23,23787.13,37275.36,45357.66,11460.23,26303.68,40927.22,47740.35,4203.05,9491.58,17902.62,33883.12,5326.6,16823.48,28382.91,39897.5,8782.73,14831.34,18337.86,23136.25,3239.48,5110.06
营业税金及附加,3.13,6.69,7.57,24.88,4.97,13.83,23.42,33.03,0.31,1.22,3.26,12.41,4.07,10.67,24.25,41.4,5.55,30.1,39.27,72.05,17.56,20.96,22.54,31.75,2.27,8.68,13.18,17.04,7.27,13.34,16.32,58.65,38.05,66.96,128.53,252.61,4.12,43.19,115.3,447.39,139.53,534.85,1026.23,1747.81,176.92,477.22,970.16,1769.33,520.92,673.07,818.55,880.74,113.59,185.05
销售费用,232.0,483.55,693.68,1094.32,346.99,625.08,891.7,1215.11,213.69,444.77,708.76,1112.13,330.95,562.38,910.02,1369.31,455.62,1012.36,1492.45,1704.84,446.44,865.24,1485.5,1609.3,625.28,869.45,1265.38,1739.3,629.55,863.08,1265.98,8359.27,9157.81,17857.02,27880.27,38842.49,10709.33,21412.42,34310.76,50126.85,11641.47,23014.77,37371.4,56073.75,10280.43,24251.25,47686.64,80538.0,28309.8,38374.07,58411.3,76265.21,17936.25,30172.72
管理费用,566.91,1491.32,2123.39,2615.47,729.07,1524.19,2134.62,3754.36,827.63,1622.87,2607.95,4320.45,1223.07,2773.45,4110.89,6151.99,1724.04,3341.52,5131.54,7581.82,1862.48,3822.93,5981.15,9039.98,2140.15,4031.71,7207.72,9457.73,2166.78,4947.52,7468.91,13710.84,4579.88,10181.39,16788.08,26592.24,7333.0,13670.51,20907.35,32472.45,7263.52,15330.42,22965.13,31665.56,9957.54,24074.19,16134.8,21659.74,4184.95,10642.56,14773.82,20019.21,3596.93,8524.58
财务费用,-67.95,63.05,-23.38,64.21,-89.3,14.83,-52.92,-466.04,218.93,289.56,192.93,-305.78,-69.88,-257.24,-231.86,-188.63,-97.33,-168.74,-166.79,-134.87,-65.41,-426.99,-591.35,-574.16,-105.39,94.68,-237.57,643.01,-687.48,-915.9,-162.37,613.75,-883.23,-475.1,-1162.43,-1479.53,-1929.45,-5212.63,-5637.65,-8182.24,-2379.35,-4483.81,-5929.58,-7526.46,-2317.98,-3378.77,-2921.94,-2412.43,826.34,16.63,629.52,200.3,-2600.54,-4120.86
资产减值损失,0.0,13.67,13.67,-19.29,0.0,0.0,0.0,92.85,0.0,0.0,0.0,48.58,0.0,0.0,0.0,-5.93,0.0,0.0,0.0,-14.9,0.0,0.0,0.0,0.76,0.0,0.0,0.0,47.96,0.0,0.0,0.0,26.96,0.0,-49.25,-49.25,713.32,890.55,672.2,1692.19,3211.84,1975.66,13264.74,40955.87,119831.21,-662.39,7395.79,23690.99,57844.68,25894.29,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-176.0,0.0,0.0,0.0,-34.85,0.0,-1205.47,-406.9,727.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2680.6,3471.72,2331.3,2168.46,924.04
