报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
货币资金,22458.47,21899.71,39974.81,42266.47,33721.08,21740.31,18232.39,14621.65,27114.7,51183.46,58457.56,74125.76,80012.09,71698.96,69554.02,85291.38,56382.47,94285.08,61275.94,58069.49,57206.31,78598.09,90976.82,74036.07,71072.69,78937.13,71189.62,61222.37,56901.6,60631.38,60812.34,79160.12,60978.05,103790.05,47450.99,57015.45,52451.12,69802.69,59988.83,65380.41,82027.91,152979.92,77919.0,73912.46,55589.62,120384.28,107227.18,146523.86,122022.5,142715.66,156099.93,131908.59,139456.94,129315.11,156703.74,156359.45,131398.41,73755.01,49996.2
交易性金融资产,35.58,35.58,35.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,4190.79,760.79,0.0,5269.28,6051.33,6101.37,7238.37,2363.65,1400.98,1100.0,1100.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38573.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64898.75,0.0,75383.71,0.0,124172.73,144678.25,152801.83,0.0,176034.64,276244.62,153245.84,134209.81,124326.44,123918.94,112573.69,121002.47,70371.15,175610.79,155357.73,88013.91,29949.3,53379.84,22740.6,23131.39
应收票据,13804.42,15923.11,11789.12,9243.53,17592.1,20542.01,18572.6,15421.97,14966.38,10997.55,11952.24,1041.79,544.36,9463.3,9891.98,2420.92,1320.37,1898.93,1060.64,3912.14,1766.17,4383.49,7645.2,3375.96,449.46,797.4,1737.58,3747.92,1305.05,6796.61,2852.26,3380.6,2097.57,3621.08,15474.42,2255.2,608.75,1868.16,8285.79,39371.33,19193.78,56555.23,67591.43,98708.0,82680.71,72188.88,48182.67,57659.66,45714.67,8855.98,7620.47,3747.59,2242.94,212.54,675.14,3054.9,3058.19,592.74,1349.3
应收账款,8974.17,8814.66,9374.25,6004.03,9027.25,11006.45,14167.73,10912.68,18224.89,11522.41,11750.97,15125.35,22964.05,17402.31,18857.81,17463.75,22644.24,28613.29,35899.33,25665.5,49283.81,54790.29,60502.15,48127.73,56867.32,58247.44,69531.06,34826.02,45220.82,41533.47,49506.69,45451.61,62635.61,68761.49,78941.64,62643.55,85247.6,73515.55,123702.6,84801.39,125484.47,96246.6,104340.85,77326.65,193563.91,81056.96,86027.14,66666.78,78204.27,103717.72,113382.01,66623.56,173367.86,155145.19,87338.77,26894.4,50321.66,22147.86,21782.09
预付款项,9820.02,10103.97,9887.33,17998.33,22182.2,24485.05,27492.71,9007.55,11810.64,14990.79,17934.98,21384.15,23497.42,7857.83,7190.07,28143.33,38352.63,13298.35,9165.08,19822.52,27954.27,38040.69,49866.78,30796.96,32070.66,31310.28,26855.51,26339.56,29348.58,27879.32,22348.37,21207.92,19136.58,16793.8,21657.36,133416.82,136072.46,277501.33,419911.01,621901.9,656927.64,642706.14,814997.33,972158.91,988062.38,993348.25,970244.08,1213967.27,1018855.79,857609.72,721116.38,569287.85,542838.18,505558.99,568634.88,614140.48,621227.63,112033.66,7354.93
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.49,61.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,130.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,7402.18,9582.1,5255.96,5766.4,3196.78,4724.76,6857.52,7272.44,6892.37,5722.16,7287.9,3582.79,4166.1,19142.23,24709.87,4099.26,3296.6,9104.02,7462.19,5985.45,6510.02,8143.9,9287.25,5026.12,5136.08,8535.97,8320.6,3808.65,3670.76,3722.53,5370.93,4825.57,6552.13,6729.87,10410.44,28013.15,27515.64,13361.85,14581.94,14929.44,16465.93,17003.33,17894.0,26231.33,32584.14,32351.51,33757.59,30160.36,0.0,42815.36,0.0,51528.72,0.0,27846.91,0.0,14878.87,0.0,49305.81,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,48763.08,44306.24,59611.94,60209.16,60916.08,93146.0,88551.67,109221.16,103592.24,108245.26,112582.94,113059.9,99651.39,122792.29,120407.61,106399.94,121536.41,147443.52,198207.52,213407.27,207040.03,194257.38,180316.28,238833.25,239862.1,246480.21,245121.42,254887.52,253054.95,245256.9,258170.94,256907.91,260482.61,275684.17,276541.37,227551.0,243584.1,253692.38,263678.06,264920.7,313878.76,264670.17,285095.52,283295.37,280197.64,277352.98,356119.35,332359.41,274722.69,294100.06,283316.2,277953.29,207494.47,260110.03,263185.54,179462.0,171263.94,145967.91,136426.76
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,8.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.87,20.27,10437.16,9724.89,9665.52,9226.07,9261.71,8714.74,8487.81,8350.12,9612.35,8480.96,8255.61,7741.93,10715.4,10626.04,10918.83,11722.4,22838.2,19861.84,17797.82,18677.4,18600.34,18731.72,16893.89,14614.29,26464.8,25693.27,38977.15,45060.71,32642.47,38555.49,35016.27,35681.07,37948.07,43195.5,42860.35,41512.72,35687.54,34388.31,10628.03,9535.84,14466.03,6356.13,14046.47,15493.64,18063.2,17818.48,17113.37,17068.72
流动资产合计,111257.94,110673.53,135929.03,141487.92,146635.5,175644.59,173874.6,166457.44,182601.23,202689.5,219986.85,238756.9,240560.3,258022.44,259837.43,253087.06,252247.46,303131.0,321420.82,336564.71,358241.56,386469.44,406366.41,410941.49,416114.35,435227.26,434478.19,407800.23,409423.61,403678.04,417738.94,429534.06,430614.26,493385.83,466201.99,537359.98,571172.94,728719.11,935208.93,1123947.66,1252533.99,1265177.66,1403519.21,1569580.78,1675873.91,1619543.21,1643350.72,1883024.88,1607777.71,1461203.31,1347440.71,1124544.84,1127251.87,1098495.21,1122541.59,1016407.54,1013540.38,422395.51,344185.92
