报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
一、营业总收入,22592.5,51191.32,78730.36,760325.81,583922.99,1385581.97,2093947.71,2741153.14,472025.14,924990.24,1529276.81,2184398.06,738116.19,1659410.16,2539947.66,3521255.77,945967.03,1994910.76,3004431.5,4022800.9,866338.13,1789728.21,2699257.75,3561662.71,866030.21,1699191.71,2528304.1,3371077.38,853199.66,1632560.87,2669788.45,3237029.4,625266.01,1228493.18,1807940.87,2537101.36,566527.5,1231103.11,2144227.38,3046149.92,1006856.67,2261401.25,3551025.81,4996701.36,1250458.0,2519479.52,4078795.03,5696330.2,1350455.87
营业收入,22592.5,51191.32,78730.36,760325.81,583922.99,1385581.97,2093947.71,2741153.14,472025.14,924990.24,1529276.81,2184398.06,738116.19,1659410.16,2539947.66,3521255.77,945967.03,1994910.76,3004431.5,4022800.9,866338.13,1789728.21,2699257.75,3561662.71,866030.21,1699191.71,2528304.1,3371077.38,853199.66,1632560.87,2669788.45,3237029.4,625266.01,1228493.18,1807940.87,2537101.36,566527.5,1231103.11,2144227.38,3046149.92,1006856.67,2261401.25,3551025.81,4996701.36,1250458.0,2519479.52,4078795.03,5696330.2,1350455.87
二、营业总成本,21553.21,48434.65,74304.08,717848.86,556908.69,1325783.61,2005502.31,2649636.76,469160.57,918980.86,1513061.15,2167911.35,723879.9,1627260.81,2504567.72,3484492.25,930988.15,1968531.84,2968187.66,4009006.6,899326.35,1842090.21,2801465.02,3696341.71,879942.75,1729348.4,2552968.99,3362396.34,856503.0,1634491.73,2653934.34,3198146.86,642686.48,1250346.12,1848922.18,2588321.42,584219.1,1224078.87,2127619.17,2997468.16,974369.84,2197127.46,3393961.53,4600499.96,1147859.91,2242094.42,3568969.6,5044546.74,1269136.46
营业成本,19225.62,43809.59,67488.68,675754.65,528086.12,1263227.11,1912368.98,2466705.87,438366.46,861298.01,1428921.0,2047948.99,693697.29,1565429.82,2401564.44,3313209.47,891445.35,1888996.91,2850497.36,3845214.13,863386.69,1756093.03,2673605.37,3518771.13,840031.81,1636195.95,2418124.19,3197780.93,820697.57,1545286.21,2526784.1,3003032.62,611828.71,1172766.85,1737623.26,2450344.3,548806.63,1150529.72,2022627.23,2851633.75,940848.25,2126619.17,3283252.57,4448722.69,1120881.8,2176256.01,3468273.39,4876822.98,1229939.07
营业税金及附加,0.56,1.36,4.98,5164.11,3422.5,9084.61,11843.88,13104.53,1844.68,3522.52,5925.79,8853.58,1440.05,3555.19,5843.51,10288.04,418.78,1109.86,1538.85,7781.95,2304.26,4163.44,4248.49,10862.47,738.89,3631.79,5136.94,9753.88,814.14,5201.66,7484.11,10885.6,1016.05,3141.25,5061.43,7004.45,1550.08,4031.21,6471.44,15218.13,4831.42,11444.54,19238.43,27418.35,9247.56,18655.15,28544.48,36473.94,7842.48
销售费用,1311.0,2786.97,4233.23,11306.28,7025.03,14604.8,19920.57,32912.61,4898.85,11435.62,16655.7,23906.08,5872.43,16037.58,25536.43,34221.56,6562.12,15627.84,23535.85,33183.46,6441.31,15220.82,22387.15,32580.41,6322.71,14883.19,22768.21,34920.49,8024.44,23181.81,33157.54,44403.64,7115.71,14170.3,21551.92,28351.48,6860.48,13990.55,20637.9,28246.49,6137.58,12960.5,19686.82,26945.11,6427.58,13425.02,20685.6,29414.42,8028.7
管理费用,346.68,694.87,1037.39,18079.05,8336.13,18665.67,30668.92,83263.95,15241.26,22909.62,31205.48,59042.44,13334.59,21687.84,39196.17,75398.16,18950.52,35228.8,51168.95,68074.58,16518.68,34168.23,47242.75,66081.62,14312.52,29421.83,43635.73,60907.38,14097.87,31234.31,48068.46,91860.52,13267.93,30425.54,43020.11,52682.27,12419.61,24207.56,35315.46,46376.25,11197.45,23660.24,45007.92,66047.87,6003.92,22331.04,22129.2,31193.2,6320.42
财务费用,272.36,625.26,1063.24,7102.47,10984.46,20688.39,31136.23,41296.42,8424.48,18805.24,29297.02,24996.38,8957.48,18196.48,30119.4,46501.7,13664.11,28437.75,42680.25,55500.06,10618.54,26911.83,48355.01,58859.79,18022.18,34368.62,52327.71,44621.4,12797.63,24027.9,32615.37,44848.67,9495.43,23882.35,35319.91,46163.5,11326.51,24411.02,35164.04,47643.54,10509.97,21966.3,26157.64,29629.89,2215.92,8426.37,7647.23,14730.54,834.88
资产减值损失,397.0,516.6,476.56,442.31,-945.55,-486.96,-436.27,12353.38,384.84,1009.84,1056.16,3163.88,578.07,2353.9,2307.77,4873.32,-52.74,-869.31,-1233.6,-747.59,56.87,5532.87,5626.24,9186.28,514.65,10847.02,10976.21,14412.24,71.35,5559.83,5824.76,3115.81,-37.36,5959.82,6345.55,3775.42,3255.8,6908.82,7403.1,8350.0,845.17,476.7,618.15,1736.05,3083.13,3000.83,2701.92,2566.63,3488.21
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.27,92.1,-85.27,-85.27,-85.27,-119.22,-15.64,-7.88,-4.03,7.6
