报表日期,2007-12-31,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
三、营业利润,34310.68,53520.81,13225.24,24469.21,46150.11,65837.31,21522.27,38141.13,69185.6,98607.27,28082.01,57766.98,98402.69,147175.12,35644.9,74023.65,126702.12,198949.81,47461.4,97506.17,178010.89,294695.29,66639.04,145256.72,267155.68,437756.42,98070.45,217190.46,375615.91,549399.35,106018.42,240878.81,441542.96,683010.07,144837.34,381235.43,668415.39,1044311.16,214455.58,470482.26,807512.81,1233566.34,184166.68,512778.91
加:营业外收入,4844.21,7250.77,1632.51,5080.23,7497.85,11125.65,2552.39,4731.69,6310.49,16091.14,2756.65,3204.89,3431.16,26144.47,5051.37,10945.19,19023.14,33206.56,5737.09,15309.9,26523.87,45325.53,11628.55,26694.5,44009.61,85647.0,25826.61,46082.17,70554.38,129397.9,33242.19,65198.47,96738.94,151091.93,35139.37,3451.63,10219.1,4672.93,1302.28,7315.04,11536.92,11136.29,2051.97,3830.71
减：营业外支出,116.57,292.17,42.95,80.84,181.62,341.75,66.97,167.2,267.25,408.2,93.95,219.68,375.0,582.63,130.49,308.45,583.73,795.8,189.39,497.88,848.01,1425.38,462.63,1133.41,1851.35,2769.18,666.45,1473.33,2463.09,3793.07,816.59,1803.88,2700.43,3084.17,89.54,228.05,278.73,302.04,153.63,458.41,671.31,859.35,208.51,841.42
其中：非流动资产处置损失,1.68,1.45,0.0,0.68,1.41,89.48,0.0,26.16,29.32,28.62,1.21,9.09,16.29,18.48,3.14,10.32,16.28,24.1,-2.71,13.36,23.48,37.75,-2.54,15.47,47.15,84.24,12.12,33.16,40.23,111.37,2.26,161.96,209.22,94.0,12.73,57.17,65.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,39038.31,60479.41,14814.8,29468.6,53466.34,76621.21,24007.69,42705.62,75228.84,114290.21,30744.71,60752.19,101458.85,172736.96,40565.78,84660.39,145141.54,231360.56,53009.1,112318.18,203686.75,338595.43,77804.95,170817.82,309313.94,520634.24,123230.61,261799.3,443707.2,675004.17,138444.02,304273.39,535581.47,831017.83,179887.18,384459.0,678355.77,1048682.05,215604.22,477338.89,818378.41,1243843.29,186010.14,515768.19
减：所得税费用,2587.08,5607.1,1243.59,4743.85,5949.38,6019.25,3470.09,5274.53,9559.81,9052.69,4660.0,7781.39,14247.3,24488.66,5728.13,11419.43,20861.89,17317.93,7850.12,13159.22,27166.15,30890.14,8679.43,17894.02,37192.26,52564.11,18576.68,39990.27,65417.16,86764.39,24392.19,43253.2,50747.06,88990.52,31846.19,56865.84,66243.67,110931.88,37375.4,66580.28,83609.4,105674.0,34217.63,93392.07
五、净利润,36451.24,54872.32,13571.21,24724.75,47516.95,70601.95,20537.6,37431.09,65669.04,105237.52,26084.7,52970.8,87211.55,148248.29,34837.65,73240.96,124279.65,214042.63,45158.99,99158.97,176520.59,307705.29,69125.53,152923.8,272121.68,468070.12,104653.93,221809.02,378290.04,588239.78,114051.82,261020.19,484834.42,742027.31,148040.99,327593.17,612112.1,937750.16,178228.82,410758.61,734769.01,1138169.29,151792.5,422376.13
归属于母公司所有者的净利润,36451.67,54884.58,13571.21,24727.01,47487.58,70557.71,20497.6,37381.48,65544.59,105180.43,26075.49,52719.79,86898.66,148101.3,34751.93,72988.86,123817.98,213687.31,45043.19,98569.3,176016.19,306664.85,68663.32,151960.14,270972.05,466536.87,104464.19,220652.17,376998.68,586904.96,114361.54,260684.65,484995.75,742226.2,148081.69,329154.61,615281.42,941085.51,181596.46,414739.55,739580.32,1135286.92,153611.82,421675.52
少数股东损益,-0.43,-12.26,0.0,-2.26,29.38,44.24,40.0,49.61,124.45,57.09,9.22,251.02,312.9,147.0,85.72,252.1,461.66,355.32,115.79,589.67,504.4,1040.44,462.2,963.66,1149.63,1533.25,189.74,1156.85,1291.36,1334.82,-309.72,335.55,-161.34,-198.88,-40.7,-1561.44,-3169.32,-3335.34,-3367.64,-3980.94,-4811.3,2882.36,-1819.32,700.61
基本每股收益(元/股),0.0,1.22,0.3,0.55,1.06,1.57,0.46,0.82,1.39,2.2,0.52,0.53,0.87,1.48,0.35,0.36,0.62,1.07,0.22,0.245,0.438,0.76,0.171,0.378,0.675,1.17,0.26,0.55,0.94,1.46,0.285,0.43,0.81,1.227,0.245,0.357,0.671,1.03,0.199,0.449,0.806,1.24,0.168,0.444
稀释每股收益(元/股),0.0,1.22,0.3,0.55,1.06,1.57,0.46,0.82,1.39,2.2,0.52,0.53,0.87,1.48,0.35,0.36,0.62,1.07,0.22,0.25,0.438,0.76,0.171,0.378,0.675,1.16,0.26,0.55,0.93,1.45,0.283,0.43,0.8,1.221,0.242,0.357,0.673,1.024,0.197,0.449,0.804,1.234,0.167,0.444
七、其他综合收益,72.9,37.78,0.0,2.45,-85.3,52.65,64.23,81.37,113.08,75.72,40.91,162.54,184.79,55.0,69.09,-55.0,4.69,-66.72,-31.42,-150.5,-418.19,-80.52,20.14,-843.94,-987.84,-1166.04,-1189.43,-1109.62,-1471.26,-1798.92,-301.37,-1128.16,9672.98,-1268.78,276.79,2943.43,-542.35,1385.27,1515.99,-1428.48,-2727.86,-2406.3,342.14,549.17
八、综合收益总额,36524.13,54910.1,13571.21,24727.21,47431.65,70654.6,20601.83,37512.46,65782.12,105313.25,26125.62,53133.35,87396.35,148303.29,34906.74,73185.96,124284.33,213975.91,45127.57,99008.47,176102.4,307624.78,69145.66,152079.85,271133.84,466904.09,103464.5,220699.4,376818.78,586440.86,113750.45,259892.03,494507.4,740758.53,148317.78,330536.6,611569.75,939135.43,179744.8,409330.13,732041.15,1135762.99,152134.64,422925.3
归属于母公司所有者的综合收益总额,36524.57,54922.36,13571.21,24728.94,47444.25,70610.36,20544.04,37450.1,65639.43,105254.62,26101.41,52871.5,87084.53,148209.84,34830.27,72942.67,123787.17,213637.69,44982.79,98515.87,175825.88,306735.36,68710.89,151103.52,270025.91,465461.18,103611.02,219720.28,375731.47,585022.7,113681.72,258930.49,483357.0,740869.12,148461.62,332013.7,615320.76,942440.79,183311.68,413449.7,737008.17,1133097.08,153941.6,422167.8
归属于少数股东的综合收益总额,-0.43,-12.26,0.0,-1.74,-12.59,44.24,57.79,62.37,142.69,58.63,24.21,261.85,311.82,93.45,76.48,243.29,497.16,338.22,144.78,492.6,276.53,889.42,434.78,976.33,1107.93,1442.91,-146.52,979.12,1087.3,1418.16,68.73,961.54,11150.4,-110.59,-143.84,-1477.1,-3751.01,-3305.36,-3566.87,-4119.57,-4967.02,2665.9,-1806.96,757.49
