报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
一、营业总收入,496993.87,1064314.02,1582807.5,2304683.24,710496.82,1423946.01,2146645.38,2793022.09,605640.69,1327692.93,2173470.48,3145799.92,882123.76,1861195.39,2930687.43,4171180.89,1053779.41,2298799.73,3616671.77,5200332.83,1088041.88,2321587.51,3680993.39,5233414.91,1298848.48,2802767.26,4205036.26,5887527.47,1253061.0,2726537.0,4128465.9,5950390.06,1371341.62,2985389.79,4595838.33,6484781.31,1540811.26,3277483.61,4849880.46,6717534.32,1662937.34,3476320.43,5444760.86,7763247.67,1884605.13,3840245.93,5783910.35,8338526.29,2007026.38
营业收入,496993.87,1064314.02,1582807.5,2304683.24,710496.82,1423946.01,2146645.38,2793022.09,605640.69,1327692.93,2173470.48,3145799.92,882123.76,1861195.39,2930687.43,4171180.89,1053779.41,2298799.73,3616671.77,5200332.83,1088041.88,2321587.51,3680993.39,5233414.91,1298848.48,2802767.26,4205036.26,5887527.47,1253061.0,2726537.0,4128465.9,5950390.06,1371341.62,2985389.79,4595838.33,6484781.31,1540811.26,3277483.61,4849880.46,6717534.32,1662937.34,3476320.43,5444760.86,7763247.67,1884605.13,3840245.93,5783910.35,8338526.29,2007026.38
二、营业总成本,493874.27,1054134.63,1581049.88,2298463.74,689639.26,1398347.04,2104504.39,2769233.3,602244.03,1316740.32,2148451.95,3103777.55,883810.32,1864578.66,2922679.2,4183441.31,1044999.94,2280977.61,3601563.8,5186160.14,1079180.6,2331113.32,3697802.06,5233150.66,1285498.14,2767369.91,4159693.85,5827677.97,1256429.94,2745358.25,4170048.57,5989766.31,1366922.38,2988161.15,4624916.06,6612964.07,1524399.43,3228508.0,4787100.29,6657427.05,1641833.6,3433685.13,5391129.68,7703608.89,1865740.14,3820166.67,5771770.91,8320506.15,1987104.11
营业成本,425183.07,927772.4,1363779.43,1945495.08,591186.29,1180283.49,1776028.53,2304652.63,500419.54,1104166.22,1800410.85,2564342.84,740314.08,1572313.33,2489078.87,3490610.65,907430.98,1934676.53,3069726.31,4387835.88,929773.23,1954514.96,3099143.34,4399023.81,1093109.33,2348291.46,3535415.04,4913394.76,1077278.39,2324018.15,3539381.97,5092511.8,1179389.68,2570711.13,3988935.71,5625335.69,1318682.67,2788317.28,4129874.33,5758547.51,1438537.59,2999878.56,4738055.73,6770223.32,1641856.77,3372056.36,5076757.78,7298578.67,1760821.28
营业税金及附加,891.81,1415.69,2363.05,3473.94,1839.73,4660.4,6626.19,9644.84,4866.03,6576.47,9858.09,14040.11,2089.78,6132.95,11052.83,19677.61,2840.78,15009.87,17278.53,30569.69,5327.09,18535.35,24775.89,36875.41,11229.25,20420.82,27992.6,48540.3,7614.43,22626.71,29488.92,44066.26,9719.05,17996.04,30065.62,43611.71,11093.67,20799.96,29584.86,47720.05,9831.07,21696.59,32419.16,45273.33,9500.5,21864.03,32305.92,55909.66,11713.26
销售费用,42518.03,82998.21,142711.63,227614.98,62412.62,148337.9,222709.39,298553.91,61303.89,137534.57,237851.7,361756.77,95029.77,163374.4,269638.23,432426.96,86359.91,201667.13,329823.83,495296.61,88284.58,210474.01,344856.41,473893.47,98667.89,242478.93,377908.91,519013.45,89861.38,243188.16,363213.16,470451.44,93119.01,234613.29,342804.9,501051.21,117055.66,269189.19,392375.23,524803.37,121521.35,273363.63,405684.1,584621.14,136801.12,251737.97,383717.04,590140.6,130611.58
管理费用,13422.88,28687.83,52077.65,85334.71,24751.43,53893.38,80023.18,114800.62,25024.16,58207.55,85122.01,129510.82,33463.33,69748.07,104323.48,161895.35,42440.87,85169.2,132360.95,206667.02,45157.73,95591.45,141601.24,226345.11,59067.64,117994.1,176468.29,270951.89,56332.19,121353.3,188146.21,301386.89,63393.96,128753.48,187507.76,284572.01,68244.58,124427.53,188929.46,273035.29,68407.06,127043.98,191390.61,265161.62,63924.93,129382.09,128771.87,155574.11,39431.66
财务费用,4426.76,10261.68,18438.71,19583.43,10535.81,13531.34,25265.2,17403.37,7968.58,6282.44,7715.92,9126.49,9369.66,9847.99,9745.32,13161.8,2290.9,1675.59,2707.21,6403.23,2678.7,18497.93,33421.51,25639.13,10960.16,9570.26,1068.43,11967.09,7248.44,7037.49,4910.44,20102.91,14236.05,18457.75,54466.92,103869.93,3826.5,10747.8,23060.79,26014.13,-6469.76,-6428.37,811.98,2342.66,4532.86,31489.04,56140.81,51776.64,8986.95
资产减值损失,7431.73,2998.82,1679.41,16961.59,-1086.61,-2359.47,-6148.11,24177.94,2661.83,3973.07,7493.38,25000.51,3543.7,43161.92,38840.47,65668.93,3636.5,42779.29,49666.97,59387.71,7959.27,33499.61,54003.68,71373.73,12463.86,28614.33,40840.58,63810.49,18095.1,27134.45,44907.87,61247.02,7064.63,17629.46,21135.14,54523.52,5496.35,15026.25,23275.62,27306.7,10006.28,18130.74,22768.1,35986.82,9123.96,13637.18,20393.57,35837.44,5956.89
公允价值变动收益,4704.52,12253.89,4539.81,12380.59,-1763.84,-4543.36,-7062.53,-6508.58,1765.5,3428.26,2073.78,2873.86,-823.37,-1574.98,-1780.96,-2208.2,266.95,-79.58,-182.29,812.97,-795.85,-1238.98,-1263.14,-10749.14,3023.07,7521.18,11184.81,3152.76,3530.33,3854.84,6935.72,10092.44,-27.61,1324.0,-4067.04,-4258.34,-7826.86,1571.7,7712.52,22303.52,-5957.6,-19532.12,-26332.94,-28721.64,-5151.19,10086.27,17011.98,11210.23,-854.86
投资收益,3278.91,3384.51,28369.07,24053.33,1697.51,10682.47,11951.25,11715.04,-632.0,738.05,14789.1,23742.15,9130.04,14475.45,14961.88,43272.67,-669.91,-124.07,263.24,13861.78,115.55,1491.72,2585.05,4980.0,327.3,-15615.07,-16297.5,-7953.73,561.48,1162.98,3678.12,30385.9,131.76,6599.23,11334.48,13586.03,25713.76,26748.51,28061.42,34634.9,3199.38,24507.08,28452.77,34549.29,2443.24,3717.94,6755.12,8569.63,-2276.26
其中:对联营企业和合营企业的投资收益,58.33,166.81,484.53,-251.63,-618.46,-391.02,-501.87,2404.8,-125.5,233.52,1365.16,132.66,-112.45,-1125.19,-765.49,401.59,227.3,107.6,122.97,223.98,-231.63,304.97,457.47,1295.77,66.57,-53.89,-470.64,1834.25,365.19,515.88,1149.9,4118.88,-144.65,1746.71,3128.02,3229.03,941.63,1650.41,2454.0,3660.1,1237.42,2999.41,4803.33,4205.94,437.11,1831.39,2764.65,4789.61,1091.24
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,11103.04,25817.79,34666.5,42653.43,20791.23,31738.08,47029.72,28995.25,4530.16,15118.91,41881.41,68638.38,6620.11,9517.21,21189.16,28804.05,8376.51,17618.47,15188.92,28847.45,8180.99,-9273.07,-15486.76,-5504.89,16700.72,27303.46,40229.71,55048.53,722.87,-13803.42,-30968.82,1102.09,4523.4,5151.87,-21810.28,-118855.08,34298.73,77295.81,98554.11,117045.69,18345.53,51712.41,62224.32,96707.84,22939.21,52083.76,70781.97,91182.07,25023.39
加:营业外收入,93.87,667.05,9616.1,9959.24,948.67,2411.95,4288.79,19340.27,1144.05,3260.96,5969.27,15467.32,5667.6,15417.53,23461.55,48812.15,6877.87,21402.64,31595.9,40433.58,8774.79,38447.96,54774.87,63072.06,6569.47,21397.45,33143.44,57218.89,12309.08,34101.55,41076.69,57445.53,14668.22,18084.14,30313.3,44662.15,6765.33,14481.54,21965.63,35757.15,6982.81,10819.1,16130.61,3476.44,697.94,1694.79,2251.72,4892.15,668.39
减：营业外支出,40.62,1547.34,5196.69,2025.2,203.03,16171.2,19200.96,19274.84,377.96,901.57,1871.75,15328.26,470.97,1488.95,3348.03,10486.68,171.74,669.23,1959.03,14643.62,676.35,1186.68,2365.16,4795.78,338.37,798.22,8169.2,10635.69,1066.55,2166.32,3132.63,5194.86,866.87,1482.03,1877.15,69852.57,222.84,708.86,1198.43,8615.04,1170.54,1637.51,3270.01,4978.01,305.96,255.22,764.84,4313.66,287.28
其中：非流动资产处置损失,4.08,382.52,472.46,1547.85,36.73,333.07,428.21,3055.52,52.6,428.52,428.52,3055.52,433.74,1048.41,2067.55,8345.53,57.22,257.28,1257.41,9649.57,60.96,907.28,1379.68,3487.46,53.55,450.36,7546.42,9540.98,358.02,469.12,640.7,1865.74,695.63,817.26,880.32,1363.08,89.11,415.47,825.76,7974.82,1068.09,1219.63,1571.06,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,11156.29,24937.5,39085.91,50587.47,21536.86,17978.82,32117.55,29060.68,5296.26,17478.3,45978.93,68777.44,11816.75,23445.79,41302.67,67129.53,15082.64,38351.88,44825.78,54637.41,16279.42,27988.21,36922.95,52771.4,22931.82,47902.69,65203.95,101631.74,11965.4,18131.81,6975.23,53352.76,18324.75,21753.99,6625.86,-144045.5,40841.21,91068.5,119321.31,144187.79,24157.8,60894.01,75084.92,95206.27,23331.19,53523.33,72268.85,91760.56,25404.5
减：所得税费用,1524.16,2345.13,5041.72,6377.04,3630.05,1504.57,5616.95,2795.71,1766.56,3516.24,9181.1,14846.24,3135.36,6787.59,10337.28,19398.33,4980.83,13149.79,17431.18,22359.02,4560.79,9356.83,14021.99,25452.57,6448.04,11186.25,16988.6,25908.7,3580.66,12062.45,18487.05,26602.54,6596.74,12134.73,20055.81,28407.61,6977.41,14563.4,22424.53,28244.37,7411.94,16469.35,23640.5,29070.93,7485.09,16493.77,24913.03,25684.54,9144.78
五、净利润,9632.13,22592.37,34044.19,44210.43,17906.81,16474.25,26500.6,26264.97,3529.7,13962.06,36797.83,53931.2,8681.38,16658.2,30965.4,47731.2,10101.81,25202.1,27394.6,32278.39,11718.63,18631.38,22900.96,27318.82,16483.78,36716.44,48215.34,75723.04,8384.74,6069.36,-11511.82,26750.22,11728.0,9619.26,-13429.95,-172453.11,33863.8,76505.11,96896.78,115943.43,16745.86,44424.66,51444.41,66135.34,15846.1,37029.56,47355.82,66076.02,16259.72
归属于母公司所有者的净利润,7246.1,19270.52,28659.69,33697.94,9024.24,1880.2,9398.91,3111.65,270.71,3004.33,8331.15,11580.6,563.28,4063.0,9383.32,29225.4,10331.26,23125.98,27436.28,40621.37,10566.81,14714.92,20017.97,32532.84,14783.91,22717.93,31039.45,51248.16,923.26,-18113.38,-31437.28,5885.78,1731.76,-19088.81,-49516.52,-197586.57,21623.44,46191.58,52176.94,55478.47,3297.63,15452.5,16711.05,35639.24,6111.97,16883.68,20508.38,32321.86,4800.36
少数股东损益,2386.03,3321.85,5384.5,10512.49,8882.56,14594.05,17101.69,23153.32,3258.99,10957.73,28466.69,42350.59,8118.1,12595.2,21582.08,18505.8,-229.45,2076.12,-41.68,-8342.98,1151.82,3916.46,2882.99,-5214.01,1699.87,13998.5,17175.89,24474.88,7461.48,24182.74,19925.46,20864.44,9996.25,28708.06,36086.57,25133.46,12240.36,30313.53,44719.85,60464.95,13448.24,28972.16,34733.37,30496.1,9734.13,20145.88,26847.44,33754.16,11459.36
基本每股收益(元/股),0.04,0.1,0.15,0.18,0.05,0.01,0.05,0.0164,0.0014,0.0158,0.0439,0.061,0.003,0.014,0.033,0.1026,0.0363,0.065,0.0594,0.1039,0.0229,0.0319,0.0434,0.0705,0.032,0.0492,0.0672,0.111,0.002,-0.0392,-0.0681,0.0128,0.0038,-0.0414,-0.1073,-0.428,0.0468,0.1001,0.113,0.1202,0.0071,0.0335,0.0362,0.0772,0.0132,0.0366,0.0444,0.07,0.0104
稀释每股收益(元/股),0.04,0.1,0.15,0.18,0.05,0.01,0.05,0.0164,0.0014,0.0158,0.0439,0.061,0.003,0.014,0.033,0.0195,0.0346,0.0619,0.0594,0.1039,0.0229,0.0319,0.0434,0.0705,0.032,0.0492,0.0672,0.111,0.002,-0.0392,-0.0681,0.0128,0.0038,-0.0414,-0.1073,-0.428,0.0468,0.1001,0.113,0.1202,0.0071,0.0335,0.0362,0.0772,0.0132,0.0366,0.0444,0.07,0.0104
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.96,-5694.18,-10129.28,-10386.23,-10652.47,128.91,181.85,-435.85,157.9,-503.06,-55.54,-408.38,-550.27,-1874.33,-434.2,-1733.95,130.52,-212.78,-147.43,1251.92,2741.2,1673.92,559.85,-508.9,-45.07,-141.22,-2162.04,-2625.47,-5212.13,4185.55,1475.58,2086.65,4728.65,1972.8,-763.14,-3920.62,246.76,1651.14
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54227.15,2987.21,6528.92,20579.17,37078.73,10230.71,25383.95,26958.75,32436.28,11215.57,18575.84,22492.58,26768.55,14609.44,36282.24,46481.39,75853.56,8171.96,5921.93,-10259.89,29491.42,13401.92,10179.11,-13938.84,-172498.18,33722.58,74343.07,94271.32,110731.29,20931.41,45900.24,53531.07,70863.99,17818.91,36266.42,43435.2,66322.78,17910.86
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12669.45,-424.26,2083.1,7243.68,26916.32,10394.01,23351.86,27358.7,40964.53,10056.43,14752.88,19676.31,31973.56,13616.58,22969.06,29944.21,51773.02,585.32,-18409.03,-29707.26,8972.48,3568.9,-18336.92,-49992.43,-198416.71,22301.82,44660.86,50112.5,49824.99,8080.05,17653.35,19740.17,40763.26,9362.64,17615.16,18067.09,31259.06,6336.13
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41557.7,3411.46,4445.82,13335.48,10162.41,-163.3,2032.09,-399.95,-8528.24,1159.14,3822.96,2816.28,-5205.0,992.87,13313.17,16537.18,24080.55,7586.64,24330.96,19447.37,20518.94,9833.02,28516.03,36053.58,25918.53,11420.76,29682.21,44158.82,60906.3,12851.36,28246.89,33790.9,30100.73,8456.27,18651.26,25368.11,35063.72,11574.73
