报表日期,2008-12-31,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,0.0,36.67,139.33,130.23,120.86,128.08,117.84,118.9,149.86,166.44,226.98,212.2,193.04,170.24,152.28,134.33,121.81,107.08,106.65,1213.17,1178.28,1106.41,1032.11,955.4,1028.27,993.66,901.45,801.79,1937.1,1766.61,1858.3,1709.95,1653.23,1503.56,1338.76,1159.32,1117.8,1012.4,913.99
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.14,51.76,153.33,113.67,176.97,102.89,142.26,168.83,168.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,220.1,218.37,275.96,275.96,275.96,275.96,0.0,0.0,0.0,0.0,0.0,1541.26,1541.26,70768.31,70768.0,70768.0,70768.0,70768.0,70768.0,106097.4,106097.4,106097.4,84876.32,84876.32,84876.32,84876.32,67469.15,67469.15,67469.15,67469.15,4269.98,4269.98,4269.98
长期待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,20.96,14.34,7.72,4.39,2.69,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.58,332.43,293.67,395.13,399.52,856.48,1019.85,967.16,1232.17,1445.89,1416.39,912.47,258.75,188.17,202.83
递延所得税资产,86.85,89.64,236.18,323.02,385.21,350.55,350.55,371.68,541.64,541.64,593.74,593.74,637.11,637.11,712.57,712.57,898.97,898.97,967.92,967.52,1058.29,1058.29,1058.29,1156.9,1467.77,1505.26,1505.26,1505.26,3064.56,3064.56,3064.56,3064.56,3746.31,3746.31,3746.31,3746.31,2759.52,2759.52,2759.52
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2557.59,2557.59,2557.59,0.0,0.0,0.0,0.0,0.0,17.98,17.98,17.98,17.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动资产合计,853.38,1488.7,1774.1,4889.45,9420.8,9655.84,10919.83,12319.58,12358.54,12121.11,12056.57,13157.33,12622.23,16734.35,12935.72,13235.94,22395.75,23917.92,28373.25,102382.11,102527.06,102231.61,105324.96,111548.59,111715.74,151064.87,151165.04,153996.5,135478.4,138402.27,139411.41,139761.74,119730.54,101439.63,100653.08,100215.12,52027.27,51396.5,56832.47
资产总计,6807.98,8622.49,13532.39,16600.93,19681.35,18811.07,48968.97,47189.57,53574.46,56144.23,53619.08,55932.4,54685.9,53137.18,51974.77,57569.3,62810.5,65249.2,67865.9,159879.44,158537.98,160026.28,163668.02,167962.19,178672.0,207066.79,223842.46,233050.84,228880.9,226105.07,244966.17,247564.19,238509.13,241219.88,231816.09,234495.22,161222.91,160601.48,163457.65
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.28,232.63,228.5,202.3,21.81,0.0,0.0,0.0,0.0,125.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,15000.0,25000.0,17500.0,17500.0,29500.0,26000.0,10000.0,13000.0,8000.0,12800.0,7000.0,12500.0,17000.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6065.65,0.0,7035.73,0.0,11334.77,0.0,15054.64,0.0,25065.52,24665.22,25793.99,24686.99,27450.61,21570.41,19991.4,22030.87,24818.21,24523.61,24092.51
应付票据,0.0,0.0,0.0,0.0,0.0,0.0,589.57,692.19,671.1,571.79,238.54,165.84,76.07,166.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.59,1046.55,0.0,0.0,0.0,831.91,0.0,279.18,0.0,0.0,0.0,0.0
应付账款,653.04,706.18,270.63,614.13,923.74,787.34,2848.04,2320.83,2218.75,4335.6,1771.01,3184.61,1961.1,1538.1,1362.91,1946.77,3029.83,4376.36,4858.37,5859.48,6065.65,6681.59,7035.73,8261.88,11334.77,14791.4,15054.64,14379.52,24018.97,24665.22,25793.99,0.0,26618.7,0.0,19712.22,22030.87,24818.21,24523.61,24092.51
预收款项,1098.3,864.52,791.11,913.63,1436.75,927.59,1575.56,407.01,4475.89,5218.04,6309.97,6715.35,5249.68,4150.84,2936.88,2210.24,2925.79,2481.03,2930.5,2088.38,6026.61,6389.8,6930.29,6969.41,5328.89,6356.0,7495.07,12019.68,20220.64,20506.69,18279.41,21522.02,16447.92,20981.93,15655.19,18307.71,12596.39,15208.4,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,450.54,470.13,482.02,187.65,494.31,280.96,359.67,280.36,744.04,371.32,413.14,334.67,1050.94,522.72,475.2,505.97,1222.65,591.97,631.5,561.69,2186.41,883.78,1116.18,1194.68,3457.89,1648.79,2098.26,1920.68,5522.42,2591.38,3079.57,2742.43,6034.39,3354.54,3605.04,3235.73,7109.47,4118.08,4694.29
应交税费,361.13,129.12,240.26,714.19,319.0,204.24,223.97,358.17,750.82,158.86,-239.15,-249.9,395.52,185.24,233.31,717.63,1488.87,1200.26,1021.15,858.95,1533.2,1832.28,975.54,558.77,1356.83,1440.18,889.39,223.75,4012.08,3028.66,3537.6,3432.88,6356.46,4529.86,2800.42,2418.07,4241.33,3007.98,2662.53
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2912.18,0.0,3205.0,0.0,2017.83,0.0,22238.15,0.0,5880.46,6250.98,1338.92,1517.6,1721.26,1245.09,1962.46,2178.99,4214.59,4406.82,1895.23
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付股利,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,12.67,12.67,12.67,29.82,29.82,18.54,18.54,37.14,2.02,2.02,26.0,0.0,26.0,26.0,62.28,34.89,1.72,0.0,0.0
其他应付款,101.98,80.13,67.7,84.35,79.28,110.07,2557.05,1298.84,886.38,987.7,1146.14,1453.81,924.46,1046.33,1058.24,974.25,1272.76,3277.32,2337.8,14765.41,2899.5,3049.75,3192.32,2736.94,1988.01,25470.24,22219.62,35220.24,5878.45,6248.96,1312.92,1517.6,1695.26,0.0,1900.19,0.0,4212.87,0.0,1895.23
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.57,900.57,1797.19,1797.19,1797.19,1797.19,1701.9,1701.9,2898.51,2739.99,1916.85,1224.07,0.0,0.0,2109.28,2109.28,2812.37,2812.37,316.69,185.41,2050.9,1874.4,1874.4
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.86,819.92,837.37,783.69,775.11,774.99,743.66,768.64,764.65,516.97,561.85,523.52,514.32,463.65,505.61,459.28,471.4,480.89,518.47,522.71
流动负债合计,2664.99,3250.08,1851.72,2513.96,3253.08,2310.2,8153.85,6064.4,10013.25,11875.95,9868.14,11806.68,9679.58,7609.32,6066.55,6354.86,10840.45,12952.51,14201.51,26589.06,21341.16,21484.42,21748.33,22228.5,27169.71,63208.8,65461.0,90895.33,78718.09,75104.78,84162.29,82525.52,71286.66,67999.82,52790.5,61628.18,62511.78,66157.76,70138.94
长期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,4750.0,4750.0,0.0,0.0,0.0,0.0
应付债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租赁负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付职工薪酬,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17874.4,17874.4,17874.4,17874.4,15449.23,15692.95,14599.33,14487.05,0.0,0.0,0.0
长期应付款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17874.4,17874.4,17874.4,17874.4,15449.23,0.0,14599.33,0.0,0.0,0.0,0.0
专项应付款,0.0,0.0,0.0,0.0,2177.0,1963.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20002.0,20002.0,20002.0,20002.0,20002.0,20002.0,20002.0,20002.0,20002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.52,143.55,134.57,125.6,116.63,107.66,104.67,89.72,80.74,241.61,221.32,201.03,180.73,160.44,140.14,119.85,99.55,80.36,69.04,42.62
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4775.1,4733.1,4559.3,4386.4,4600.0,4393.6,4483.7,4265.2,4246.7,4028.2,3872.37,3662.87,3541.37,3291.87,4565.37,4182.37,3930.37,3679.2,3428.03,3440.87,3653.54,3926.74,4279.99
其他非流动负债,370.0,370.0,1286.0,1790.5,2177.0,0.0,1825.0,2121.5,2888.0,3367.5,3229.0,3251.5,3313.5,3555.5,3789.5,4689.5,2101.33,2100.43,2997.95,2997.95,2097.38,2097.38,1999.62,1999.62,0.0,63.67,0.0,0.0,0.0,0.0,3515.46,3515.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,370.0,370.0,1286.0,1790.5,2177.0,1963.5,1825.0,2121.5,2888.0,3367.5,3229.0,3251.5,3313.5,3555.5,3789.5,4689.5,6876.43,6851.61,7557.25,27538.87,26842.93,26627.55,26610.93,26383.45,24356.36,24198.54,23964.08,23745.61,21657.38,21387.59,26156.25,25752.96,24540.03,24262.3,22897.21,18027.47,3733.9,3995.78,4322.61
负债合计,3034.99,3620.08,3137.72,4304.46,5430.08,4273.7,9978.85,8185.9,12901.25,15243.45,13097.14,15058.18,12993.08,11164.82,9856.05,11044.36,17716.88,19804.12,21758.76,54127.92,48184.08,48111.98,48359.26,48611.95,51526.07,87407.33,89425.08,114640.94,100375.47,96492.37,110318.54,108278.47,95826.69,92262.11,75687.71,79655.64,66245.68,70153.54,74461.55
