报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,70811.35,168071.29,210308.82,239921.54,70999.16,144836.37,201791.47,361213.13,90353.3,167912.54,250067.96,412317.61,58909.55,102299.57,194363.61,303026.88,63910.02,81434.57,238207.15,459171.33,82712.26,114763.91,204346.13,358339.75,115267.99,235605.79,350861.38,675794.31,67642.04,111399.93,149267.3,441523.16,45929.0,127258.57,218285.91,465446.89,116650.88,733822.51,1017529.67,1419675.42,165316.31,411694.09,514967.32,765897.03,112736.64,766748.45,906350.68,1928584.78,677263.52,914084.68
营业收入,70811.35,168071.29,210308.82,239921.54,70999.16,144836.37,201791.47,361213.13,90353.3,167912.54,250067.96,412317.61,58909.55,102299.57,194363.61,303026.88,63910.02,81434.57,238207.15,459171.33,82712.26,114763.91,204346.13,358339.75,115267.99,235605.79,350861.38,675794.31,67642.04,111399.93,149267.3,441523.16,45929.0,127258.57,218285.91,465446.89,116650.88,733822.51,1017529.67,1419675.42,165316.31,411694.09,514967.32,765897.03,112736.64,766748.45,906350.68,1928584.78,677263.52,914084.68
二、营业总成本,47246.04,113611.91,145608.82,159047.35,52939.41,120491.93,176000.24,311269.06,70732.49,132193.28,196391.39,340251.49,50539.95,97579.94,179455.45,248963.17,62173.72,90140.33,215834.38,373533.3,80920.19,131829.14,215537.69,333673.6,92135.19,188702.68,312245.5,605065.32,91705.5,143138.45,195492.46,586719.92,70389.55,228181.76,406669.39,779712.54,125053.78,668259.35,911925.0,1308529.08,158316.9,358330.67,467694.17,706200.3,111086.66,660230.91,798665.78,1511598.53,446932.92,623778.4
营业成本,26506.75,67207.1,85179.76,97136.27,33213.8,86702.23,129401.06,238121.25,47189.7,85083.01,124310.44,244490.81,30179.3,55595.91,104252.46,139914.94,30615.78,42417.73,122654.17,217721.64,38547.71,57137.34,104268.19,167331.27,53764.86,105914.54,181939.16,398625.6,44655.65,69707.88,91962.83,343612.36,33555.42,106699.82,184348.94,365993.55,90944.17,504339.83,683333.17,1005658.26,129458.65,321120.88,406867.27,602738.62,93779.3,514459.86,623712.75,1098400.96,282207.99,401995.57
营业税金及附加,13323.36,30335.39,36612.67,28397.5,11699.39,17574.8,21577.47,34447.89,12373.87,24895.6,37407.97,47472.53,8803.24,13720.56,29537.51,38671.68,9806.29,11605.16,37024.31,61333.88,16627.67,23375.56,34074.52,42526.27,13428.18,29598.04,39077.09,75622.77,5048.75,9640.95,12647.48,30486.97,2909.39,8840.03,13744.5,34621.07,6659.0,112906.97,154332.18,179362.95,8427.94,22662.25,25900.71,43662.37,1098.94,79380.81,83344.79,262824.93,145911.44,179322.69
销售费用,925.29,2563.02,4210.61,5635.18,1397.47,2919.98,4681.49,6304.87,1113.52,2394.98,4371.2,7741.46,1507.5,3667.3,5468.29,7940.88,2389.7,3787.56,6804.85,11810.93,2497.16,4970.91,8078.05,12587.83,3433.92,7615.42,11468.07,18219.75,3798.27,6673.85,10313.03,16998.21,1778.91,5555.37,9726.85,18328.78,2223.86,3878.93,14262.7,24666.76,688.1,4994.71,7579.61,12194.19,2279.03,10724.26,13552.04,27049.57,3058.93,8061.92
管理费用,4359.19,10136.6,13452.83,20327.46,4201.91,8189.82,11931.83,18279.37,4568.2,8401.57,12503.4,17247.52,4366.46,8006.05,12365.45,17067.78,5814.32,10345.11,14475.46,19900.69,5331.8,10237.01,15618.06,20950.9,5970.74,11994.02,19834.61,27723.57,6711.8,12932.11,18885.15,26521.64,7793.39,13911.08,19176.36,28445.38,6297.45,12084.74,20820.5,27983.49,5421.3,12088.47,17624.76,25738.72,3935.38,24468.37,34402.27,55786.09,7638.77,18872.72
财务费用,2366.41,4550.24,7656.55,9772.51,3460.45,6132.37,9553.89,14327.6,5142.86,10901.05,18308.33,23374.42,5346.9,16042.46,28113.45,44912.82,13325.84,21721.21,34594.28,62270.35,17902.91,36344.17,53723.1,65135.09,15280.24,33647.56,60070.41,73285.1,31918.39,44628.48,61997.35,104129.69,24305.98,51495.52,88410.97,113026.89,18913.53,36235.69,59828.5,92588.25,14550.46,26820.75,39433.73,51277.19,9995.24,33107.63,46817.42,53765.39,8075.4,15525.5
资产减值损失,-234.95,-1180.43,-1503.58,-2221.57,-1033.61,-1027.27,-1145.5,-211.93,344.33,517.07,-509.95,-75.26,336.55,547.67,-281.71,455.08,221.8,263.55,281.31,495.82,12.93,-235.86,-224.23,25142.24,257.26,-66.9,-143.84,11588.53,-427.35,-444.82,-313.4,64971.06,46.47,41679.94,91261.77,219296.86,15.77,-1186.79,-20652.05,-21730.63,-229.56,-29356.4,-29711.91,-29410.79,-1.23,-1910.02,-3163.49,13771.6,0.0,0.0
公允价值变动收益,0.0,77.38,100.93,4.4,0.0,0.0,0.0,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.86,2.86,-191.6,-1040.03,-3359.45,-195.99,-182.0,10.0,-31.85,-523.25,-409.5,-341.25,-1310.4,-627.9,-1547.0,-1656.2,-1851.85,4833.02,3857.21
