报表日期,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
一、营业总收入,2876190.62,4792057.02,1584596.14,3890015.67,5138781.95,6399208.71,1311741.94,3399507.93,5081478.12,6853384.92,2178764.19,5375957.49,8122404.27,10384795.48,3983140.53,8312561.95,11040055.19,13411615.42,2631046.68,5793272.72,8189914.77,10265111.1,3159914.77,6600663.3,9377881.86,12126518.0,3853325.64,7770821.84,10958893.77,14231096.7,4257442.54,8287507.04,11203385.49,13934712.4,3859950.1,7800751.6,11707794.9,15984170.1,5998861.9,12496361.6,18776443.5,24191889.6,7028750.9,14373591.6,20740471.3,26181963.5,7550042.6,15433264.3,22177406.4,27938050.6,5835591.5,13971927.8,21775315.0
营业收入,2876190.62,4792057.02,1584596.14,3890015.67,5138781.95,6399208.71,1311741.94,3399507.93,5081478.12,6853384.92,2178764.19,5375957.49,8122404.27,10384795.48,3983140.53,8312561.95,11040055.19,13404564.93,2628019.82,5782357.84,8173525.14,10259811.05,3156592.34,6593947.91,9374672.97,12097500.31,3835111.01,7733085.18,10908415.79,14166817.52,4242671.4,8250914.38,11137441.57,13844122.6,3834162.4,7752228.7,11637841.7,15904404.1,5975591.4,12445006.5,18694886.6,24071230.1,6973752.8,14262383.7,20575665.3,25966482.0,7520578.0,15377030.0,22091816.2,27821601.7,5801303.1,13906702.2,21676078.6
二、营业总成本,2738209.9,4596644.06,1527406.72,3701997.85,4900281.0,6167371.57,1263701.42,3190132.15,4802116.64,6456687.61,2135253.17,5131147.76,7826669.74,9886065.27,3890947.01,7973413.45,10580066.46,12749921.3,2471249.72,5404470.31,7640502.65,9619852.25,2959256.52,6126044.8,8708322.96,11348577.41,3461605.42,6901827.93,9843737.42,12971879.5,3887882.08,7363241.24,10058280.19,12652313.1,3388484.0,6681841.3,10249800.7,14380906.3,5528114.0,11396361.8,17234471.8,22473459.2,6394369.7,12834184.9,18595730.2,23763437.0,6796073.9,13621815.5,19685129.0,25131788.8,5324022.5,12465398.6,19493182.2
营业成本,2370882.47,3855284.05,1283757.9,3166401.92,4167527.67,5191074.26,1040320.75,2616775.89,3953744.95,5305735.06,1798321.88,4382950.54,6734925.09,8515851.74,3304438.91,6874261.38,9022966.74,10841875.53,2078751.04,4541027.96,6380220.03,7944903.59,2425542.91,5081856.38,7191964.57,9281806.31,2868993.93,5734328.33,8148147.94,10566968.65,3104158.08,5987890.57,8211245.14,10266281.8,2690618.8,5486616.0,8382802.7,11561543.7,4478285.9,9305108.1,13955948.9,18046055.2,5186917.4,10388143.8,14966473.0,18816455.7,5387785.8,10844128.9,15665274.5,19791392.8,4342830.0,10352365.7,16194346.1
营业税金及附加,2588.64,6915.12,1275.78,3104.14,5020.09,13757.67,2252.42,5077.6,8425.73,20240.69,9331.01,19903.51,23452.72,40615.13,17967.27,34562.19,60922.95,76109.44,10976.15,26525.74,42453.52,57791.31,13146.44,34487.17,48772.46,60993.26,21527.25,44682.78,62111.11,80959.62,32986.99,56863.58,73724.34,91133.0,27651.9,46776.2,66279.4,107711.9,36176.7,75477.1,107602.6,141642.8,40312.6,84765.0,122398.4,161756.6,48940.5,92859.0,129199.2,172061.6,28113.8,75484.5,115260.6
销售费用,248470.78,480212.76,159422.91,369898.42,494494.68,616653.87,148534.72,412972.69,632185.79,816098.09,234758.83,524572.39,767413.45,865094.86,377430.56,727281.52,1017041.73,1163002.09,223565.5,505307.41,760667.97,938986.85,314212.45,613425.26,906480.16,1243234.39,371041.78,762368.01,1076177.24,1473391.74,536307.74,898609.94,1159855.51,1479976.9,497707.1,818517.8,1234142.4,1767845.1,682022.3,1240477.0,1995415.0,2673867.3,746845.6,1689250.3,2439727.2,3108587.9,951363.4,1952982.2,2767787.8,3461123.1,565699.3,1263110.1,2017995.3
管理费用,78650.37,204024.95,52111.91,114239.33,173309.23,254326.39,53690.86,114116.03,164745.39,248469.58,68731.72,149701.6,241300.98,392508.2,136307.02,238107.81,350465.7,519847.87,140647.64,253539.6,368446.27,592578.08,162522.09,315797.86,476470.98,673345.63,162189.11,334932.44,508344.24,749825.51,160766.16,360475.71,549610.61,744175.5,166277.6,369005.9,598108.0,962077.7,317800.1,683295.8,1043015.7,1478023.6,375724.2,723452.0,562988.8,957163.9,197712.1,411012.5,622744.7,953136.1,200852.1,410214.9,629804.7
财务费用,17896.01,42216.0,17878.94,35314.38,55287.22,76601.2,13636.84,25377.81,37094.26,45445.36,10530.25,30576.57,45275.58,77767.52,28483.79,58946.42,98669.34,144906.57,7369.47,49612.25,69415.6,80704.78,23893.52,62136.29,63108.01,56422.05,-4413.93,-28855.37,-1169.86,25132.69,19578.3,-77.76,10087.49,13893.2,-28208.3,-90526.1,-91316.5,-100597.9,-18336.4,34661.4,85275.9,81594.9,9597.8,-98411.3,-172775.6,-182304.0,-48105.8,-143564.5,-211409.0,-223163.6,-26739.7,-85192.7,-146239.0
资产减值损失,19721.64,7991.19,12959.28,13039.66,4642.12,14958.19,5265.83,15812.13,5920.51,20698.84,13579.48,23443.15,14301.92,-5772.17,26319.46,40254.14,30000.0,4179.79,9939.92,28457.36,19299.26,4887.64,19939.11,18341.83,21526.79,12271.55,35377.66,35143.64,25703.52,34981.82,24160.47,27683.22,8784.4,476.6,21153.6,25181.0,21183.3,38081.2,22756.4,40609.7,25409.3,26911.2,19839.5,30008.7,23708.6,44786.4,1231.7,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,372.99,5996.42,-1711.63,-5692.51,-5861.22,31901.31,82.31,-17666.81,-23343.87,-13230.7,-3884.94,-3545.33,4335.19,11922.23,5870.86,-1028.09,6772.45,5499.71,-2532.29,-12271.88,-16005.51,1775.29,11188.21,33131.99,39707.26,54626.6,-77607.51,-78835.37,-59863.78,-65279.05,15358.05,-21746.4,4576.61,8161.1,-23914.6,-52508.9,-48808.9,11737.6,-16851.5,-952.3,-4415.6,-2504.5,-11846.7,-61392.8,-88231.3,-81045.0,23091.5,34786.2,29910.7,136116.3,2057.0,24770.0,112364.4
