报表日期,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
一、营业总收入,18961.58,23642.45,7601.32,15467.38,21463.91,31675.79,9718.91,17412.5,25310.25,33814.73,8271.54,15612.84,23115.97,30902.36,5714.52,13806.96,18777.08,25711.59,5645.1,12572.6,21372.02,59822.54,100879.11,214930.66,327122.41,465678.73,118777.34,242861.07,366755.77,524789.37,161873.8,307942.89,446439.77,618882.81,166115.92,330249.61,553481.44,763267.97,324695.55,607095.75,955988.22,1322713.6,434310.87,798867.52,1128953.03,1439970.31,381782.84,753894.94,1211066.35
营业收入,18961.58,23642.45,7601.32,15467.38,21463.91,31675.79,9718.91,17412.5,25310.25,33814.73,8271.54,15612.84,23115.97,30902.36,5714.52,13806.96,18777.08,25711.59,5645.1,12572.6,21372.02,59822.54,100879.11,214930.66,327122.41,465678.73,118777.34,242861.07,366755.77,524789.37,161873.8,307942.89,446439.77,618882.81,166115.92,330249.61,553481.44,763267.97,324695.55,607095.75,955988.22,1322713.6,434310.87,798867.52,1128953.03,1439970.31,381782.84,753894.94,1211066.35
二、营业总成本,16630.98,19340.2,5857.1,12459.41,17718.98,26240.43,7982.13,14975.81,22492.98,30683.06,7888.33,14802.91,21957.07,29593.3,5683.42,13438.98,18566.13,25613.06,5586.48,12335.37,21090.2,54099.65,86258.92,180296.65,272056.78,385298.59,96819.26,193712.38,290099.83,413767.71,119535.81,230554.79,334450.32,503942.4,121988.29,244747.57,420565.84,704194.34,275488.21,490853.35,776508.79,1058667.25,354577.23,625727.55,907435.45,1146891.53,374523.36,679268.96,1042994.49
营业成本,13699.96,16304.43,4930.29,10537.66,14720.97,21788.6,6780.02,12370.36,18691.28,25347.99,6820.13,12445.7,18224.56,24322.55,4681.62,11178.34,15375.04,21022.2,4591.69,10316.71,17419.64,34332.29,39549.29,84051.2,130727.46,189592.03,47867.02,99268.59,140800.97,194128.68,53604.5,97896.84,139792.3,194819.72,47143.8,88627.36,135419.19,181142.09,40071.02,83898.66,129685.66,177606.63,39791.4,86366.67,125039.9,175778.35,51909.42,112050.98,183784.49
营业税金及附加,77.64,131.02,49.88,73.37,81.05,94.85,2.05,4.38,4.74,8.06,2.61,37.76,40.03,76.63,26.53,66.44,85.72,124.46,28.11,59.25,109.59,785.35,1050.53,2413.53,3401.1,4161.99,1035.29,1196.89,1698.71,2971.45,638.89,1183.58,1943.79,2650.81,855.62,1584.47,2381.22,3304.05,1064.39,2039.24,3106.9,4605.91,1164.72,2233.73,3103.8,4233.68,897.85,1701.5,2616.72
销售费用,1005.65,1299.24,283.14,530.01,846.82,1206.14,338.77,938.98,1380.01,1991.96,292.01,757.48,1468.62,2031.32,299.66,788.75,1121.1,1746.31,299.35,783.51,1467.83,12888.23,36023.78,73745.3,107804.39,145894.27,35986.23,68651.6,108331.69,160774.52,48642.71,89439.53,131948.39,190820.75,53565.91,114347.85,220440.47,334726.13,214181.3,363206.75,577323.05,773720.55,279865.62,454962.83,668771.16,821293.65,280028.46,478538.89,727267.94
管理费用,1020.29,1118.73,551.36,1161.34,1816.42,2662.77,666.54,1735.72,2565.9,3902.72,814.31,1655.45,2489.37,3516.31,819.73,1709.48,2374.99,3157.04,803.42,1543.37,2573.34,6785.64,9266.85,19500.64,27764.11,42227.52,11927.54,23493.53,36546.81,51493.36,15418.6,40620.02,57999.66,77665.95,18832.59,38577.88,18540.19,24606.29,4379.65,8805.38,14542.18,22185.76,6213.63,16691.95,25510.68,36620.84,10314.44,22200.17,33542.58
财务费用,843.43,353.38,65.03,197.93,294.62,431.7,141.4,-68.23,-115.56,-499.91,-140.37,-218.5,-294.12,-387.38,-109.37,-259.73,-327.04,-475.42,-131.37,-363.07,-554.0,-860.71,-184.26,-512.56,-639.54,-1375.11,-197.32,-372.5,-241.76,-546.04,137.16,1427.79,3016.89,2855.58,1192.66,1395.84,1362.73,1709.71,1009.83,433.35,242.15,-1490.39,1355.79,982.73,-587.76,-2300.43,-1109.01,-2587.55,-3362.58
资产减值损失,-15.99,133.39,-22.6,-40.89,-40.89,56.37,53.35,-5.4,-33.39,-67.75,99.64,125.02,28.6,33.88,-34.75,-44.3,-63.69,38.46,-4.72,-4.41,73.78,168.85,552.72,1098.53,2999.25,4797.88,200.5,1474.26,2963.39,4945.74,1093.95,-12.96,-250.71,35129.59,397.7,214.17,2541.84,104935.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1473.29,4160.35,2721.11,-14753.73,5634.55,11513.04,15423.0,19562.96,4691.97,10659.2,6786.35
