报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,717.09,2115.01,786.97,950.09,1132.23,1075.73,1074.56,1864.56,1472.16,2989.19,920.49,4670.15,990.21,913.73,1210.12,6277.6,5047.03,11089.56,37235.14,24396.87,21700.03,5782.52,9605.88,12459.92,13015.97,5428.67,15177.11,21605.77,19011.91,27222.52,25790.82,20187.59,23584.09,16572.51,18622.94,21220.78,18516.24,11936.35,67060.92,23562.93,39311.1,40150.73,35256.43,33643.52,47650.92,51012.41,39900.02,35598.29,76785.96,44259.59,33631.98,36801.3,70830.89,46413.66,26732.76
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54552.13,68267.67,76386.91,59365.09,59858.74,60150.13,68638.74,59863.98,55168.86,57697.35,59296.18,54267.68
应收票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.48,0.0,0.0,0.0,2056.41,1680.77,575.55,199.18,705.33,560.63,235.98,873.94,1110.59,374.97,198.02,340.91,478.47,142.49,97.02,515.06,456.82,929.21,182.93,91.53,445.0,649.28,0.0,55.82,151.14,1662.31,1688.8,3991.81,4085.08,3191.1,7045.06,4228.16,0.0,0.0,0.0,0.0
应收账款,32109.85,31960.61,32315.99,30018.77,31678.73,33634.12,33531.59,32828.32,33279.37,32706.29,33019.21,31516.53,32293.52,32541.69,32069.17,31564.81,31829.1,31630.72,36046.16,34626.29,35905.02,37021.93,40665.38,29633.62,31283.69,32385.49,34261.38,33826.72,34526.71,36676.78,38549.02,39217.2,40812.2,38275.54,42269.23,38480.41,39190.15,39722.21,43155.25,45015.92,43567.86,50384.55,56087.24,54400.99,66605.36,74698.11,55373.28,55773.66,56959.02,61593.68,55635.82,55168.86,57697.35,59296.18,54267.68
预付款项,3155.87,2695.99,2496.53,5259.28,6041.05,5782.04,5540.95,4616.73,6033.27,7164.57,7327.19,6284.35,12517.74,14730.9,12440.29,6842.99,11371.97,11690.03,11230.42,13238.83,20220.47,17522.92,14362.34,12315.91,22754.65,21187.37,22066.71,13887.58,16629.35,16569.9,15358.38,4970.08,16585.98,20658.87,30201.58,3991.77,11028.47,14494.01,11820.54,4264.77,8690.61,12233.53,14610.18,4721.34,15425.8,13058.51,15483.27,2709.0,2665.91,4427.38,7542.17,2716.1,6370.29,5977.16,8171.74
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.13,787.43,493.15,143.18,0.0,0.0,0.0,0.0
应收股利,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,1305.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,8508.21,10622.43,9900.18,8919.48,10212.15,10495.36,11486.96,11944.75,13123.56,14255.37,14788.86,11361.12,11779.33,10496.17,11302.04,7915.07,9752.48,14176.26,14169.45,9991.5,12922.39,10843.59,14638.05,8445.67,11471.18,11607.14,11825.76,4684.76,5906.65,5610.01,17367.93,3356.33,3760.67,4436.55,3414.6,2637.84,3155.04,1158.43,1016.71,2204.92,4454.87,2902.59,5086.62,1255.39,2873.07,2663.09,6993.75,4676.15,0.0,8918.73,0.0,5464.39,0.0,617.88,0.0
