报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
货币资金,4373.96,5215.17,5177.93,5166.71,8132.46,5787.7,552.79,526.85,308.31,1936.32,7653.06,7780.56,4952.87,959.52,5778.32,5051.12,3556.36,7528.19,26447.74,28408.1,32553.04,30814.88,30080.62,30136.54,31428.29,24854.86,28944.24,50483.75,45017.21,36544.93,54293.1,37877.06,61591.25,63629.77,63568.95,387395.41,309796.55,241067.5,174838.4,228048.56,180933.32,212013.33,145137.36,144500.26,74906.87,78937.32,54530.27,27540.49,19784.36,3873.42,4330.18,4405.07,2595.53
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.33,2387.71,2253.19,2191.88,2461.35,1995.66,758.4,0.0,0.0,0.0,0.0,1707.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9822.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.75,0.0,0.0,0.0,74245.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236023.54,0.0,177389.77,0.0,173651.34,0.0,218204.72,217511.41,259806.05,287954.48,385167.66,354786.97,307176.77,293552.13,142306.38,144386.55
应收票据,0.0,0.0,0.0,1000.0,1050.0,0.0,0.0,11.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69515.38,69515.38,76015.38,96420.38,102707.14,136686.81,192720.32,203592.02,158845.51,272816.4,145582.96,77524.65,45102.54,59851.29,34810.6,19016.45,33968.2,37175.14,38309.17,2453.2,0.0,0.0,0.0,0.0,0.0,0.0
应收账款,4241.15,5017.04,5660.35,8695.79,7871.81,6709.81,2874.41,2720.6,2568.85,2742.08,910.13,1185.74,1101.03,297.29,459.94,1846.26,388.17,2631.78,700.9,704.44,248.56,156.49,874.38,265.75,0.0,9913.41,2921.56,4729.92,2262.77,1939.34,28631.58,59284.66,30250.06,53977.17,41034.96,58848.07,41608.65,90440.58,108936.79,132287.23,134600.01,138840.74,111899.39,184236.52,180336.28,221496.88,285501.28,385167.66,354786.97,307176.77,293552.13,142306.38,144386.55
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预付款项,15443.81,13249.37,13208.02,13697.68,9626.83,3641.0,6722.51,5802.34,1092.46,408.49,3038.02,7264.69,3914.82,2714.57,2404.57,100.72,5372.1,2995.15,5772.94,4636.72,3028.26,35.35,282.12,513.16,756.02,1478.82,1617.15,545.33,5591.48,9780.49,6829.78,9345.94,40037.77,38512.33,37806.94,19000.11,68897.94,81141.32,49273.15,11356.99,12167.38,28387.25,27710.0,5984.88,14857.77,18649.7,16257.91,8788.41,14062.51,32945.64,31935.01,2603.98,20442.3
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2957.97,0.0,0.0,0.0,281.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16115.36,0.0,8388.09,0.0,9791.04,0.0,6818.38,7230.71,7421.32,6733.17,58741.37,56138.14,55075.22,53848.2,48211.81,48376.72
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.5,38.75,167.96,111.25,115.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.32,180.32,508.4,720.23,0.0,80.28,147.51,197.76,118.65,42.73,10.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
