报表日期,2007-06-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
货币资金,225639.23,322396.16,421929.4,541385.93,486239.27,464514.64,464759.79,500216.57,736772.67,637141.13,741060.2,1207886.82,1349436.39,940537.46,1499676.28,1399987.06,1647935.92,1274640.32,1044661.08,1687528.19,1771361.66,1343550.91,1753296.57,1792127.07,1787595.83,1649731.53,2757915.29,1757023.82,980787.3,748287.53,1063875.31,1644623.95,1049206.14,1291002.2,1498093.7,1669921.4,1944482.0,2716911.8,3529209.8,3421901.8,4165743.7,4827420.0,5537798.1,4508775.6,4248884.5,2788828.0,2900407.2,3589008.8,5242838.7,7091684.1,7851485.6,5302719.4,6648954.3,8121048.2,8622387.0,6342672.6,5587070.9,7187555.6,6984686.0
交易性金融资产,10734.98,15741.77,682.04,12475.07,0.0,29102.16,27636.33,15714.02,13551.62,38840.42,50930.16,45330.38,53660.51,17222.31,22612.01,16260.39,23924.69,19543.08,16740.36,6459.59,3981.12,23154.99,35558.79,54047.89,60917.77,75956.52,9334.44,8704.66,22609.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517037.4,343340.1,92363.6,108735.1,123097.2,146926.3,235478.8,2823960.1,1784702.3,422366.8,1121957.1,587920.2,575964.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16251.38,30805.1,1433.91,23314.16,15882.2,852.5,736.6,731.3,41281.3,28092.6,33100.9,39226.7,35332.7,25839.7,31654.0,37690.0,22019.7,8797.5,5084.7,3706.8,19741.2,16810.9,11045.4,18108.6,42049.4,32986.7,28988.3,18334.0,54586.5,69791.5
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225099.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2088199.9,0.0,0.0,0.0,2838294.3,3375517.9,3731511.0,3264725.4,3194646.8,3887772.6,3807788.5,3393588.9,2343233.9,2247340.9,3133883.7,3030408.5,2828287.3,3099753.5,3344411.7,3202926.7,2942135.4,3454918.8
应收票据,217510.09,152377.53,183638.28,341780.51,337253.54,308665.04,302701.81,663433.13,760830.57,762139.37,865633.42,1101670.08,937209.63,555398.82,1888804.68,1857486.92,2053863.03,1026594.59,1663404.45,1392638.8,1485380.64,1238642.48,1497595.48,1338630.61,1526885.67,1415053.22,1794929.22,1804167.34,1834312.02,1709723.34,2755179.54,2622937.87,2581787.08,1288915.1,1689970.7,1498721.8,1094812.0,742748.8,874784.7,1088439.1,1551845.3,1085422.6,1400301.9,1677724.3,1354545.5,1255629.4,0.0,1506006.2,1367569.7,476852.0,182132.4,566693.8,722752.4,530451.0,460922.0,585228.3,604467.4,478491.4,488156.4
应收账款,390624.86,228236.05,433902.52,548065.77,435355.46,404667.23,569289.57,727654.78,604355.18,692757.7,993058.48,1131302.44,959357.14,691110.33,1153613.74,1442039.26,1164550.52,1007128.62,1194680.89,1605099.86,1432542.6,986457.36,1439016.22,1254084.42,1066571.99,792843.83,1550065.59,1273309.0,1047185.22,936210.28,1348786.59,1361707.56,1077123.59,1037171.8,1203373.0,1329312.3,1272602.3,1345451.1,1802661.3,1938087.4,1736046.2,1752871.7,1975216.0,2053786.7,1910179.9,1939017.4,0.0,2301782.3,2026019.2,1866381.9,2065208.5,2567189.9,2307656.1,2297836.3,2638831.5,2759183.4,2598459.3,2463644.0,2966762.4
预付款项,108640.56,108419.53,303502.48,198621.06,228159.5,126842.18,166483.85,147217.18,215544.57,186962.92,378799.21,352543.7,522823.04,470571.66,685873.78,615164.76,709175.62,307879.22,325712.56,241558.47,272358.37,180248.22,252110.37,196287.33,237575.6,243242.05,195779.66,189486.96,187196.77,141447.05,209397.86,181379.51,172385.82,98862.5,146391.7,161033.2,210691.4,158736.6,203744.8,206580.3,210505.2,167224.8,191302.8,188581.5,238309.7,221588.8,245629.3,209942.2,222780.1,224617.7,278441.3,238953.1,252973.3,276371.0,320899.3,351904.5,362196.6,435280.7,467619.0
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17592.8,0.0,11358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,3436.75,3436.75,0.0,0.0,179.88,179.88,179.88,0.0,0.0,0.0,9955.97,14122.83,8474.59,8390.45,9649.16,9666.48,0.0,0.0,0.0,0.0,0.0,2617.61,2560.36,2575.33,2586.38,5421.84,5407.29,5101.84,4594.32,6160.38,5351.28,1238.43,0.0,1775.9,499.3,0.0,0.0,0.0,435.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297394.5,0.0,0.0,0.0,0.0,0.0
其他应收款,26691.2,34602.7,35367.64,57961.92,38764.59,55833.31,52068.86,60938.58,63769.1,134855.9,231422.55,176641.7,254892.94,218424.82,243186.78,277109.18,212761.21,251831.58,201880.05,118888.31,144115.7,112134.56,120573.61,107686.1,173274.92,102539.52,86969.12,121472.3,81815.79,118076.75,86664.33,122791.58,204009.31,110133.9,90583.4,97174.3,80479.2,114013.3,139270.3,217008.4,209981.5,265756.8,298710.6,202762.3,270004.2,283817.0,0.0,1467268.7,0.0,271297.4,0.0,261511.6,0.0,297394.5,0.0,245177.1,0.0,310406.5,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,469119.32,946856.08,828914.58,915972.84,909518.27,724576.34,782647.43,553539.87,701863.27,1053681.56,1210951.71,980208.16,1170366.04,1974998.12,1828276.28,1840291.56,2043859.87,1634329.61,1547894.91,1139032.49,1071180.35,1335000.09,1213974.48,878752.49,976126.11,1519772.38,1205439.08,1005601.58,1097097.49,1502003.03,1102945.23,1020985.32,856532.21,1044893.7,993100.3,955923.2,1043435.3,1562689.7,2197729.7,2088503.8,2375287.8,2944416.6,2650760.4,2372333.8,2442493.5,2964501.8,2409006.2,2410660.4,2400460.8,3244339.9,2435854.7,2171479.3,2413075.2,3107652.9,3149663.8,3449952.5,3319814.6,4592443.9,4176106.5
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.05,195.05,195.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.9,534.1,0.0,0.0,761983.5,1420470.9,1985157.7,2157187.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
