报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,9566.76,20717.77,35030.01,51059.9,9806.39,23573.82,37690.6,56605.25,13447.4,28354.06,45839.17,64272.54,15702.44,33063.33,52378.08,71323.77,18610.2,38149.36,58896.65,82465.42,23886.27,49942.14,77803.47,108254.62,28424.29,59488.62,92771.36,128397.34,36326.57,70869.0,110203.15,152813.22,38029.95,78497.62,120235.6,166295.03,44252.67,88070.8,142948.21,194643.15,55077.73,112602.11,173985.83,242325.38,56905.94,122802.44,194244.54,258925.82,69367.2,131211.26
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.11,0.0,0.0
收到的其他与经营活动有关的现金,359.35,545.82,548.08,1745.81,290.83,221.5,223.81,2266.39,21.92,385.96,3179.38,3203.29,428.02,167.03,239.16,1027.1,3.84,7.8,18.59,345.87,20.35,2082.39,2430.75,2705.15,24.32,226.63,1850.48,2419.08,171.41,763.58,1318.72,5279.18,1822.08,1657.72,2363.99,2372.45,139.4,684.45,1394.85,7110.92,212.58,592.65,2534.32,3379.97,39.68,3030.77,4077.09,4932.66,493.79,1167.51
经营活动现金流入小计,9926.11,21263.59,35578.09,52805.71,10097.22,23795.32,37914.41,58871.64,13469.32,28740.03,49018.55,67475.83,16130.46,33230.36,52617.24,72350.87,18614.04,38157.16,58915.24,82811.29,23906.62,52024.53,80234.22,110959.78,28448.62,59715.25,94621.84,130816.42,36497.98,71632.58,111521.87,158092.4,39879.03,80182.35,122626.59,168694.48,44392.06,88755.24,144343.06,201754.07,55290.31,113194.75,176520.15,245705.35,56945.62,125833.21,198321.62,263966.59,69860.99,132378.77
购买商品、接受劳务支付的现金,2932.78,7149.68,12722.66,16806.21,3059.8,8385.97,14367.36,20360.87,5046.93,10972.95,17575.48,22596.51,5742.55,13370.18,17644.75,21792.86,8164.87,16451.09,24279.81,33595.99,9825.33,18061.21,25130.32,33001.04,11089.44,17936.45,26938.13,45967.85,9566.51,20687.78,46010.37,65137.13,16144.0,35174.22,54768.44,69233.8,13990.8,16407.66,30597.75,51348.72,11324.68,23687.3,37530.8,53399.79,18225.31,28249.37,39789.09,52024.73,7456.45,19998.42
支付给职工以及为职工支付的现金,1085.07,2119.66,3178.1,4421.6,822.62,1718.09,2659.19,4748.84,953.27,2010.01,2998.34,3930.49,1007.8,2022.33,3090.89,4041.62,1156.54,2476.25,4222.22,5915.85,1302.58,2994.99,4439.25,6615.99,1608.32,3322.37,5587.81,7725.97,2240.31,4186.75,6603.57,9078.63,2637.21,5573.81,8187.15,10876.43,3064.44,5726.79,8517.83,11758.93,2948.58,5905.57,9749.07,13450.67,3679.3,7586.08,12126.03,17171.26,4984.7,9512.4
支付的各项税费,1575.74,2730.05,4146.1,5879.19,1892.41,3506.53,5097.45,8117.37,1616.4,3669.37,5140.68,7845.87,1714.91,4072.19,6580.17,9578.65,3054.07,5641.81,7777.14,17346.8,3065.89,6846.67,11613.92,15162.66,3206.05,6309.59,9772.75,15639.62,4881.1,10426.15,15999.07,23017.98,3612.84,8979.33,11084.19,15707.16,4657.27,8496.23,12998.34,18987.12,4065.36,10562.61,16202.88,22638.08,4763.32,12140.71,23448.8,25614.87,4285.02,11109.38
支付的其他与经营活动有关的现金,2411.55,5275.14,10384.13,13604.43,2615.67,6949.66,10160.31,16413.16,3282.95,6889.2,13481.83,16483.35,3701.76,8844.07,15523.14,20897.81,5712.13,14776.36,23238.53,31460.02,8435.51,18034.82,27837.89,36748.15,10766.02,19846.57,31559.18,39377.45,9685.76,17682.35,30022.99,40269.64,12137.12,21880.4,31522.45,43419.22,10847.48,21269.23,35892.37,47082.99,13672.43,26950.55,39246.77,60098.21,13353.29,32451.66,51442.91,81462.19,14046.28,33975.56
经营活动现金流出小计,8005.15,17274.53,30430.99,40711.43,8390.5,20560.25,32284.3,49640.24,10899.54,23541.53,39196.34,50856.21,12167.02,28308.77,42838.94,56310.93,18087.62,39345.51,59517.7,88318.65,22629.31,45937.68,69021.38,91527.83,26669.83,47414.98,73857.87,108710.89,26373.68,52983.03,98636.0,137503.39,34531.18,71607.77,105562.23,139236.62,32560.0,51899.91,88006.29,129177.76,32011.05,67106.03,102729.52,149586.76,40021.22,80427.82,126806.83,176273.05,30772.44,74595.76
经营活动产生的现金流量净额,1920.97,3989.06,5147.1,12094.28,1706.72,3235.06,5630.11,9231.4,2569.77,5198.5,9822.21,16619.62,3963.44,4921.59,9778.3,16039.93,526.42,-1188.36,-602.46,-5507.36,1277.3,6086.85,11212.84,19431.94,1778.79,12300.27,20763.97,22105.54,10124.3,18649.54,12885.87,20589.01,5347.86,8574.58,17064.35,29457.86,11832.07,36855.33,56336.77,72576.31,23279.26,46088.73,73790.63,96118.59,16924.4,45405.39,71514.79,87693.54,39088.55,57783.0
