报表日期,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,583.36,579.45,615.15,1197.45,1178.72,1335.52,1463.67,1397.27,1725.31,1999.24,2016.09,1708.84,1855.67,1986.2,2156.97,2693.36,2757.54,3048.69,2969.76,1903.95,550.0,366.67,183.33
其他非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,583.36,579.45,615.15,1202.61,1178.72,1335.52,21351.69,21292.96,21629.9,21912.72,21938.46,21640.46,21796.54,21936.3,22116.32,4377.93,3007.18,3212.03,3000.08,3501.45,561.52,371.55,194.3
负债合计,56773.39,69926.07,61629.94,55602.77,80085.26,77891.78,62347.7,61808.93,76511.91,71693.1,67212.58,89208.04,67553.28,69409.98,60633.75,78456.79,66012.52,69713.0,62432.4,113872.63,112895.35,110494.29,104067.52,67499.44,100728.97,105902.95,94819.62,89779.4,104480.62,108269.29,94873.1,109658.02,119686.5,165171.08,151343.36,138242.84,154923.3,153452.7,177717.88,143557.45,158661.17
实收资本(或股本),6034.56,7795.16,45293.0,57293.0,57293.0,57293.0,57293.0,57865.75,57865.75,57865.75,57925.75,57866.55,57866.55,57846.23,57846.23,57846.23,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72,57463.72
资本公积,2981.75,23.94,9131.07,252493.43,252584.26,252435.92,252435.92,259617.03,260117.19,260766.57,261561.69,261299.47,261474.52,260261.85,260355.32,260839.55,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72,257579.72
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89.44,-87.91,-931.23,1378.9,1880.5,726.61,1982.16,3863.67,5701.79,7875.55,8055.05,7489.98,101008.2,77320.76,55895.71,44057.08,15350.17,4509.79,7190.68,9489.4,9245.36,9275.25,11055.88,7230.04
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,1878.3,4797.28,3703.77,3703.77,3703.77,9236.58,9236.58,9236.58,9236.58,16279.8,16279.8,16279.8,16279.8,19525.91,19525.91,19525.91,19525.91,21395.21,21395.21,21395.21,21395.21,25631.5,25631.5,25631.5,25631.5,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86,28731.86
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,26662.9,39720.48,32742.53,56276.41,68873.03,78999.05,99794.53,78414.84,91724.71,104422.37,123508.03,92965.82,106487.04,114399.89,128857.08,95753.39,104564.56,107090.3,119884.33,71918.97,77291.72,85815.37,98655.79,76837.55,88348.47,96278.07,112190.29,61240.7,73138.0,88220.72,107533.88,57019.26,65720.4,84116.15,122318.8,70277.5,75862.86,73453.98,79767.37,56647.55,63657.2
归属于母公司股东权益合计,37557.5,52336.86,90870.37,369642.39,382232.2,397886.52,418682.63,405058.58,418869.98,439256.57,459195.98,428326.23,442020.58,451943.09,466497.35,433878.25,439046.4,443439.5,456235.07,407426.38,415109.27,428370.81,440057.34,419494.65,432887.08,445755.15,463841.14,413071.04,424403.27,533004.22,528629.93,456690.26,453552.77,443241.62,470603.88,421243.48,429127.55,426474.63,432817.91,411478.72,414662.53
少数股东权益,8384.94,6657.15,6674.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.38,492.7,475.95,437.18,420.99,357.78,330.19,318.96,188.85,0.0,0.0,-174.07,839.92,338.05,410.63,10.84,-581.18,791.98,688.67,284.16,-362.4
所有者权益(或股东权益)合计,45942.45,58994.02,97545.03,369642.39,382232.2,397886.52,418682.63,405058.58,418869.98,439256.57,459195.98,428326.23,442020.58,451943.09,466497.35,433878.25,439046.4,443439.5,456235.07,407426.38,415607.65,428863.51,440533.29,419931.83,433308.07,446112.93,464171.32,413390.0,424592.11,533004.22,528629.93,456516.19,454392.69,443579.67,471014.52,421254.32,428546.36,427266.62,433506.58,411762.88,414300.13
负债和所有者权益(或股东权益)总计,102715.84,128920.09,159174.97,425245.16,462317.46,475778.3,481030.33,466867.51,495381.89,510949.67,526408.56,517534.27,509573.85,521353.07,527131.09,512335.04,505058.92,513152.51,518667.46,521299.01,528503.0,539357.8,544600.8,487431.28,534037.04,552015.88,558990.95,503169.4,529072.73,641273.51,623503.03,566174.22,574079.19,608750.75,622357.88,559497.16,583469.66,580719.31,611224.47,555320.33,572961.3
