报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
货币资金,52237.23,53037.77,57453.63,65427.03,59279.06,56928.11,55345.02,46533.65,33495.47,89182.45,118900.36,169397.49,94622.79,70509.52,57985.3,109258.22,91695.34,88128.14,118233.24,113731.37,78508.31,156163.67,173681.13,238989.57,129808.45,126249.63,158617.7,196140.81,278319.96,199686.45,169246.01,213316.12,137504.85,142272.59,163288.08,309967.91,186617.74,202418.87,248184.44,308927.75,231268.09,170786.19,156086.59,333764.13,198873.49,224440.58,166675.32,373013.51,209449.22,264771.21,248926.16,265924.8,308816.26,252569.01
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16926.75,15750.16,18890.06
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811867.12,945211.75,1135995.55,1149869.85,1027748.26,1175233.32,1167436.45,1204861.44,1122941.8,1125578.69,1191770.24
应收票据,68.37,136.13,256.73,10.0,100.96,1006.65,1321.43,163.94,345.1,525.5,1141.75,4841.47,3538.35,4895.31,3949.97,6522.9,7819.41,9670.47,11077.39,16204.0,14104.61,10480.28,13868.95,29869.01,16626.46,13252.29,31087.48,38686.14,47202.98,44374.7,42661.64,49271.64,41954.18,42951.12,41829.57,47134.35,43334.08,46472.39,49923.23,66318.88,57560.71,57004.39,53551.35,56110.22,71178.29,67023.43,66518.4,81334.44,74579.48,17336.93,11287.01,15015.99,11408.14,13003.56
应收账款,24676.19,26641.15,38576.51,30104.72,36824.32,45261.41,46336.66,48514.66,59895.79,81724.51,85182.02,93430.28,108196.21,106555.28,107619.29,93711.33,112915.67,127062.93,144218.0,142430.29,173544.21,199427.79,189838.23,317379.36,264099.91,278437.7,407755.41,347601.32,405871.1,458544.19,474094.95,410056.7,500180.66,502649.46,535217.86,461462.72,586277.98,674226.41,713863.97,652797.15,789261.67,840914.19,895746.55,755756.9,874033.46,1068972.12,1083351.45,946413.82,1100653.84,1150099.51,1193574.43,1107925.81,1114170.55,1178766.68
预付款项,8170.92,7363.02,9115.03,7898.67,8644.21,11037.35,11517.12,12148.27,11741.27,10690.84,18942.93,15137.05,14055.72,13704.15,16791.13,13497.16,13522.43,18329.45,17694.22,14307.77,13812.78,16452.31,17651.93,36808.76,28101.71,22912.3,47262.27,24085.3,34699.25,36554.18,28338.9,36104.77,34227.03,30691.81,33930.25,37731.61,65363.95,42119.19,50323.36,50870.95,54736.72,55308.27,49152.36,49577.0,57836.38,60514.57,82703.82,68444.1,60056.83,67290.76,83251.87,79078.58,215170.91,327907.64
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.83,17.87,158.45,9.05,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.41,1463.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,1212.21,1576.37,1776.28,1501.47,1508.96,3019.35,3878.75,2539.08,4235.03,3979.43,7642.07,4199.56,4351.34,3258.6,10289.7,5640.39,6517.24,8552.12,12150.41,12764.51,15183.95,9765.58,12247.99,14748.34,8691.08,9692.46,12082.0,14286.56,16465.14,30367.93,29440.85,21743.0,23221.84,27550.15,27409.39,31335.63,30177.87,33308.02,33501.54,31616.93,46872.75,63545.99,72728.06,68423.36,84458.06,105948.71,103576.33,63976.6,0.0,67814.96,0.0,76913.03,0.0,97629.67
