报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,46348.26,108718.18,177171.0,247516.04,67108.8,145148.2,217583.69,307915.71,85571.77,211392.32,344275.2,479000.62,141613.77,289754.55,450964.88,625953.06,151933.33,327557.96,504933.55,726985.92,213273.04,444434.57,672185.56,990135.83,253041.45,533556.8,1087431.29,1482950.82,396573.46,874013.48,1279120.32,1785737.26,436723.43,950986.41,1446983.78,2057022.6,535970.23,1202945.61,1854233.05,2573789.22,659501.81,1425633.06,2144250.43,3010233.86,658422.04,1452928.67,2219723.67,3100603.64,824479.07,1686020.69,2602558.95
营业收入,46348.26,108718.18,177171.0,247516.04,67108.8,145148.2,217583.69,307915.71,85571.77,211392.32,344275.2,479000.62,141613.77,289754.55,450964.88,625953.06,151933.33,327557.96,504933.55,726985.92,213273.04,444434.57,672185.56,990135.83,253041.45,533556.8,1087431.29,1482950.82,396573.46,874013.48,1279120.32,1785737.26,436723.43,950986.41,1446983.78,2057022.6,535970.23,1202945.61,1854233.05,2573789.22,659501.81,1425633.06,2144250.43,3010233.86,658422.04,1452928.67,2219723.67,3100603.64,824479.07,1686020.69,2602558.95
二、营业总成本,44895.04,103117.62,167762.4,236199.68,62768.12,136307.27,204290.92,293290.03,79740.08,201141.87,326812.36,457584.34,133026.43,273218.98,427138.96,600697.47,143363.14,309794.27,479893.83,687779.92,198947.89,415099.06,632067.85,937280.41,236517.65,495242.41,1039864.44,1412969.49,377872.35,833603.56,1219955.42,1709162.67,410556.1,897166.91,1373590.47,1967367.49,498868.25,1127392.83,1743711.5,2436526.56,611216.26,1328633.35,1995118.57,2833287.09,601568.12,1333983.06,2051716.52,2935275.24,756536.71,1581135.32,2454638.86
营业成本,41940.01,96156.47,156555.1,217054.69,58951.25,127714.42,190887.72,263103.47,75008.67,187712.07,307097.73,425737.13,126926.36,260511.09,407169.19,564946.97,135547.29,291821.97,452484.01,634744.09,187663.63,389853.39,595282.67,880240.83,224432.14,469967.97,950291.34,1295170.3,348723.89,774081.46,1129420.45,1578953.22,378368.9,822598.57,1263418.3,1805114.68,466365.02,1052186.5,1631327.94,2270259.9,571317.42,1241236.72,1842753.57,2579122.94,507631.97,1124900.55,1731171.41,2451055.88,651901.2,1345090.19,2105306.12
营业税金及附加,104.4,201.08,326.38,460.32,57.12,144.8,249.64,442.35,111.45,260.58,394.84,553.62,123.56,275.04,395.88,665.75,184.12,496.04,765.69,1112.37,337.44,802.82,1152.04,1646.57,312.54,705.34,2550.79,3475.41,994.37,2114.61,3065.8,4267.88,1014.39,2443.02,3459.4,5041.58,1480.23,2899.9,4450.15,7342.34,2112.97,4368.13,6817.98,10163.8,3154.89,6473.23,9428.46,13409.16,3595.79,6208.91,8658.15
销售费用,1560.29,3886.92,5888.17,9160.37,2164.29,4552.06,7158.36,16566.24,2821.81,7640.14,11355.84,20085.28,4042.09,8279.32,12575.29,21012.64,4594.15,10911.69,16717.21,33485.26,7109.58,15714.62,23028.8,36617.46,8144.24,15513.16,43833.21,62622.66,14120.95,29418.23,46489.05,68805.52,18086.19,40190.36,59025.76,82374.24,19472.65,43365.33,62003.03,85776.87,22294.0,48603.47,92587.04,159130.43,75075.43,161588.02,243754.73,351422.28,86564.61,176865.15,260083.28
管理费用,1304.4,2777.6,4714.91,8063.01,1245.11,3196.37,4941.64,7693.37,1123.99,3463.1,5557.27,8200.96,1780.01,3764.4,6227.37,10849.62,2361.88,4624.62,7646.47,11613.34,2647.85,5439.22,8763.33,13291.22,3528.03,7689.17,29067.39,43895.99,9623.55,19582.52,30056.79,41955.2,10978.34,22605.2,34245.55,50562.32,13246.34,24991.5,39578.27,62682.31,12598.5,25940.51,42047.84,64156.24,14056.12,31781.06,51680.19,75589.32,19329.66,41429.29,62443.62
财务费用,-14.05,95.55,277.84,526.24,350.34,699.63,1061.23,2532.62,674.17,2102.97,2438.99,1739.23,154.4,409.12,816.62,1362.46,612.18,837.1,1140.41,2561.78,516.29,255.43,669.75,-142.61,-158.76,-1320.24,9132.37,14212.6,4041.77,5992.93,8252.05,10503.51,1690.97,3227.98,5263.05,6775.67,1858.67,2902.55,5047.39,4175.99,1326.07,2796.77,4918.79,9280.59,1520.17,3050.89,5475.19,13520.87,3692.32,7699.36,12096.66
资产减值损失,0.0,0.0,0.0,935.05,0.0,0.0,-7.68,2951.99,0.0,-37.0,-32.3,1268.11,0.0,-20.0,-45.39,1860.03,63.52,1102.86,1140.04,4263.08,673.1,3033.57,3171.26,5626.94,259.45,2687.02,4989.35,-6407.47,367.83,2413.81,2671.28,4677.35,417.32,6101.78,8178.41,17499.01,-3554.66,1047.04,1304.72,6289.14,1567.29,5687.75,5993.35,11433.09,129.55,6189.3,6049.42,21678.02,-9699.97,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
