报表日期,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31
货币资金,7686.68,17286.9,71731.07,43107.76,100426.14,509473.06,482967.74,490648.68,498982.85,482453.98,389037.7,430988.81,483276.05,511047.08,423965.89,417193.96,502125.16,422448.1,346811.38,391536.92,404671.08,436987.36,309337.43,310791.96,254413.72,247526.59,187321.11,206501.63,244122.07,261001.97,206866.54,184125.43,128657.69,124483.3,142175.94,245669.85,243462.42,226403.37,183725.28,173086.26,254768.48,262232.28,296449.83,414088.44,504743.21
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73260.0,83400.0,204416.62,168329.85,88445.41,128378.49,293193.06
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.31,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142214.86,110265.94,88901.22,157986.71,195267.87,176450.89,154659.53,228076.59,197321.53,181141.7,145299.36,153142.95,139180.79
应收票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
应收账款,3452.75,4865.66,6906.84,5916.31,18191.73,18666.85,25913.6,57074.49,73587.52,42440.1,39711.76,61018.4,65607.19,42355.19,33756.75,60655.23,61595.74,46394.98,40666.35,83736.82,107652.29,57608.58,59210.97,126310.71,153058.79,125810.69,123648.53,167904.98,194427.17,133681.4,116521.34,164476.06,142214.86,110265.94,88901.22,157986.71,195267.87,176450.89,154659.53,228076.59,197321.53,181141.7,145239.36,153142.95,139180.79
预付款项,2094.3,4815.47,3497.79,23344.33,31807.79,24214.54,55093.72,89162.95,65137.72,69383.2,57432.29,40888.35,16764.04,13334.6,17336.73,13258.46,12355.84,8656.07,12057.68,11523.98,11247.77,15687.67,20283.2,13782.78,10584.67,13040.59,19748.16,15582.39,14189.92,13530.33,28784.0,16115.2,13390.43,18521.75,35980.83,20498.03,20275.94,27501.74,53194.59,26044.34,24709.2,17361.71,22269.57,17423.85,17618.34
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,1089.21,676.95,1798.81,5728.48,14176.47,18448.04,13375.6,14554.93,9774.03,10488.84,13790.12,12767.26,5836.73,7492.11,19868.31,20036.15,9961.67,16403.91,16529.47,10828.99,9778.37,11258.93,9507.05,7843.89,5009.2,10675.7,10599.46,11486.9,9579.93,13773.76,12370.66,15597.5,8088.58,24747.97,31783.61,25404.47,22058.02,0.0,43869.38,0.0,19175.45,0.0,15551.83,0.0,9694.28
