报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业收入,23745.38,44985.72,77066.72,105201.37,-17758.52,-29831.98,-32122.36,-38715.74,17970.08,35943.52,56730.4,83541.02,16217.79,24681.23,47157.44,67495.27,26383.77,45545.88,55044.23,66562.32,11758.84,30949.29,34974.81,52580.21,11851.84,22733.14,39540.84,48642.42,18012.0,40654.21,87400.95,135915.87,57872.61,187862.75,191300.66,274337.07,18559.48,59397.53,102010.27,180397.23,15928.12,37354.41,88655.15,129689.56,33854.03,49065.53,64482.55,39251.57,70945.15,107077.42,140606.73
手续费及佣金净收入,6435.56,21754.59,35850.51,46461.81,13445.89,22938.25,28942.62,36118.99,10751.8,25392.14,44811.76,62317.41,11990.44,28100.11,44261.02,62272.66,16138.91,30171.48,39392.9,47014.76,8258.68,17345.78,26395.94,33933.46,7243.48,15976.27,24978.38,33391.6,8577.71,19109.19,32113.99,54276.46,21657.76,69104.32,95886.03,121882.13,14488.53,33457.88,49848.51,90164.24,13893.45,26908.0,44527.53,70775.33,15531.1,32302.01,45904.03,62091.6,15374.61,29364.98,43059.44
代理买卖证券业务净收入,6404.82,21677.34,35477.23,45054.65,11122.02,20211.9,25711.01,32256.88,10331.3,24392.14,43142.01,58699.25,10867.04,20667.6,31025.98,46337.31,9716.44,17173.58,23566.29,27952.91,5573.46,10724.88,15083.8,19060.31,6135.47,11511.61,19157.24,25915.01,6269.35,11253.23,21410.13,37994.19,18870.98,62828.68,84727.02,103797.27,10160.74,19998.13,28940.55,37124.14,7204.94,13583.86,22184.6,29014.94,8570.28,16615.61,23408.08,29822.62,8409.92,17530.0,25310.05
证券承销业务净收入,30.73,77.25,130.28,854.28,1623.95,1662.93,1667.92,1758.42,259.0,379.5,534.0,572.5,855.4,6094.46,10509.06,12188.37,5620.46,11630.9,13853.62,16346.5,2523.2,5592.66,9899.55,12383.98,922.77,3936.54,4588.54,5942.36,1017.55,4900.51,6453.38,10177.6,762.35,3125.73,6166.4,10464.92,2185.6,8456.02,12180.12,19900.03,2130.51,4168.59,8642.4,12694.84,1427.44,5877.14,9595.67,16014.8,1398.31,3648.97,5623.76
受托客户资产管理业务净收入,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.52,122.82,431.78,1107.71,1514.61,1288.06,2944.16,4228.9,6079.89,1999.18,3051.07,4554.39,7031.59,1952.06,4554.67,7893.75,27763.28,4170.1,8884.38,13400.12,28630.76,5454.94,9465.91,12198.96,15280.86,3553.18,6216.91,10058.02
利息净收入,474.6,1503.7,2495.54,3270.41,932.55,1648.02,2265.3,3152.59,1228.52,2599.65,4158.2,5523.79,1015.77,2254.07,3656.99,5152.17,1138.69,2855.31,4272.92,5354.12,695.39,2165.28,3297.3,4415.02,927.93,2016.62,3911.21,5179.99,1162.13,4020.8,14500.7,24398.39,9491.05,21397.9,25735.17,24411.6,8428.56,16245.74,28437.09,33882.12,11004.35,14621.97,18014.55,18444.78,-2620.63,-7376.68,-7713.25,-16907.84,-11002.96,-20050.1,-25644.52
其中:利息收入,692.47,2114.45,0.0,5286.29,0.0,2791.82,0.0,4882.46,0.0,3208.68,0.0,6959.36,0.0,2988.1,0.0,6748.29,0.0,4566.84,0.0,10361.82,0.0,5140.13,0.0,8861.65,0.0,3776.6,0.0,9807.45,0.0,7330.24,0.0,31919.01,0.0,43419.39,0.0,103590.88,0.0,64009.65,0.0,128725.26,0.0,73777.47,0.0,140931.64,0.0,60061.02,0.0,104905.27,16329.6,29238.9,44978.95
利息支出,217.87,610.75,0.0,2015.88,0.0,1143.8,0.0,1729.88,0.0,609.03,0.0,1435.57,0.0,734.03,0.0,1596.12,0.0,1711.53,0.0,5007.69,0.0,2974.85,0.0,4446.63,0.0,1759.98,0.0,4627.46,0.0,3309.44,0.0,7520.62,0.0,22021.49,0.0,79179.27,0.0,47763.91,0.0,94843.14,0.0,59155.51,0.0,122486.86,0.0,67437.7,0.0,121813.12,27332.55,49289.0,70623.47
投资收益,19504.26,25510.3,31575.2,49822.59,1541.78,774.06,-8263.87,-39919.38,-20874.47,-20997.47,-19212.0,-18074.19,3955.96,6521.69,3650.64,6506.89,5115.15,13685.99,16358.24,13565.98,2725.3,5726.38,11480.11,13084.11,3801.75,6973.95,10395.01,12247.92,6359.39,13613.67,25174.85,47524.4,31144.87,106064.1,110480.72,131144.25,-4931.51,10048.55,26953.56,60933.17,5326.12,17474.57,32375.4,55038.13,12918.68,43933.8,62016.5,39368.71,21921.21,41061.41,59524.29
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54.6,-44.65,-105.62,-124.98,-150.72,-15.91,-29.73,-60.88,-55.82,-6.53,-4.18,-7.7,19.99,-4.53,41.79,191.84,178.78,-592.98,585.99,927.02,1079.56,25.3,526.74,586.85
公允价值变动损益,-2713.8,-3855.63,7128.77,5645.46,-33638.13,-55144.39,-54999.49,-38003.92,26864.04,28949.59,26973.29,33775.02,-743.99,-12188.47,-4391.18,-6403.67,4001.62,-1142.71,-4936.65,679.16,80.46,5707.71,-6205.41,1149.98,-118.39,-2215.64,279.48,-2145.11,1903.37,3900.94,15602.03,9713.01,-4425.22,-8699.94,-40843.03,-3263.18,598.04,-476.33,-3390.53,-5044.9,-14395.2,-21742.55,-6222.79,-14423.71,8245.77,-19638.71,-35624.23,-46113.03,44523.23,56000.23,62717.49
汇兑损益,-4.22,-20.69,-34.96,-64.82,-40.61,-47.93,-69.1,-66.52,0.19,-0.4,-0.84,-1.01,-0.4,-6.18,-20.03,-32.78,-10.6,-24.19,-43.19,-51.7,-0.98,4.14,6.87,-2.36,-2.93,-18.06,-23.23,-31.97,9.4,9.6,9.37,3.6,4.16,-3.64,33.03,153.52,-27.89,117.88,157.84,412.02,-39.34,-180.27,-333.15,-440.5,-221.51,-155.64,-101.6,-105.19,-26.74,2.84,43.53
其他业务收入,48.98,93.46,51.64,65.93,0.0,0.0,2.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.74,8.74,3.75,3.8,3.8,50.58,138.75,272.71,293.61,293.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
二、营业支出,3449.56,8977.54,16278.25,30227.82,7560.92,14254.76,20816.6,27937.48,6727.59,15368.67,26686.98,43021.17,9011.85,18219.06,30679.11,43082.45,14381.65,27272.74,37393.99,46421.2,9559.73,21446.12,31509.87,42734.46,9222.43,19337.57,28909.11,37962.82,10183.0,21358.96,38518.6,60790.87,20811.46,65576.58,81109.07,130159.49,17226.92,44093.77,70782.08,104548.27,23382.07,45763.34,74989.48,108194.63,29380.23,52607.42,78714.25,207956.11,23141.3,56522.18,82173.78
营业税金及附加,1445.87,2640.99,3659.86,5230.39,832.28,1323.22,1584.06,2024.61,604.21,1438.9,2531.1,3502.5,907.23,1962.87,2813.92,4059.43,1289.29,2875.58,3595.17,3952.31,760.7,1507.65,2429.33,3088.11,653.92,1440.64,2204.05,2868.65,984.71,2228.89,4062.28,7177.15,3564.71,12052.32,15158.73,19186.92,2406.21,3660.97,4069.41,4780.45,133.62,427.55,746.19,1308.81,280.45,797.07,1127.95,1555.41,338.51,664.09,964.77
管理费用,2003.69,6327.43,12609.27,24988.4,6728.64,12911.1,19212.1,25884.03,6123.38,13939.31,24165.42,39505.06,8104.62,16241.61,27850.61,39013.8,13092.37,24365.55,33767.2,42420.41,8799.02,19905.62,29047.75,39597.59,8568.51,17875.33,26683.46,35133.89,9198.29,19156.1,34482.35,52958.78,17246.75,53495.98,65824.89,97038.94,18347.21,42097.1,68394.28,101273.0,24105.55,46467.47,75363.43,108194.19,28816.32,53470.22,80011.15,112619.74,29760.83,59023.05,85909.81
资产减值损失,0.0,9.12,9.12,9.03,0.0,20.44,20.44,28.84,0.0,-9.55,-9.55,13.61,0.0,14.58,14.58,9.22,0.0,31.61,31.61,48.48,0.0,32.84,32.8,48.75,0.0,21.6,21.6,-39.72,0.0,-26.03,-26.03,654.94,0.0,28.29,125.45,13933.63,-3526.5,-1664.31,-1681.61,-1505.18,-857.1,-1131.68,-1120.13,-1308.38,283.45,-1659.87,-2424.85,93780.96,-6958.05,0.0,0.0
其他业务成本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,20295.82,36008.18,60788.47,74973.56,-25319.45,-44086.74,-52938.95,-66653.22,11242.48,20574.85,30043.42,40519.84,7205.94,6462.17,16478.33,24412.81,12002.12,18273.14,17650.24,20141.12,2199.11,9503.17,3464.93,9845.75,2629.41,3395.57,10631.73,10679.6,7829.0,19295.24,48882.35,75124.99,37061.15,122286.16,110191.59,144177.58,1332.57,15303.76,31228.19,75848.96,-7453.95,-8408.93,13665.67,21494.94,4473.8,-3541.89,-14231.7,-168704.55,47803.85,50555.24,58432.94
