报表日期,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,4563.02,15517.62,13102.45,13590.57,12259.35,12986.88,11816.22,7445.08,9003.86,12678.41,11371.31,10400.57,11721.55,7768.33,9686.66,5756.27,7413.96,6159.09,6322.96,9162.02,9083.21,12845.06,18195.58,9697.36,13511.27,7721.66,10505.71,6008.01,51545.68,34055.22,15639.55,14296.86,31502.62,21907.03,20139.96,29224.11,50946.72,50724.47,65048.3,77008.7,105298.21,128273.45,193776.87,171534.25,116854.92,97707.28,115606.07,153468.59,131662.61,217272.63,157900.49,153005.87,173861.69,146109.08
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106504.65,106885.37,110835.96,10172.04,18537.87,23385.82,23794.62
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6154.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44823.34,0.0,65826.53,0.0,72854.78,0.0,47419.68,68324.99,74678.84,82598.06,88604.71,97020.82,97619.27,108559.07,77256.59,98816.39,103548.74,90368.25
应收票据,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,150.0,0.0,13.09,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收账款,6512.42,8232.98,5893.69,7324.22,13127.0,9599.2,5726.29,6365.39,7343.77,8381.24,5435.78,6240.07,6883.27,8518.06,7712.99,7129.31,7032.01,6699.64,7102.64,5943.47,8969.87,7943.78,6104.9,6486.16,6361.19,9635.71,5423.9,4489.44,9164.36,10672.84,15214.79,25717.38,25683.9,28389.04,38293.25,43367.61,44823.34,53827.3,65826.53,85370.01,72854.78,62148.73,47419.68,68324.99,74678.84,82598.06,88604.71,97020.82,97619.27,108559.07,77256.59,98816.39,103548.74,90368.25
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0
预付款项,2199.97,2118.17,2810.78,1741.22,4259.23,3827.37,2363.05,3237.74,3209.16,558.73,604.21,337.46,126.79,786.16,797.35,3521.61,3135.14,3099.28,328.27,2276.39,268.44,12364.78,1033.11,13784.53,2887.35,2403.79,2517.81,2507.94,6571.85,24181.6,8443.98,10658.37,14348.09,18304.49,10001.59,12425.06,13859.3,19282.86,17522.04,20548.88,37627.24,44673.76,36006.46,52347.37,55143.01,56079.83,69828.55,76621.7,98298.07,115196.17,40662.36,36532.18,24124.08,26455.23
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6081.36,0.0,5584.12,0.0,8828.41,0.0,7347.89,7789.8,7868.3,8128.73,9884.39,10103.65,25153.43,8475.27,15789.33,8384.44,8580.71,13720.78
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,65.05,40.22,15.23,34.53,15.56,35.02,15.39,8.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,15.34,30.0,4.93,0.0,0.0,27.41,0.0,675.75,1039.85,1422.32,1818.73,0.0,10.8,0.0,0.0
