报表日期,2007-12-31,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
加:营业外收入,78.6,248.12,369.92,30.25,76.11,76.31,770.04,4.13,318.62,448.8,829.43,10.98,786.34,798.78,1208.14,86.24,851.48,863.82,1398.26,4.09,90.72,1961.09,2054.13,774.45,3448.11,3573.27,3765.47,201.06,1521.11,5762.37,6798.54,3194.35,6576.84,7469.69,8760.98,488.25,6769.81,8143.6,1809.92,125.95,462.98,676.94,1163.91,155.33,260.56,360.27
减：营业外支出,2.39,5.0,45.66,0.0,0.0,0.12,37.33,5.62,6.87,6.87,19.0,0.1,90.21,91.06,103.05,0.13,58.03,113.18,360.01,57.1,395.83,693.62,909.29,26.6,215.43,224.03,1346.53,276.57,385.74,389.52,417.14,580.59,673.96,700.42,850.21,10.72,39.65,98.02,128.82,25.81,87.32,422.79,476.03,165.9,3505.29,8573.09
其中：非流动资产处置损失,0.0,0.0,379.95,0.0,0.0,0.0,18.8,0.0,0.0,0.0,2.11,0.0,90.19,91.03,91.46,0.0,57.5,108.04,344.8,55.31,375.15,560.73,773.99,13.55,141.43,149.86,591.07,253.0,338.49,341.22,369.07,565.59,658.96,684.87,834.54,3.89,19.13,30.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,3049.6,2875.22,4396.42,1538.41,2546.25,4076.45,4522.53,620.78,1763.85,2878.86,4531.98,707.89,2329.6,4232.66,6464.85,1731.13,4158.86,6574.6,12280.37,2475.43,6549.7,15752.1,26634.59,8877.49,20476.59,31365.89,50140.44,15104.64,35665.99,59800.76,87845.22,28101.14,62412.36,94144.91,132599.51,22064.99,41921.21,58496.82,85023.81,23825.03,48784.33,65696.35,84821.36,12581.5,83253.61,79944.01
减：所得税费用,470.38,458.24,689.14,242.36,406.42,590.36,637.39,116.97,265.52,435.77,704.57,131.31,345.26,627.84,992.69,280.26,612.84,1169.89,1905.8,311.51,973.64,2351.77,2923.39,777.23,1143.35,775.41,1770.43,2010.53,3476.76,4115.33,4889.87,4000.38,3925.5,2658.54,7779.81,2504.1,439.37,2181.23,3344.58,3094.39,4260.72,4924.9,5074.07,1535.88,2648.91,2453.96
五、净利润,2579.23,2416.99,3707.28,1296.05,2139.84,3486.09,3885.14,503.81,1498.32,2443.09,3827.41,576.59,1984.34,3604.81,5472.17,1450.86,3546.02,5404.7,10374.57,2163.92,5576.06,13400.32,23711.2,8100.27,19333.23,30590.48,48370.02,13094.11,32189.23,55685.43,82955.35,24100.75,58486.86,91486.37,124819.7,19560.89,41481.85,56315.6,81679.23,20730.64,44523.61,60771.45,79747.28,11045.62,80604.7,77490.05
归属于母公司所有者的净利润,2548.12,2416.99,3707.85,1296.05,2139.84,3486.09,3885.14,503.81,1498.32,2443.09,3827.45,576.59,1984.34,3604.81,5472.17,1450.86,3546.02,5404.7,10374.57,2163.92,5576.06,13400.32,23711.2,8100.27,19333.23,30590.48,48370.02,13101.28,32226.9,55807.92,83134.81,24171.39,58581.28,91613.74,125039.66,19644.3,41595.56,57234.64,83040.29,21757.28,44941.33,61332.18,80415.15,11056.19,80521.11,77398.14
少数股东损益,31.11,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.17,-37.67,-122.49,-179.46,-70.64,-94.42,-127.37,-219.96,-83.4,-113.71,-919.04,-1361.06,-1026.64,-417.73,-560.73,-667.87,-10.57,83.59,91.91
基本每股收益(元/股),0.0,0.4,0.61,0.2,0.33,0.51,0.55,0.06,0.1,0.16,0.25,0.04,0.13,0.23,0.35,0.09,0.23,0.35,0.67,0.1403,0.3611,0.86,1.53,0.5162,0.6164,0.9749,1.538,0.4128,0.4615,0.7988,1.187,0.3414,0.7817,1.1989,1.6175,0.2451,0.1729,0.2377,0.34,0.0897,0.185,0.2524,0.33,0.0454,0.331,0.3178
稀释每股收益(元/股),0.0,0.0,0.61,0.2,0.33,0.0,0.55,0.06,0.1,0.16,0.25,0.04,0.13,0.23,0.35,0.09,0.23,0.35,0.67,0.1401,0.351,0.84,1.48,0.4965,0.6042,0.9438,1.4933,0.4,0.4471,0.7782,1.161,0.3338,0.7682,1.1843,1.6026,0.2442,0.1726,0.2373,0.34,0.0892,0.184,0.2511,0.33,0.0453,0.3296,0.3166
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.09,0.0,-13.37,-23.69,-28.47,-0.63,2.29,3.63,5.23,-7.31,-33.17,-36.57,-32.18,8.43,9.74,9.1,3.02,4.06,-0.01,308.91,605.59,-62.15,337.93,432.35,1094.96,-2.29,-2722.04,-3526.51,-2940.33,-4044.73,-7386.85,-2331.11,-4842.99,4395.43,2824.77,1470.6
八、综合收益总额,2579.23,2416.99,3707.28,1296.05,2139.84,3486.09,3885.14,503.81,1498.32,2443.09,3823.32,576.59,1970.98,3581.12,5443.7,1450.23,3548.3,5408.33,10379.8,2156.61,5542.88,13363.75,23679.02,8108.7,19342.97,30599.57,48373.04,13098.16,32189.22,55994.34,83560.94,24038.6,58824.79,91918.72,125914.65,19558.61,38759.81,52789.09,78738.91,16685.91,37136.76,58440.35,74904.3,15441.05,83429.47,78960.65
归属于母公司所有者的综合收益总额,2548.12,2416.99,3707.85,1296.05,2139.84,3486.09,3885.14,503.81,1498.32,2443.09,3823.36,576.59,1970.98,3581.12,5443.7,1450.23,3548.3,5408.33,10379.8,2156.61,5542.88,13363.75,23679.02,8108.7,19342.97,30599.57,48373.04,13105.34,32226.89,56116.79,83740.4,24109.24,58919.21,92046.09,126134.14,19642.03,38941.61,53814.16,80157.05,17783.78,37601.64,59051.82,75619.23,15466.68,83290.51,78797.15
归属于少数股东的综合收益总额,31.11,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.17,-37.67,-122.45,-179.46,-70.64,-94.42,-127.37,-219.49,-83.42,-181.8,-1025.07,-1418.14,-1097.87,-464.88,-611.47,-714.94,-25.64,138.96,163.5
