报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31
买入返售金融资产,0.0,0.0,0.0,0.0,13550.0,0.0,0.0,0.0,0.0,0.0,0.0,35052.42,0.0,0.0,97760.0,134646.9,19700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,637887.34,497839.55,547038.41,722631.24,769178.26,653521.41,467479.26,478987.58,317310.72,288344.56,349959.38,582364.43,692574.38,634021.51,705899.22,1155916.73,1139746.83,1227680.25,1295793.44,1750310.73,1461780.77,1402595.96,1203947.24,1723504.26,1489957.6,1449052.16,939011.47,1312273.04,1345473.92,1248681.07,1083249.35,859909.81,608974.14,966702.07,669583.45,947394.27,534204.17,556065.08,502704.84,902490.52,1342243.2,1333452.21,1311789.1,1656834.72,1509470.98,1311538.75,1166245.63,2001151.82,2121475.27,2018068.89,1952487.12,2408485.41,2665428.45,2591047.18,2066995.59,2787950.52,3290955.87,3272836.24,3967533.2,4276559.83,4226872.69,4293470.02,4054689.51,3831417.68,4054036.6
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115656.5,57269.24,43040.84,44539.77,8107.05,6310.4,0.0,0.0,0.0,0.0,0.0,1103357.19,1108746.36,1115089.06,425594.83,331419.16,345142.47
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,4292.25,5664.77,5800.13,0.0,0.0,0.0,0.0,6.37,0.0,0.0,0.0,5061.17,8718.63,3873.3,12608.95,8136.64,8670.56,4326.8,1582.98,11048.9,10047.97,7206.09,8753.85,13724.3,6057.26,6901.85,13824.65,10085.39,6593.08,8156.83,9463.37,55837.89,84647.19,117347.75,138696.71,168483.35,140771.2,154394.3,103363.94,199253.65,196192.81,598531.24,525487.43,1034191.26,1321192.06,1120437.35,1605980.38,1711092.12,2429637.63,2433020.18,2049512.47,2309114.42,2731828.36,1312014.05,519122.91,1561730.19,1847026.48,1104786.55,1858517.12,938217.76,1371837.56,995573.1,696692.38,470457.69,261334.88
流动资产合计,1604246.12,1552623.57,1898529.84,2100979.29,2258915.89,2145475.43,2359668.04,2327707.45,2761401.9,3381805.24,4683159.09,4261081.55,4173243.53,3841678.39,5218589.09,5453271.86,5131978.72,5581711.57,7495453.69,7175561.05,6846121.9,6829435.87,8770042.17,8508764.51,8845676.43,8324453.68,10066025.54,10373252.22,10540686.85,9862675.14,12636492.46,12014347.88,12428010.21,12500722.31,13015535.42,12094931.46,12877898.59,12661163.86,13945857.02,14291078.35,15464890.73,15862445.71,17467548.61,17153464.62,17153881.32,17153111.88,19754570.92,19971094.88,21104040.44,22883854.82,23714817.61,21336404.1,20225914.64,20755061.33,20581956.68,21363298.72,24195292.23,22664795.68,21239214.4,22584965.22,24374806.81,25388309.9,26088212.68,25514003.9,27738149.13
发放贷款及垫款,0.0,0.0,20295.0,30550.0,18135.0,18708.55,123154.21,145019.76,72615.2,40000.0,127000.0,166610.2,249102.4,290120.69,253641.08,156153.73,77288.33,0.0,0.0,0.0,126553.56,127522.04,178417.06,208890.34,247960.33,354012.87,454087.39,456545.57,463772.63,481407.44,537860.42,644170.36,760675.01,702403.22,757644.1,787261.9,928618.69,906586.02,701005.97,473718.42,809822.24,868871.31,810633.67,667342.94,950661.93,914756.78,927382.36,907133.28,978128.52,973332.88,923612.28,1442378.64,1626937.86,1193660.37,555891.78,527380.56,539900.46,816345.34,504515.28,414265.29,304241.95,119508.97,110683.44,71979.93,58283.57
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75740.06,112417.47,121445.98,115354.14,109394.23,0.0,0.0,0.0,0.0,34557.12,34817.55,34724.17,55491.25,54758.68,85040.72,83241.88,80593.26,85021.85,97495.44,97794.44,215009.89,211097.79,307444.95,256606.06,270471.92,268415.98,272486.37,136557.8,138430.36,229623.71,150652.58,247335.22,217494.15,225582.23,316154.2,357241.09,221619.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15035.15,125074.28
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.9,241.9,149.48,28.4,11608.5,11502.65
长期股权投资,12923.79,14443.68,120.9,99.16,620.2,99.16,161.5,104.97,5.78,638.39,822.23,701.6,659.44,482.5,401.92,2178.71,2168.52,1759.3,1786.8,1687.66,1571.87,1399.4,1476.69,2816.0,9206.52,3269.61,3262.99,9756.85,9615.41,8911.75,8736.51,9221.31,8801.59,8973.54,8846.11,9545.92,9555.36,9631.29,10065.74,10391.32,10235.78,10750.03,10583.7,11039.14,10861.2,12305.22,12149.29,225073.25,229035.38,228959.04,227544.25,706418.62,803572.82,1046738.73,990530.58,811984.11,799292.35,786544.42,764808.53,1033700.8,875464.96,1026241.83,550937.45,589229.06,610741.69
投资性房地产,0.0,0.0,632.27,626.24,99.16,614.16,608.12,8002.9,7951.91,7863.86,11590.41,11413.13,11546.36,11449.68,17294.13,17146.8,17708.32,17555.34,17402.36,19763.05,19590.17,19417.29,19244.41,20800.91,43202.47,44426.78,47298.43,50305.65,51044.19,50359.31,51467.17,50790.15,50612.73,50563.61,50067.69,49154.09,55847.2,57925.82,59431.39,59773.66,59214.4,52556.53,52077.3,51663.01,51156.25,50791.0,49534.06,53758.93,52769.77,51196.58,50659.33,49864.87,48923.94,44723.36,44861.81,46342.09,45697.79,44735.54,43738.27,45485.48,44213.75,61699.0,62979.29,63468.92,62592.02
固定资产净额,246353.86,255950.5,262358.35,270568.04,278307.99,317389.2,330674.29,430378.4,438335.85,436117.52,427584.4,460843.66,463636.3,484493.65,492504.16,552797.99,557701.56,604589.46,629161.8,770913.71,797787.02,883804.34,1183577.94,1270039.43,1298974.49,1348221.06,1366349.88,1403413.84,1403297.51,1444122.45,1446251.81,1493927.96,1498924.52,1509207.76,1519553.2,1543181.31,1564526.55,1676510.52,1672439.14,1768165.55,1743042.62,1725404.92,1727772.05,1746737.15,1748815.43,1715247.52,1732905.55,1837417.72,0.0,1826628.4,0.0,1911102.48,0.0,1916826.21,0.0,1898348.51,0.0,1870188.14,0.0,3118328.53,0.0,3223449.75,0.0,3381004.22,0.0
在建工程,20136.81,22231.71,29736.05,54057.16,83685.73,95270.19,107689.33,26839.97,25876.61,33022.28,39673.85,21112.39,34264.81,21206.32,21242.12,10051.56,44688.96,140390.41,231907.5,217166.13,296773.02,343013.49,240314.77,230431.79,249404.84,210907.85,201090.15,186167.7,186320.64,156134.98,161867.19,125434.72,160637.06,157497.48,179434.42,204483.78,214949.35,108086.7,115441.02,58154.38,75741.37,91881.25,91798.72,102070.93,121739.58,130594.02,143985.42,166393.9,0.0,210549.36,0.0,243105.14,0.0,282943.17,0.0,401608.27,0.0,0.0,0.0,648123.63,0.0,729692.89,0.0,596667.89,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,58.3,0.0,3.1,27.01,78.93,118.28,138.86,118.48,93.84,380.17,136.22,100.01,111.9,249.42,229.39,6.1,1302.06,1499.27,1542.28,62.47,69.34,156.87,273.43,11.01,103.37,901.27,2408.58,629.43,2952.47,614.95,933.29,772.14,773.61,1052.35,3167.01,2201.01,4172.54,4514.35,4146.12,3694.96,3122.6,2133.35,1898.59,1474.28,1626.21,1637.75,0.0,1158.43,0.0,1491.25,0.0,1090.6,0.0,914.96,0.0,704.0,0.0,856.46,0.0,544.09,0.0,568.85,0.0,697.72,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,35292.86,36134.66,38548.53,43757.67,48329.74,48056.47,47796.52,44956.59,44693.55,49104.81,50678.94,50485.77,50323.33,53222.94,53530.44,104949.09,109052.4,116656.5,136484.11,162216.44,165876.2,164988.51,164129.49,163527.3,216410.23,226299.15,225073.55,237017.97,240147.92,244772.3,249435.11,248029.4,246603.95,255175.1,262444.64,265614.38,307454.1,305957.49,327323.88,335527.63,351050.84,351660.28,357908.39,360446.73,358292.15,366324.92,435913.06,520450.02,536267.89,569385.09,571200.14,530554.11,540253.52,583269.15,582777.42,587828.88,583911.49,643114.82,689078.83,991696.72,996484.81,1162844.55,1158899.76,1162185.31,1154128.93
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5180.44,5180.44,36110.4,36110.4,32591.94,32591.94,32591.94,32591.94,20190.27,20190.27,20190.27,20190.27,70762.91,70762.91,177101.78,177101.78,165935.84,165935.84
长期待摊费用,505.54,413.9,848.01,869.72,841.35,1141.59,1022.84,868.15,677.56,31.16,17.5,328.02,303.43,373.9,532.38,1607.67,2474.19,3550.38,3793.07,4815.66,4738.6,4591.12,4777.87,4808.93,4381.47,3819.15,3949.71,4266.53,3691.38,3127.77,2547.25,2094.83,1782.62,1430.07,1098.07,818.24,627.11,2531.0,2518.78,105.13,102.42,568.29,162.58,220.86,513.62,446.49,434.54,423.76,395.67,398.08,213.01,271.81,208.12,188.77,196.43,856.79,188.01,228.76,205.43,1872.4,1620.64,2289.57,2215.83,2286.24,2285.7
递延所得税资产,9054.15,9170.14,10291.14,53261.25,60940.35,68074.62,75641.47,72475.22,77706.69,70548.28,86980.2,104608.68,112782.37,113183.04,138427.46,152880.09,160876.54,158546.09,174279.97,168973.25,183459.27,211703.77,243909.98,291108.52,342287.33,439477.9,495772.52,568261.32,683860.19,670934.76,757002.08,819296.2,893029.2,903047.94,965660.8,876437.61,916417.07,1090597.81,1087729.34,966771.72,1001169.23,1254796.55,1211114.35,1083833.31,1117342.59,1156516.95,1127046.32,1134957.37,1159167.68,1277331.71,1297351.58,1254108.51,1264701.36,1253167.0,1270687.1,1155029.22,1200493.69,1273267.73,1231026.66,1366184.98,1399164.61,1474497.94,1495365.24,1459886.69,1505535.11
其他非流动资产,0.0,0.0,285.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65700.01,79385.27,113090.04,108230.65,131159.03,128422.22,86091.79,93545.1,101012.81,95992.78,88789.63,211119.41,78754.26,90232.49,76519.88,101526.75,94832.8,90935.17,73615.1,98113.48,78811.8,77557.7,91867.94,239782.97,71624.87,74868.6,97673.06,93781.51,103971.27,134537.95
非流动资产合计,324325.31,338344.59,363118.5,453816.25,491038.46,549472.23,686887.15,728764.45,667956.98,637706.46,789483.73,891943.51,1035147.81,1096228.14,1093157.21,1107165.95,973260.88,1044546.75,1196357.88,1345598.37,1630976.16,1791414.36,2070845.79,2247925.48,2466689.74,2716376.37,2882535.09,2996958.12,3129724.19,3157881.15,3313895.27,3608746.97,3832938.08,3896796.01,4013522.1,4074870.17,4349969.23,4547917.42,4224889.84,3945892.15,4411547.43,4595366.89,4604829.66,4343335.32,4682583.98,4753564.49,4997711.08,5152320.85,5235435.8,5431351.1,5468829.2,6960811.65,7293364.09,7515136.96,6840220.33,6558493.65,6422808.23,8524286.68,7369315.13,9374853.16,8994093.04,10283996.33,9391229.27,9988471.99,10722903.28
资产总计,1928571.43,1890968.15,2261648.34,2554795.54,2749954.35,2694947.66,3046555.2,3056471.89,3429358.88,4019511.7,5472642.82,5153025.07,5208391.34,4937906.53,6311746.29,6560437.81,6105239.59,6626258.32,8691811.57,8521159.42,8477098.06,8620850.24,10840887.96,10756689.99,11312366.17,11040830.05,12948560.63,13370210.34,13670411.04,13020556.29,15950387.73,15623094.85,16260948.29,16397518.33,17029057.52,16169801.63,17227867.82,17209081.28,18170746.86,18236970.5,19876438.16,20457812.59,22072378.28,21496799.93,21836465.3,21906676.37,24752282.0,25123415.73,26339476.23,28315205.92,29183646.81,28297215.74,27519278.73,28270198.29,27422177.01,27921792.36,30618100.46,31189082.36,28608529.53,31959818.38,33368899.85,35672306.23,35479441.96,35502475.89,38461052.42
短期借款,0.0,0.0,0.0,0.0,0.0,21917.29,51466.93,840.16,4851.26,31674.07,46609.93,96163.29,164670.17,250156.16,192901.66,190037.95,287918.46,303896.41,237795.69,273928.64,220850.13,175423.24,183835.12,352064.21,434136.12,334062.11,334504.01,331697.12,284316.61,515102.76,453848.49,357877.33,495321.29,832112.77,945328.45,627666.01,655088.88,688841.34,1019926.87,1070108.16,1638872.21,2034692.26,1931176.85,1864609.5,2021769.8,1968081.01,2572895.51,2206775.0,1985418.12,1861871.17,2155635.24,1594417.65,2061125.95,2043733.09,1808642.09,2030438.47,2648422.5,2164304.44,1935372.36,2761792.05,4143519.3,5212136.54,5695870.93,5289585.13,5405988.88
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3448.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.79,162.85,0.0,9196.33,3454.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
