报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,7.12,44.31,55.71,84.32,98.58,383.89,10853.45,21316.11,9431.96,21545.5,34347.54,47029.38,15100.67,36451.61,60907.02,86261.08,27586.3,71948.91,116893.27,174731.2,51036.34,137084.6,235263.53,336315.82,62929.92,167422.43,263168.12,373206.74,82252.03,217695.63,347803.89,457966.51,92659.46,229140.02,360152.13,485825.38,117818.32,277836.57,448576.31,627260.27,198993.49,406661.57,628252.03,839372.58,194491.35,417319.59,639332.03,836437.42,172900.78,338764.35
营业收入,7.12,44.31,55.71,84.32,98.58,383.89,10853.45,21316.11,9431.96,21545.5,34347.54,47029.38,15100.67,36451.61,60907.02,86261.08,27586.3,71948.91,116893.27,174731.2,51036.34,137084.6,235263.53,336315.82,62929.92,167422.43,263168.12,373206.74,82252.03,217695.63,347803.89,457966.51,92659.46,229140.02,360152.13,485825.38,117818.32,277836.57,448576.31,627260.27,198993.49,406661.57,628252.03,839372.58,194491.35,417319.59,639332.03,836437.42,172900.78,338764.35
二、营业总成本,1272.4,2825.4,4201.31,5519.12,52.0,90.6,7417.04,15118.98,7163.12,15521.63,24109.44,32134.45,10524.62,24306.76,39754.61,56997.96,18794.18,53271.42,82847.11,122762.96,39152.18,104587.56,193557.86,287121.25,48942.06,127956.08,203519.6,292986.45,65318.03,157118.73,246480.58,319608.87,64717.24,143522.02,229992.92,335633.11,84512.36,197590.41,312956.92,416822.89,123086.34,244888.67,382671.29,513192.66,117039.65,256277.67,399893.19,574611.47,138640.08,268807.55
营业成本,8.84,30.07,31.47,31.47,0.0,0.0,6140.92,12516.93,5950.43,13119.9,20482.27,27270.85,8707.11,20582.06,32941.43,45383.77,15746.64,45204.73,69618.69,100807.78,32963.99,92175.32,171904.77,246334.52,38199.78,106084.01,168450.34,237938.54,49502.29,127996.61,200360.04,251673.99,47803.32,118765.66,194168.64,261655.04,71767.46,173233.45,276946.28,366028.78,107835.75,210404.7,324542.81,429840.37,95048.16,213316.09,336624.54,462480.75,109035.03,219628.91
营业税金及附加,0.0,0.0,0.0,1.43,5.62,21.5,22.42,147.53,99.79,329.64,448.75,483.35,66.27,206.98,333.71,518.2,62.49,190.2,276.67,484.87,262.96,280.14,339.48,761.53,61.09,271.35,376.11,1127.49,293.6,802.17,1095.46,1625.6,722.96,1653.16,2847.96,4486.28,1014.09,2664.85,4118.67,9665.24,2861.24,5459.38,8890.16,11770.82,1988.71,4952.05,7716.03,10450.28,2374.65,4452.87
销售费用,0.0,0.0,0.0,0.0,0.0,0.0,75.21,176.39,94.21,201.23,320.66,425.76,106.37,246.42,449.52,607.53,362.29,584.15,811.74,1154.79,434.82,914.41,1635.4,2702.88,551.3,1186.09,2078.36,2610.23,1182.99,2888.67,4563.91,3595.87,1875.92,2890.16,4808.84,4345.24,1959.96,4201.39,6441.7,6005.06,2990.04,6560.16,10147.9,9773.84,3619.12,7034.47,10472.54,11337.57,3559.71,7577.4
管理费用,627.2,1293.76,2067.89,3059.85,43.69,74.12,748.06,1365.12,584.67,1153.85,1805.65,2541.86,952.02,1849.43,3490.9,7655.51,2186.9,6389.89,10421.41,17153.87,4785.54,9550.37,15226.43,23737.45,5851.71,12607.2,20628.88,34488.56,10314.84,18973.57,29774.23,45943.01,11337.66,15239.42,23600.13,40149.13,10605.55,20618.32,31108.35,42824.2,9467.8,19078.7,31721.86,52299.73,12755.94,25222.35,32010.34,50108.36,10795.04,22501.57
财务费用,636.36,1501.56,2101.94,2426.37,0.0,-0.33,438.67,869.6,434.01,721.88,1052.11,1393.87,680.28,1410.69,2539.04,2704.35,435.85,711.75,1527.91,2175.72,704.87,1372.72,4836.44,10621.67,4278.18,8712.59,13077.47,17462.86,4024.32,6549.49,10570.22,14933.71,2924.47,4068.88,3565.81,-1038.11,-766.76,-3956.83,-6687.76,-10677.09,-468.32,2433.0,6070.33,7228.15,3298.74,1761.79,1595.54,5568.75,4195.41,6613.9
资产减值损失,0.0,0.0,0.0,0.0,2.69,-4.68,-8.24,43.43,0.0,-4.87,0.0,18.76,12.57,11.18,0.0,128.62,0.0,190.7,190.7,985.93,0.0,294.6,-384.65,2963.2,0.0,-905.15,-1091.56,-641.23,0.0,-91.78,116.72,1836.68,52.9,904.74,1001.55,26035.53,-67.94,829.23,1029.68,2976.71,399.83,952.74,1298.23,2279.73,328.98,3990.91,3623.37,20226.82,5282.1,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-170.91,0.0,0.0,0.0,0.0,0.0,48.1,99.12,174.42
投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,-3.95,-34.36,-63.03,-144.58,-85.82,202.05,162.89,222.5,-58.51,1474.74,1541.65,1788.53,36.63,1.31,611.09,496.27,-274.06,-236.27,-428.43,-5071.99,-94.38,-179.53,273.72,335.9,-106.59,-155.77,316.01,844.72,678.43,1153.84,11161.08,11401.97,-159.73,371.31,725.87,897.17,-434.17,-79.62
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-144.58,0.0,202.05,0.0,-98.08,0.0,-113.27,0.0,177.64,36.63,1.31,64.3,-50.52,-274.06,-236.27,-178.11,155.85,-94.38,-179.53,-159.14,-96.96,-106.59,-155.77,-100.42,132.38,23.03,-81.64,-517.54,-639.49,-280.27,180.29,530.57,700.61,-434.17,-79.62
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,-1265.27,-2781.09,-4145.6,-5434.8,46.58,293.29,3436.4,6197.12,2268.84,6023.88,10238.1,14888.92,4572.1,12110.5,21089.37,29118.54,8706.29,18879.54,34209.05,52190.74,11825.65,33971.78,43247.32,50983.1,14024.49,39467.65,60259.61,80716.56,16659.93,60340.63,100894.88,133285.65,27847.85,85438.47,130432.93,150528.17,33199.37,80090.39,135935.4,211282.09,76585.58,162755.83,256741.83,385550.93,111360.46,205218.05,292272.41,324076.28,69287.83,102256.74
加:营业外收入,0.0,0.0,32.71,40354.53,0.0,0.0,0.25,2.31,404.68,621.42,5600.71,5613.31,12725.58,13531.62,13830.9,25416.15,12962.08,59297.05,60728.29,84536.89,15271.42,26177.21,43231.99,50603.27,4825.61,15978.51,30852.22,45892.56,11099.05,19655.99,27779.84,51585.84,21626.56,29582.76,52260.77,59767.28,20158.54,36178.41,46370.84,51848.98,9730.51,27430.59,40224.72,1032.93,104.76,563.8,618.31,1038.66,243.12,337.21
减：营业外支出,0.0,0.0,83.67,83.67,0.0,0.0,0.02,1.91,0.55,33.79,35.3,34.12,2.57,4.17,12.85,42.65,10.67,61.52,63.42,76.82,4.02,17.36,35.44,130.08,54.93,86.95,158.97,210.25,27.5,243.57,1220.2,2014.31,67.62,51.19,210.3,245.78,5.43,33.81,35.39,1457.04,736.69,1866.98,2090.62,1141.07,260.35,302.76,316.84,344.63,144.81,266.26
其中：非流动资产处置损失,0.0,0.0,0.0,83.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.14,0.0,0.0,0.0,23.03,0.0,4.51,7.31,30.83,51.11,70.58,127.23,147.07,7.15,9.42,773.55,997.63,33.5,34.94,166.07,178.67,0.12,11.13,11.18,1399.15,713.1,1833.25,1862.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,-1265.27,-2781.09,-4196.57,34836.06,46.58,293.29,3436.63,6197.53,2672.96,6611.5,15803.5,20468.11,17295.12,25637.95,34907.42,54492.04,21657.7,78115.07,94873.92,136650.81,27093.05,60131.63,86443.87,101456.3,18795.17,55359.21,90952.86,126398.87,27731.48,79753.05,127454.53,182857.18,49406.78,114970.04,182483.4,210049.68,53352.49,116234.99,182270.86,261674.03,85579.41,188319.44,294875.93,385442.8,111204.87,205479.09,292573.88,324770.32,69386.14,102327.7
减：所得税费用,0.0,0.0,0.0,0.0,13.85,78.79,508.75,992.48,429.93,955.31,1593.97,2453.0,3993.39,5433.61,7213.35,11432.35,5241.79,18939.25,23284.93,30645.98,6644.07,12916.63,19250.17,19551.18,2986.54,9126.53,15248.92,23377.4,5172.03,13568.69,22940.98,31811.0,10027.9,20603.66,33828.95,35299.2,7631.81,19599.86,32695.34,45006.57,16483.92,36838.88,57128.97,69038.44,14381.75,20186.76,33224.15,41765.85,7271.59,14020.64
五、净利润,-1265.27,-2781.09,-4196.57,34836.06,32.73,214.5,2927.88,5205.05,2243.03,5656.2,14209.53,18015.11,13301.72,20204.34,27694.07,43059.69,16415.91,59175.83,71588.99,106004.83,20448.98,47215.0,67193.7,81905.11,15808.63,46232.67,75703.95,103021.47,22559.46,66184.36,104513.55,151046.18,39378.89,94366.38,148654.45,174750.47,45720.68,96635.14,149575.52,216667.47,69095.49,151480.56,237746.96,316404.36,96823.12,185292.32,259349.73,283004.47,62114.55,88307.06
归属于母公司所有者的净利润,-1261.76,-2757.93,-4162.17,34867.07,32.73,214.5,2927.88,5205.05,2243.03,5656.2,14209.53,18015.11,13301.72,20203.4,27694.07,41926.5,16497.95,45901.37,58536.08,93617.1,19700.91,46612.86,66671.13,81004.16,16003.54,46284.47,76055.07,103598.77,22802.83,66590.31,104971.03,146232.76,35433.15,90400.59,144665.84,169455.47,45717.26,96631.71,149572.1,216665.23,69095.49,151481.79,237753.62,316421.09,96828.96,185292.12,259361.07,283015.81,62114.55,88307.06
少数股东损益,-3.51,-23.16,-34.4,-31.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1133.2,-82.03,13274.45,13052.91,12387.73,748.07,602.14,522.57,900.95,-194.92,-51.8,-351.12,-577.3,-243.37,-405.95,-457.48,4813.41,3945.73,3965.78,3988.61,5295.01,3.42,3.42,3.42,2.23,0.0,-1.23,-6.66,-16.73,-5.83,0.2,-11.33,-11.33,0.0,0.0
基本每股收益(元/股),-0.1056,-0.2308,-0.35,2.92,0.0027,0.0179,0.17,0.28,0.0911,0.23,0.5772,0.71,0.24,0.36,0.5,0.72,0.25,0.32,0.41,0.65,0.14,0.32,0.46,0.56,0.11,0.32,0.53,0.72,0.15,0.42,0.44,0.61,0.15,0.38,0.6,0.71,0.18,0.38,0.37,0.53,0.17,0.37,0.58,0.78,0.24,0.45,0.64,0.69,0.15,0.22
稀释每股收益(元/股),-0.1056,-0.2308,-0.35,2.92,0.0027,0.0179,0.17,0.28,0.0911,0.23,0.5772,0.71,0.24,0.36,0.5,0.72,0.25,0.32,0.41,0.65,0.14,0.32,0.46,0.56,0.11,0.32,0.53,0.72,0.15,0.42,0.44,0.61,0.15,0.38,0.6,0.71,0.18,0.38,0.37,0.53,0.17,0.37,0.58,0.78,0.24,0.45,0.64,0.69,0.15,0.22
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38,-3.51,-69.88,-90.77,-350.02,288.91,267.83,268.77,199.6,-7682.83,-13357.86,-24736.59,1102.81,-81.61,-809.34,620.53,871.62,6413.87,3132.07,-1001.45,-1561.32,-1222.96,370.87,1825.92,1654.83,-634.56,190.66
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18015.11,13301.72,20204.34,27694.07,43059.69,16415.91,59175.83,71588.99,106004.83,20448.98,47215.0,67193.7,81917.49,15805.12,46162.8,75613.18,102671.45,22848.37,66452.19,104782.32,151245.78,31696.06,81008.51,123917.86,175853.28,45639.07,95825.8,150196.05,217539.08,75509.36,154612.63,236745.5,314843.04,95600.16,185663.2,261175.65,284659.31,61479.99,88497.72
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18015.11,13301.72,20203.4,27694.07,41926.5,16497.95,45901.37,58536.08,93617.1,19700.91,46612.86,66671.13,81009.36,15996.18,46232.62,75975.29,103248.75,23091.74,66858.14,105239.79,146432.36,27750.32,77042.73,119929.25,170558.27,45635.65,95822.37,150192.62,217536.85,75509.36,154613.86,236752.17,314859.77,95605.99,185663.0,261186.98,284670.64,61479.99,88497.72
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,1133.2,-82.03,13274.45,13052.91,12387.73,748.07,602.14,522.57,908.14,-191.06,-69.82,-362.11,-577.3,-243.37,-405.95,-457.48,4813.41,3945.73,3965.78,3988.61,5295.01,3.42,3.42,3.42,2.23,0.0,-1.23,-6.66,-16.73,-5.83,0.2,-11.33,-11.33,0.0,0.0
