报表日期,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.51,10.01,-535.01,-1227.16,-1792.39,-335.75,-1126.15,-1775.02,-1862.44,-519.51,-1072.25,-1967.72,-1151.37,-742.24,-1621.21,-2558.54,-3343.6,-669.61,-1639.84
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,1200.15,1394.06,1711.57,1028.24,1710.91,2868.27,703.05,2009.39,2898.58,3339.21,318.59,1331.63,2626.94,3599.83,-62.11,1266.69,3378.18,5064.21,428.72,2524.15,4721.55,8976.5,900.42,3724.84,4893.83,10170.47,970.46,46349.91,48068.55,51770.89,-601.13,8447.99,12937.89,25739.6,3042.53,9975.23,17141.52,31028.15,3966.71,12883.4,23742.56,41251.39,1288.36,6784.84
加:营业外收入,99.67,446.24,1181.43,259.32,341.52,1030.12,10.83,72.32,283.15,1566.7,400.72,773.65,1054.74,2176.09,808.56,1580.15,2037.96,3384.11,769.74,1581.53,2677.13,3933.17,898.21,2345.58,3324.91,5322.63,1308.9,2680.94,3645.77,6614.78,2736.7,547.32,778.16,206.13,0.68,12.2,32.32,8.95,1.01,1.34,8.8,35.13,1.04,7.21
减：营业外支出,0.07,5.36,0.06,0.0,0.0,2.54,0.0,0.0,0.0,1.0,2.7,12.2,0.12,1.53,0.0,0.0,32.91,33.82,0.0,4.19,6.6,10.0,2.12,79.67,100.6,42.44,0.65,13.93,14.23,38.2,5.82,21.0,96.11,323.87,1.53,1.62,3.16,84.77,1.12,1.12,1.12,24.0,1242.71,1797.85
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,32.91,32.82,0.0,0.0,6.6,8.92,2.12,69.67,68.49,7.22,0.65,3.91,4.21,12.95,5.82,14.18,74.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,1299.75,1834.94,2892.94,1287.55,2052.42,3895.85,713.88,2081.71,3181.73,4904.91,716.61,2093.08,3681.56,5774.38,746.45,2846.83,5383.23,8414.5,1198.47,4101.48,7392.08,12899.67,1796.5,5990.75,8118.13,15450.67,2278.71,49016.92,51700.1,58347.47,2129.75,8974.31,13619.94,25621.86,3041.68,9985.81,17170.68,30952.33,3966.6,12883.62,23750.24,41262.51,46.7,4994.2
减：所得税费用,75.66,133.07,276.68,196.39,291.58,361.2,100.71,322.83,485.3,475.62,79.71,251.21,390.2,527.07,96.4,347.45,665.45,574.65,210.04,552.29,816.48,635.47,194.84,212.47,-723.77,-698.49,205.15,6591.56,5822.38,5799.51,6.34,704.84,922.91,2648.1,-533.83,-1281.18,-1044.08,269.42,-1161.38,-1744.98,-1501.55,1705.34,-473.18,-1194.53
五、净利润,1224.09,1701.87,2616.26,1091.16,1760.85,3534.65,613.17,1758.88,2696.44,4429.29,636.9,1841.87,3291.37,5247.32,650.05,2499.38,4717.79,7839.85,988.43,3549.2,6575.6,12264.2,1601.66,5778.28,8841.9,16149.15,2073.55,42425.36,45877.72,52547.96,2123.42,8269.46,12697.03,22973.76,3575.51,11266.98,18214.76,30682.9,5127.98,14628.6,25251.78,39557.18,519.87,6188.73
归属于母公司所有者的净利润,1224.09,1701.87,2616.26,1091.16,1760.85,3534.65,613.17,1758.88,2696.44,4429.29,636.9,1873.52,3365.53,5284.99,773.62,2690.4,4926.37,8060.4,1093.05,3771.72,6872.87,12097.16,1702.74,5847.48,8960.26,15250.37,2215.32,42345.27,45896.52,51862.28,2695.64,8912.3,13362.39,22903.99,4044.61,11872.71,19258.22,30330.52,5746.48,16219.75,27293.94,39842.07,1174.81,7465.48
少数股东损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65,-74.16,-37.68,-123.57,-191.01,-208.58,-220.55,-104.62,-222.52,-297.27,167.04,-101.08,-69.2,-118.36,898.78,-141.76,80.09,-18.79,685.68,-572.23,-642.83,-665.36,69.77,-469.11,-605.72,-1043.47,352.38,-618.51,-1591.14,-2042.15,-284.9,-654.94,-1276.75
基本每股收益(元/股),0.5,0.66,0.65,0.27,0.44,0.88,0.15,0.44,0.65,1.0,0.12,0.18,0.31,0.49,0.07,0.25,0.46,0.7528,0.1,0.175,0.318,0.56,0.08,0.107,0.164,0.2783,0.0399,0.5294,0.5706,0.6413,0.0323,0.0562,0.0845,0.1439,0.0256,0.0748,0.1212,0.1897,0.0358,0.1008,0.1695,0.2463,0.0073,0.0352
稀释每股收益(元/股),0.0,0.0,0.0,0.0,0.44,0.0,0.15,0.0,0.65,1.0,0.12,0.18,0.31,0.49,0.07,0.25,0.45,0.739,0.1,0.172,0.31,0.55,0.07,0.106,0.162,0.2754,0.0392,0.5216,0.563,0.5805,0.0322,0.0558,0.0836,0.1412,0.0252,0.0741,0.1203,0.1864,0.0356,0.1009,0.1698,0.2451,0.0072,0.0351
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
八、综合收益总额,1224.09,1701.87,2616.26,1091.16,1760.85,3534.65,613.17,1758.88,2696.44,4429.29,636.9,1841.87,3291.37,5247.32,650.05,2499.38,4717.79,7839.85,988.43,3549.2,6575.6,12264.2,1601.66,5778.28,8841.9,16149.15,2073.55,42425.36,45877.72,52547.96,2123.42,8269.46,12697.03,22973.76,3575.51,11266.98,18214.76,30682.9,5127.98,14628.6,25251.78,39557.18,519.87,6188.73
归属于母公司所有者的综合收益总额,1224.09,1701.87,2616.26,1091.16,1760.85,3534.65,613.17,1758.88,2696.44,4429.29,636.9,1873.52,3365.53,5284.99,773.62,2690.4,4926.37,8060.4,1093.05,3771.72,6872.87,12097.16,1702.74,5847.48,8960.26,15250.37,2215.32,42345.27,45896.52,51862.28,2695.64,8912.3,13362.39,22903.99,4044.61,11872.71,19258.22,30330.52,5746.48,16219.75,27293.94,39842.07,1174.81,7465.48
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65,-74.16,-37.68,-123.57,-191.01,-208.58,-220.55,-104.62,-222.52,-297.27,167.04,-101.08,-69.2,-118.36,898.78,-141.76,80.09,-18.79,685.68,-572.23,-642.83,-665.36,69.77,-469.11,-605.72,-1043.47,352.38,-618.51,-1591.14,-2042.15,-284.9,-654.94,-1276.75
