报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,28730.99,58400.41,88627.74,138136.07,42976.2,82250.36,120523.72,168595.53,39957.09,91105.42,144651.98,207910.61,63616.63,124362.64,177645.15,246378.43,70435.52,127999.37,186291.57,275884.83,71383.31,114873.49,186083.83,305607.43,96774.29,175300.04,285154.08,401630.44,94654.85,172662.21,260411.36,400901.05,143202.33,254725.79,378484.0,544966.32,148307.38,267435.03,398467.29,631713.53,167633.72,293439.16,448093.93,737234.03,169587.39,298598.24,438428.54,733831.62,129178.35,189034.46,283007.44
营业收入,28730.99,58400.41,88627.74,138136.07,42976.2,82250.36,120523.72,168595.53,39957.09,91105.42,144651.98,207910.61,63616.63,124362.64,177645.15,246378.43,70435.52,127999.37,186291.57,275884.83,71383.31,114873.49,186083.83,305607.43,96774.29,175300.04,285154.08,401630.44,94654.85,172662.21,260411.36,400901.05,143202.33,254725.79,378484.0,544966.32,148307.38,267435.03,398467.29,631713.53,167633.72,293439.16,448093.93,737234.03,169587.39,298598.24,438428.54,733831.62,129178.35,189034.46,283007.44
二、营业总成本,21979.6,46094.49,71774.63,108358.08,33953.4,66553.9,98891.61,134660.5,30859.53,72310.89,115295.82,161449.97,43624.34,87835.74,129990.19,180673.27,40103.81,77429.16,115764.41,178571.07,34125.14,63527.89,105967.46,193907.68,52191.82,112474.08,183781.14,264406.2,48457.3,105730.17,160320.5,251856.47,83658.28,168436.85,254903.2,368126.93,85859.56,172612.16,264668.01,426100.17,98274.77,194401.12,309624.05,509875.34,99341.2,205672.16,308365.92,508597.97,85020.8,166554.18,258791.9
营业成本,11878.95,26042.68,41838.57,64679.29,23093.76,45118.88,66302.58,84942.16,22235.14,51916.17,81369.78,106230.42,30543.04,59134.44,86824.27,110887.42,23917.84,47215.36,67018.31,93343.15,17633.06,32383.52,52892.09,80529.5,33757.59,67681.85,105572.07,146655.74,30238.28,60303.58,93489.64,138137.38,42863.46,88666.98,135647.94,192874.99,40689.94,82916.12,132372.23,208751.97,48956.68,99399.0,159168.67,257695.64,55772.37,109900.81,156280.59,249574.58,42659.3,83790.69,127729.15
营业税金及附加,269.49,516.65,765.77,1261.84,314.24,591.0,844.77,1322.47,328.03,734.76,1129.32,1789.42,557.64,1169.12,1527.76,2328.62,769.22,1280.24,2019.87,3136.84,896.51,1371.49,2436.69,4171.68,852.11,1619.87,3037.96,4547.12,1102.83,1979.44,3019.45,4878.74,2105.38,3162.68,4929.54,6458.39,2255.05,3386.94,4374.17,6955.07,2448.03,3866.28,5754.3,9191.02,3149.55,4980.8,6716.49,12074.71,1467.32,1986.77,2987.86
销售费用,7191.08,13390.23,20762.77,30671.03,7911.48,14848.54,22841.28,35130.48,5459.26,13684.43,23859.97,37750.89,8554.75,19246.82,30441.68,48150.97,10492.06,18958.86,31079.79,61031.62,11409.43,20219.5,36363.85,77403.63,14468.24,30772.17,54150.97,81552.41,12773.96,28814.42,39863.92,75129.7,30161.85,57430.69,86149.66,127678.27,32036.56,64404.69,93190.65,161792.16,37161.51,71070.89,112797.1,180517.48,30681.12,69084.73,112624.0,177607.51,26947.2,57310.4,88276.85
管理费用,2896.33,6233.43,8750.55,12451.82,3175.27,6184.0,9287.15,13894.18,3048.93,6134.62,9308.93,17371.46,4487.87,9199.37,12358.83,20725.98,5096.47,10564.92,16866.2,23098.16,4460.19,10231.97,14970.2,33391.42,4512.92,14700.23,24883.29,35868.98,4508.95,15387.62,24988.39,37151.22,7678.62,18409.64,27745.92,42318.33,10221.6,19889.87,31796.91,49283.8,9739.46,18567.55,30672.59,57807.42,9835.28,20581.69,19708.2,36251.44,4365.86,12399.27,19781.69
财务费用,-256.25,-368.47,-626.85,-822.52,-541.34,-736.26,-932.39,-1115.15,-211.83,-554.42,-803.05,-1645.56,-518.97,-1131.47,-1353.96,-2085.98,-644.12,-968.41,-1596.85,-2146.65,-274.06,-1002.44,-1424.91,-2150.05,-1477.97,-2347.14,-4062.82,-4776.04,-411.1,-1591.15,-2174.35,-4036.77,-387.55,-1218.6,-1596.98,-1743.05,-472.91,-1300.15,-1558.1,-1650.35,-259.46,-629.58,-49.19,1178.56,-4.0,954.02,438.89,1566.37,-490.0,-278.98,3210.98
资产减值损失,0.0,279.97,283.8,116.62,0.0,547.74,548.23,486.35,0.0,395.34,430.88,-46.66,0.0,217.46,191.61,666.25,472.33,378.18,377.09,107.94,0.0,323.85,729.54,561.5,78.91,47.09,199.67,557.99,244.37,836.27,1133.45,596.21,1236.52,1985.46,2027.13,540.0,1129.32,3314.69,4492.15,967.53,228.56,2126.99,1280.58,3485.22,-93.12,170.11,205.74,7443.06,159.04,0.0,0.0
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2127.13,3587.25,3339.71
投资收益,0.0,120.0,180.0,151.48,0.0,92.84,210.13,363.48,53.52,320.51,320.51,621.19,0.0,-19.37,2621.14,3991.68,1795.91,2887.58,3523.33,5739.75,2502.67,4989.27,9058.47,11603.04,983.92,2066.74,2720.64,4580.57,3888.42,5594.58,8255.87,10170.63,2321.89,5356.81,11483.97,15187.92,2180.74,3769.98,11519.04,10692.1,1999.2,7099.32,7647.42,11964.48,1245.96,9011.87,12903.86,16542.1,207.45,1069.57,2573.83
其中:对联营企业和合营企业的投资收益,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,1.25,0.0,0.0,0.0,-57.97,0.0,0.0,0.0,0.0,0.0,-12.23,-40.74,100.68,164.83,280.68,655.15,872.4,170.79,327.33,509.61,817.36,64.91,291.47,288.0,322.69,0.0,213.69,192.28,3427.31,-14.96,-343.53,-35.54,281.41,9.05,83.23,-144.28
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,6751.39,12425.92,17033.11,29929.46,9022.79,15789.31,21842.24,34298.51,9151.07,19115.04,29676.67,47081.83,19992.29,36507.54,50276.1,69696.84,32127.62,53457.79,74050.49,103053.5,39760.84,56334.88,89174.84,123302.79,45566.38,64892.7,104093.58,141804.81,50085.97,72526.62,108346.73,159215.2,61865.94,91645.75,135064.77,192027.3,64628.56,98592.85,145318.33,216305.45,71358.15,106137.35,146117.29,240969.81,71567.48,102509.34,144309.12,244056.37,47009.89,23333.01,25422.69
加:营业外收入,6.38,16.03,93.98,185.95,17.27,79.31,97.72,236.09,17.96,53.46,133.87,513.18,124.3,193.0,282.85,571.07,62.08,121.42,377.18,1702.59,44.9,93.69,977.78,1666.86,355.88,676.5,1040.22,2186.71,415.71,1986.78,2266.04,2998.34,509.99,1395.14,1830.33,2076.33,550.08,950.78,1506.18,3931.16,373.89,1074.03,1598.75,354.32,213.26,464.2,786.32,1075.51,147.0,299.46,879.66
减：营业外支出,7.81,29.79,51.12,122.28,11.2,278.65,316.67,404.09,2.12,109.02,127.13,252.53,21.47,37.34,54.9,163.34,30.14,54.08,196.88,1126.39,39.51,81.76,166.68,510.09,82.93,202.9,266.21,286.06,4.57,41.43,79.2,880.08,207.62,518.97,1185.13,1385.07,74.21,370.28,582.64,618.44,90.57,416.43,551.49,509.91,107.6,531.77,617.68,745.21,38.94,182.77,335.57
其中：非流动资产处置损失,0.0,0.0,0.0,-68.29,0.0,0.0,0.0,44.15,0.0,0.0,0.0,5.72,0.0,9.59,9.59,42.57,0.0,0.0,21.15,895.86,21.38,23.56,25.23,150.66,8.84,16.13,18.55,51.84,0.33,8.8,12.36,665.62,189.96,189.96,793.45,1142.86,53.12,181.59,241.96,263.04,32.37,89.27,126.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
