报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,1047100.0,2274401.9,3721575.8,4973892.1,1275627.8,2576023.8,3967582.7,5296999.8,1124352.0,2240502.5,3645936.0,5109536.9,1469636.8,3430767.3,5913404.9,8096267.7,2125109.5,4513035.8,7327453.0,9713911.1,2289490.5,4756035.3,7630983.7,9984055.1,2271903.1,4585831.3,7378698.8,9762825.3,2441884.3,4911730.1,7891149.8,10482568.3,2526151.3,5111514.2,8238102.7,10892911.4,2638881.1,5352445.8,8544765.0,11396399.0,2896898.2,5815498.9,9299578.7,12136289.9,3160675.4,6424232.2,10288009.5,13677440.3,3255401.9,6531308.7,10307717.2,13618069.0,1725575.7,2964576.6,4845405.0,6950374.9,1458067.8
营业收入,1047100.0,2274401.9,3721575.8,4973892.1,1275627.8,2576023.8,3967582.7,5296999.8,1124352.0,2240502.5,3645936.0,5109536.9,1469636.8,3430767.3,5913404.9,8096267.7,2125109.5,4513035.8,7327453.0,9713911.1,2289490.5,4756035.3,7630983.7,9984055.1,2271903.1,4585831.3,7378698.8,9762825.3,2441884.3,4911730.1,7891149.8,10482568.3,2526151.3,5111514.2,8238102.7,10892911.4,2638881.1,5352445.8,8544765.0,11396399.0,2896898.2,5815498.9,9299578.7,12136289.9,3160675.4,6424232.2,10288009.5,13677440.3,3255401.9,6531308.7,10307717.2,13618069.0,1725575.7,2964576.6,4845405.0,6950374.9,1458067.8
二、营业总成本,1043500.0,2165663.4,3379077.8,4611546.5,1203906.8,2504447.9,4013823.1,5518213.4,1102348.4,2245147.4,3594077.4,5025217.9,1350037.9,3140910.4,5082524.5,7201473.2,1942278.5,4048841.6,6384818.4,8935920.3,2271113.0,4625008.3,7090150.7,9453315.6,2257543.8,4479204.8,6911000.0,9449435.2,2453715.9,4967950.5,7616827.2,10179274.4,2317225.0,4684476.4,7559970.0,10227093.9,2314906.9,4932777.7,7633203.8,10487079.5,2645526.1,5317641.9,8085857.1,11173457.4,2823023.9,6139326.0,9663346.4,13155101.5,2958795.3,6297241.2,9746992.2,13126230.8,2382324.3,4170010.6,6147126.7,8582500.9,2309855.8
营业成本,912300.0,1911161.8,2946124.4,4030762.4,1113949.6,2313413.1,3645780.8,4860651.2,939432.3,1897577.3,3025854.0,4194711.6,1156985.7,2695141.3,4410089.2,6100480.0,1712017.7,3580396.0,5611288.0,7669243.5,1949587.4,3938519.3,6016274.5,8077414.5,1967648.2,3953070.4,6078505.3,8264565.2,2073273.9,4229922.2,6531771.4,8784125.1,1954914.1,4011069.9,6197069.6,8369489.8,2003127.0,4116041.2,6426966.5,8720270.8,2343530.7,4766396.3,7288906.6,10029828.1,2660272.6,5425209.6,8406922.7,11513181.5,2693604.2,5477680.0,8322825.4,11324584.5,1936553.6,3416159.9,5294563.2,7563105.3,1924129.7
营业税金及附加,25400.0,54609.0,90557.3,120508.2,31481.3,62379.6,96250.9,108513.7,27196.1,54366.3,90201.4,150506.2,34570.7,66210.4,117664.9,160773.4,48438.6,102809.8,168232.1,224145.9,53014.1,109204.5,164656.2,172811.5,7008.2,17657.1,25827.8,30851.2,3976.1,8440.7,14134.3,18801.6,4608.9,11124.7,19416.8,27419.0,7750.2,13742.6,20897.0,29397.2,6281.8,15888.2,22029.0,30057.4,3498.4,11003.2,16308.6,26310.8,4716.1,13299.0,18675.0,27363.5,4203.9,9362.5,15303.3,21658.4,5885.6
销售费用,58600.0,137068.0,229099.3,329095.9,80044.9,161046.1,237261.2,328164.8,81269.6,164042.4,267587.7,381251.2,96378.9,242175.5,413221.4,550342.7,149384.2,308058.7,488777.1,652102.5,160167.5,328020.7,507080.6,689447.4,164396.4,339774.2,533474.8,719933.7,172111.9,359708.5,549733.5,743429.9,168369.2,332519.2,493250.2,614791.3,145311.5,285125.3,423940.8,559495.6,152811.5,307163.5,467438.6,611342.7,149815.9,306258.6,475043.6,634810.7,165550.5,332239.2,490115.2,663723.9,106417.0,197042.6,296756.8,436560.9,109586.1
管理费用,25500.0,50145.2,76077.5,131159.8,24427.4,67330.3,102993.5,157423.6,28547.7,68481.6,112780.5,162031.1,38996.8,95941.0,158176.8,234004.0,59728.6,128622.2,204063.4,330724.1,68949.1,141493.1,217495.1,317788.3,72225.8,145056.6,221453.5,307332.9,73240.7,149630.5,229560.3,321801.4,75371.0,169615.8,282331.9,402352.2,96380.7,189603.1,298246.8,403154.5,92596.5,195570.9,298445.3,437310.6,109211.3,221071.8,335187.7,467565.1,105292.4,207528.7,318941.2,444525.9,90265.9,179766.2,273701.9,412294.5,105656.7
财务费用,21700.0,12679.4,37219.3,-5261.9,-45996.4,-99633.2,-69354.3,37571.3,25902.7,60679.8,97653.8,120593.1,23105.8,28819.2,-29269.3,-53952.5,-27290.6,-73049.4,-139078.4,-154977.3,39394.9,130790.6,207685.1,219953.8,46256.2,21832.1,49889.5,77676.1,131139.4,219524.6,302057.6,324091.5,113767.2,158894.1,566222.0,794853.1,61674.3,329081.5,463696.2,749377.2,49691.5,31355.1,6633.8,5317.8,-99716.0,190021.8,452227.7,527627.3,-11293.6,258714.6,582839.8,616896.7,232960.5,351219.0,244462.3,130942.8,161572.8
资产减值损失,0.0,0.0,0.0,5282.1,0.0,-88.0,891.0,25888.8,0.0,0.0,0.0,16124.7,0.0,12623.0,12641.5,209825.6,0.0,2004.3,51536.2,214681.6,0.0,-23019.9,-23040.8,-24099.9,9.0,1814.4,1849.1,49076.1,-26.1,724.0,-10429.9,-12975.1,194.6,1252.7,1679.5,18188.5,663.2,-816.0,-543.5,25384.2,614.1,1267.9,2403.8,59600.8,-58.3,44.0,44.0,1338.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,25700.0,25385.8,19539.0,13384.0,1930.0,8488.6,-97907.8,-770689.4,99228.4,152107.8,207471.2,275958.0,93820.2,57696.9,109551.4,174351.5,9482.4,3932.6,7720.8,3374.4,45.0,354.4,595.3,460.3,-401.1,-95.4,-304.5,31.0,-20.4,-42.3,433.5,720.0,289.0,370.4,668.2,563.4,7.8,-11.0,-4.7,-27.9,8.2,8.9,30.4,-6.0,436.4,205.8,32.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
