报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
一、营业总收入,411413.88,1109652.09,1417346.59,3552661.13,640043.58,1725501.3,2254191.3,4099177.92,816431.87,2180865.24,2954383.85,4888101.31,750496.98,1676633.04,2238042.99,5071385.14,797025.55,1998883.81,2930836.92,7178274.98,1034591.16,3072299.12,4612822.16,10311624.51,1399990.59,4139034.56,6341531.82,13541879.11,949721.66,4096190.21,6313959.26,14638800.45,889433.82,5026679.8,7959621.0,19554913.0,1461131.2,7479529.43,11705480.01,24047723.69,1858922.88,6981047.76,11710050.37,24289711.03,3082561.53,10597453.73,17602213.92,29767933.11,4837463.08,13932007.68
营业收入,411413.88,1109652.09,1417346.59,3552661.13,640043.58,1725501.3,2254191.3,4099177.92,816431.87,2180865.24,2954383.85,4888101.31,750496.98,1676633.04,2238042.99,5071385.14,797025.55,1998883.81,2930836.92,7178274.98,1034591.16,3072299.12,4612822.16,10311624.51,1399990.59,4139034.56,6341531.82,13541879.11,949721.66,4096190.21,6313959.26,14638800.45,889433.82,5026679.8,7959621.0,19554913.0,1461131.2,7479529.43,11705480.01,24047723.69,1858922.88,6981047.76,11710050.37,24289711.03,3082561.53,10597453.73,17602213.92,29767933.11,4837463.08,13932007.68
二、营业总成本,328217.2,854674.8,1120073.81,2805949.17,536394.34,1394701.57,1887137.53,3485566.33,696601.34,1777806.24,2483703.39,4112244.25,602980.25,1313694.94,1787251.48,3958184.29,630707.13,1560292.44,2378347.69,5671637.95,842398.62,2518134.01,3863828.48,8302317.31,1164155.72,3467414.2,5396001.91,11216206.85,820971.43,3541767.01,5521417.37,12557892.09,808633.41,4246355.42,6872361.95,16598826.08,1334969.2,6623309.12,10351367.12,20646729.4,1728994.38,5766866.67,9979994.63,19832384.0,2750322.79,8713163.18,14708293.22,23705187.85,4225157.68,11225843.02
营业成本,228051.28,604631.54,751630.96,2060733.9,392591.26,1017141.15,1341615.95,2500527.45,540407.86,1500730.34,2061899.6,3451471.77,474911.54,1023974.89,1369615.35,3007349.52,406877.36,1099273.04,1704441.93,4322816.36,602229.69,1927444.52,2888554.02,6542161.43,880158.64,2748887.9,4303079.03,9279765.08,570627.72,2829841.41,4415710.56,10255706.37,587011.02,3496081.48,5646715.81,13815062.87,996769.69,5511748.79,8600358.6,16974240.34,1304887.2,4701502.47,7994337.0,16007991.59,2029189.52,6947991.34,11483233.21,18610422.42,3142224.14,8882308.63
营业税金及附加,51234.91,131016.83,170061.83,411577.3,64768.07,203913.83,248004.16,453387.3,85557.19,163582.15,220999.21,360258.04,74550.58,169834.12,222588.63,562410.88,109414.47,252308.95,349217.38,777878.61,114640.87,330068.23,524954.01,1091629.75,132726.14,410927.32,585181.18,1154499.81,90525.72,374022.74,572975.04,1316674.59,75389.09,441173.56,692313.47,1798042.68,126534.32,628456.24,1008022.24,2197875.46,135147.96,516069.38,944371.12,1972223.07,255226.24,750203.87,1265819.21,2317606.22,443755.59,1140707.38
销售费用,18409.99,40695.91,71114.36,119454.37,27841.45,70918.33,113377.7,186035.01,23857.83,55144.75,93448.42,151371.69,29329.04,60640.16,100672.68,207909.28,39352.14,95674.82,168936.53,255677.51,58223.64,123838.19,210493.58,305637.77,62339.92,143110.35,232167.06,386471.36,71055.5,154228.59,257525.15,452188.95,68724.42,154869.24,267257.59,413827.36,72659.58,204522.11,332774.66,516071.59,100833.54,210269.74,365852.44,626198.13,127614.65,280831.23,448548.71,786807.56,137139.21,318652.39
管理费用,27907.89,58613.12,98629.46,176376.58,37160.66,81674.39,100370.56,153079.92,28281.42,56903.21,88737.46,144198.68,30925.3,56326.58,86628.78,184636.93,56267.88,87024.34,127135.53,257821.46,50645.67,84380.15,159650.68,278030.8,57273.49,119220.87,188110.45,300283.76,66524.09,140909.26,209286.68,390261.77,71285.19,141822.63,226447.41,474524.98,114281.97,217646.63,317147.64,680056.19,147746.91,260462.26,533065.17,886571.41,221819.71,434288.07,661403.55,1034080.52,263901.44,518438.51
财务费用,2592.69,17814.69,27908.39,35950.01,13308.92,20077.06,27285.55,65725.33,18431.88,23710.41,42434.03,57368.04,10559.23,26132.65,29715.22,50422.77,14923.97,19167.43,19488.02,50981.3,12931.12,42371.25,67041.44,76475.72,29950.12,37477.86,82540.86,89171.51,18348.15,39675.85,60338.59,64083.95,4434.33,9972.73,34103.26,47773.58,24181.53,42712.45,65704.56,159206.8,36981.09,71828.19,132613.28,207525.68,104004.28,233237.66,462976.44,599857.47,184174.06,322758.34
资产减值损失,20.43,1902.72,728.8,1857.02,723.98,976.81,56483.61,126811.32,65.16,-22264.62,-23815.32,-52423.96,-17295.44,-23213.45,-21969.18,-54545.1,3871.32,6843.86,9128.31,6462.72,3727.63,10031.68,13134.75,8381.83,1707.4,7789.88,4923.32,6015.34,3890.25,3089.15,5581.36,78976.46,1789.36,2435.78,5524.41,49594.61,542.12,18222.89,27359.41,119279.02,3397.68,6734.64,9755.63,131874.12,12468.39,56220.11,325160.34,235425.48,0.0,0.0
公允价值变动收益,59.36,171.08,-129.57,-2225.28,-1532.2,-301.67,1965.11,1926.22,-214.63,-184.93,169.49,243.54,-108.27,-581.07,-1627.53,-1505.45,-194.25,362.78,-1044.6,-286.86,-1035.36,-227.15,-927.27,-871.92,146.13,146.39,-38.79,-57.2,-57.27,289.47,280.44,1101.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1660.26,220.85,6089.07,8663.46,-3519.65,-4301.83
