报表日期,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,729.66,1271.53,1037.62,771.25,597.13,1025.13,1234.9,1473.63,690.96,1155.08,1135.41,1184.13,817.51,1102.09,1081.98,1347.11,674.84,1733.79,840.8,1213.09,929.59,1271.59,1590.0,1604.27,1993.11,2901.94,18117.55,1899.73,1896.67,2217.26,1598.45,3887.68,5886.52,4724.08,4946.16,5115.47,4939.19,5553.77,6056.14,4348.67,5837.56,0.0,5707.3,0.0,3073.68,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,7427.59,9936.58,10064.29,13522.99,15047.1,16914.23,20150.61,21245.69,22513.4,20844.75,23545.56,18146.81,16828.5,15670.64,19069.56,16804.89,22582.34,24540.83,24259.67,21996.79,16047.54,16419.68,16767.17,16360.19,15188.25,19295.61,25847.87,34291.24,34054.34,26072.38,24368.66,29186.66,32344.18,38403.12,44227.13,50495.38,47784.61,49414.51,50390.07,54205.56,57089.0,53214.7,55984.37,52922.73,50315.48,48804.66
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.41,22.41,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.33,0.0,367.02,484.17,459.46,441.11,0.0,0.0,0.0,0.0,20055.1,20069.99,30072.83,50075.48,21000.0,39000.0,0.0,34000.0,4508.67,2811.53,2221.53,2585.25,10036.8,87398.28,30260.0,86040.97,91318.9,85795.21,7541.54,88045.04,64166.49,56505.3,63525.95,38862.79,4533.44,3578.89
流动资产合计,19980.36,29992.94,39681.33,152384.5,159547.44,165665.9,173625.87,180539.35,175134.95,182112.01,180965.59,183855.16,177970.85,191194.9,190764.15,207761.34,216035.99,231770.42,212186.12,235428.03,226193.78,244548.07,251629.09,247630.35,253003.47,261999.24,241006.04,278069.29,284893.45,319474.78,320014.94,353630.28,365069.89,391698.87,311958.85,346682.43,371643.73,380959.28,302600.87,329567.11,343891.9,353775.8,303806.48,331585.78,308966.33,316269.41
发放贷款及垫款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21500.0,20000.0,26144.17,27746.17,29592.41,31541.93,38048.13,0.0,0.0,0.0,0.0,0.0
持有至到期投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.76,149.76,144.89,131.8,128.75,128.75,119.29,120.67,4739.6,4674.56,4616.59,0.0,0.0,0.0,1957.25,3157.25,4425.84,8068.32,6386.18,7835.85,6331.43,6331.43,29074.13,30692.59,33755.86,42002.02,42126.57,41831.25,44983.65,45965.93
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
在建工程(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8817.62,0.0,10160.29,0.0,11429.8,0.0,6363.98,6026.98,6892.52,8249.42,9355.92,11911.81,9383.9,11716.86,20601.99,24232.43
在建工程,7.4,3223.18,959.48,3900.65,2670.28,5212.96,5961.75,5727.57,16064.7,10432.81,11212.13,14390.48,18373.81,14460.1,16736.11,17433.05,8446.5,11503.51,15335.81,21121.69,19492.1,16471.03,17156.0,17109.64,1943.31,2294.61,3526.26,19371.7,9579.24,9501.12,8817.62,9933.44,10160.29,10881.48,11429.8,13848.07,6363.98,6026.98,6892.52,8249.42,9355.92,0.0,9383.9,0.0,20601.99,0.0
工程物资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产及清理(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96028.0,0.0,98010.88,0.0,99832.41,0.0,111724.53,117722.04,116271.11,117219.08,117258.96,115812.12,120464.27,119270.91,120493.33,118327.39
固定资产净额,5514.75,7278.98,12647.85,13242.83,13321.47,16018.22,16192.23,18936.55,20400.73,27374.67,27761.43,28275.92,30155.63,36741.79,36816.09,36962.61,52776.97,52231.83,51792.89,53034.5,61225.7,65884.19,65638.76,66353.52,85255.96,83943.97,81884.61,81762.96,94113.03,95504.08,96028.0,97134.9,98010.88,96506.13,99832.41,100193.18,111724.53,117722.04,116271.11,117219.08,117258.96,0.0,120464.27,0.0,120493.33,0.0
固定资产清理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.96,172.76,172.78,185.15,177.21,0.0,0.03,85.35,73.97,0.0,105.45,110.27,136.0,0.0,71.2,13.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
使用权资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,42.43,0.0,0.0,5.04,82.1,524.85,521.54,5524.49,3681.06,3665.3,6888.88,8139.12,14579.58,14427.45,14317.72,14180.59,14478.96,14332.73,14221.32,14026.82,47825.65,47678.64,47581.09,47434.72,98471.16,98325.49,98172.85,107692.97,99894.83,99722.69,99551.4,99484.13,97749.19,97797.85,97416.53,97281.62,97292.01,97126.31,93103.68,91868.0,106249.88,104080.1,102903.12,101835.37,113724.8,111949.72
开发支出,0.0,0.0,0.0,0.0,1063.96,1063.96,1105.88,1159.66,1288.72,1348.25,1510.2,856.16,1000.57,1160.92,1486.26,1892.32,2446.86,2612.29,2914.02,3339.06,4106.59,4404.19,4773.31,5044.48,6274.29,6505.65,6758.34,7474.11,20175.31,22261.67,23405.88,25363.62,27752.52,29365.19,32205.26,34809.17,38253.01,42769.09,45116.25,51607.56,77007.16,80926.39,85696.23,69614.92,59750.2,62499.27
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2154.51,8713.78,8713.78,8713.78,8713.78,8713.78,8713.78,8713.78,8713.78,8713.78,8713.78,8713.78,61795.42,38084.6,38084.6,38084.6,38084.6,36985.78,36985.78
长期待摊费用,0.0,0.0,0.0,0.0,0.0,12.41,11.94,21.86,0.0,1341.55,1353.83,1314.17,1401.63,1361.18,1360.52,1399.44,1604.82,1561.62,1512.22,1456.52,1409.15,1353.89,1560.67,1568.38,2069.27,2025.51,2515.53,5612.66,4133.19,3911.63,3743.51,3590.73,4795.72,4514.93,4905.13,5015.52,5688.81,5784.52,6011.61,5869.8,6594.9,6416.95,6580.0,6235.83,7272.04,6864.0
递延所得税资产,49.16,365.15,490.12,524.12,510.14,892.82,879.81,1217.49,744.75,865.35,972.6,984.36,1032.04,1496.27,343.01,407.18,2132.08,2319.78,2770.07,3747.53,3943.54,4979.87,6165.76,5194.24,7238.28,7845.94,7305.39,6719.14,5945.71,5249.35,5089.55,5244.73,5057.88,4289.41,5474.15,5613.36,5670.55,4160.61,4555.38,4882.26,5705.72,5669.82,5827.01,5445.65,6297.58,7996.8
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2608.85,3697.73,8426.82,10063.31,11239.73,10900.06,11767.53,13186.57,31677.92,32459.84,10744.67,11557.75,8612.16,19560.4,24011.36,24377.98,14527.41,13578.44,14618.84,20423.85,12397.44,29536.92
非流动资产合计,5613.74,10867.32,14097.45,17672.64,17647.95,23725.37,24673.15,32619.58,42352.72,45200.71,49884.22,54137.41,66543.26,69647.74,71145.06,72349.16,82035.93,84816.97,88801.5,96993.91,138131.48,140971.76,143008.7,142825.64,208600.72,209313.46,213206.38,240851.36,253794.83,255764.38,259074.51,265809.15,288344.03,292603.22,298607.91,304868.31,314794.43,335941.33,363342.23,428104.06,446588.54,456530.37,463933.07,452707.76,464363.29,486327.13
资产总计,25594.09,40860.26,53778.77,170057.14,177195.38,189391.27,198299.02,213158.93,217487.67,227312.71,230849.81,237992.57,244514.1,260842.63,261909.21,280110.5,298071.92,316587.39,300987.61,332421.94,364325.26,385519.83,394637.79,390455.99,461604.2,471312.7,454212.42,518920.65,538688.27,575239.16,579089.45,619439.43,653413.91,684302.09,610566.76,651550.73,686438.16,716900.62,665943.1,757671.17,790480.44,810306.17,767739.55,784293.54,773329.62,802596.54
短期借款,2855.0,3920.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9400.0,12400.0,12400.0,17581.75
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9911.87,0.0,7678.66,0.0,15276.73,0.0,9142.78,11922.18,10401.65,12503.92,11924.75,12952.2,11535.67,16625.7,14405.95,17513.04
应付票据,1900.0,2000.0,0.0,2298.7,3000.0,701.3,3239.47,12124.09,13798.41,11840.03,12190.48,10753.14,9599.2,7439.9,8715.89,10601.48,3931.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,22.39,22.39,0.0,0.0
应付账款,3233.03,4062.41,4994.61,6207.62,5248.41,7617.53,9324.86,7938.21,7001.12,6949.4,6555.52,5992.36,5324.55,7253.71,8603.32,5689.74,8220.55,10013.26,7894.13,10406.95,16708.48,12257.12,11689.2,10279.84,10486.93,12553.29,13785.56,32030.54,16981.38,18807.85,9911.87,10142.44,7678.66,8226.1,15276.73,15491.25,9142.78,11922.18,10401.65,0.0,11774.75,0.0,11513.28,16603.31,14405.95,17513.04
预收款项,427.39,837.0,422.1,903.34,859.45,894.09,884.56,1315.97,604.35,656.07,376.93,462.01,647.02,816.93,849.22,634.4,680.78,380.85,441.89,827.7,697.67,877.0,883.82,880.57,370.66,461.48,616.84,1023.51,627.1,918.25,742.62,426.52,499.11,629.13,1000.21,577.86,1770.27,809.98,836.9,497.5,3487.12,3322.15,2629.46,2627.01,1529.23,1173.31
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,546.7,603.03,550.37,612.24,1389.69,276.36,680.46,1104.55,2606.22,1430.14,2122.17,2794.75,3415.91,1640.97,2542.66,3379.02,4851.33,2082.95,3175.68,4393.98,5975.07,2549.24,3873.09,5181.15,6652.24,2827.13,4248.2,5775.01,7854.34,3714.25,5449.77,7141.34,9259.08,3972.98,6070.51,7863.97,10858.11,6800.5,9090.24,12257.73,13386.79,7412.22,10001.22,12462.03,17688.87,6537.44
应交税费,338.27,885.17,2548.1,2253.36,1460.53,3522.83,2145.26,2038.76,1219.88,3273.92,3348.92,2369.18,4391.31,6121.21,4383.78,7409.52,8496.74,8519.37,7150.32,10377.71,11327.96,12706.64,9755.69,11055.42,15141.88,14131.45,11110.03,11549.03,13611.91,15989.81,13110.14,15009.18,18206.34,15661.89,15917.13,17701.56,19334.58,18642.27,13845.49,17489.02,21461.4,15118.76,11166.33,10612.3,3777.8,6192.57
其他应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63153.44,0.0,59200.95,0.0,13942.57,0.0,14705.16,8181.13,7592.02,36375.06,15748.81,15465.85,20099.21,19208.28,21907.36,39353.16
应付利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.71,32.71,104.15,192.97,134.48,248.88
应付股利,0.0,0.0,0.0,0.0,0.0,0.0,8121.75,6500.0,0.0,0.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26665.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42510.03,42510.03,42510.03,42510.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应付款,1198.02,1762.78,2349.85,3207.25,2600.57,4983.24,4877.04,4272.87,3953.36,4309.62,5036.34,5373.78,4820.39,7689.84,10270.36,7633.43,6637.07,10109.33,8328.94,12849.6,12312.49,14385.46,13632.27,9633.85,46142.08,27133.58,25553.95,26262.73,20299.92,20540.14,20643.41,21423.53,16690.92,17640.18,13942.57,15796.05,14705.16,8181.13,7592.02,36375.06,15716.11,0.0,19995.06,0.0,21772.88,0.0
预提费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内的递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付短期债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动负债,0.0,500.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,3770.4,1500.0,6040.8,4540.8
其他流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.4,102.4,102.4,102.4,192.2,192.2,386.9,386.9,466.9,466.9,536.9,524.71,558.96,533.96,424.27,411.32,500.04,500.04,470.04,520.04,524.6,533.6,520.77,490.8,510.8,510.8,514.8,514.8,0.0,0.0,0.0,678.9,0.0,0.0,0.0,0.0,0.0,0.0
流动负债合计,10498.41,14570.39,18325.02,15482.51,14558.65,17995.36,29273.4,35294.45,29285.74,28561.59,35732.76,33847.6,28390.59,31154.75,35752.13,35734.49,33285.06,31572.67,27527.86,39380.65,47580.62,43309.42,66923.68,37442.15,79303.84,57606.96,55784.62,77160.87,59899.26,60503.91,92888.61,97143.84,96854.94,90651.12,54221.94,59445.48,57310.9,47856.06,43266.31,81302.13,67508.87,55771.18,68602.29,75435.32,77750.01,92892.08
长期借款,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,4500.0,4500.0,4000.0,4000.0,3000.0,3000.0,2500.0,15459.9,24204.0,24204.0,21433.6,22408.01,15892.8,28730.8
