报表日期,2007-12-31,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.2,-18.57,-117.05,0.0,-180.51,-25.38,-40.65,-43.02,-40.36,-276.11,-114.37,-89.6,-21.24,-33.29,-29.09,-30.81,33.97,-10.39,156.75,81.55,1997.71,-16.11,-38.98,-53.89,-69.23,-15.47,-29.5
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,1305.21,3336.01,-1031.05,1959.78,4265.62,5745.07,-775.21,2362.92,4569.72,6725.85,140.75,3517.58,6925.94,11254.99,732.24,6267.21,12116.74,16910.17,1685.41,8341.47,14432.5,24049.04,4095.55,22520.4,34868.49,48774.82,11750.64,46549.16,68421.08,95648.47,22549.18,93066.08,141801.06,188670.06,52782.92,145519.67,220203.92,282980.19,72723.42,146822.85,152441.06,68017.87,2849.36,906.3
加:营业外收入,199.28,459.38,93.71,68.5,112.21,474.54,284.4,333.85,453.46,760.28,20.58,46.97,86.25,121.08,76.65,106.27,319.76,5532.9,53.12,77.55,116.64,450.79,20.73,127.11,278.23,449.27,69.22,140.63,322.1,676.5,590.93,773.99,1087.53,2351.99,336.59,1356.5,17734.03,16633.75,297.34,1575.92,1620.6,1407.55,66.55,164.59
减：营业外支出,1.69,196.15,0.0,0.0,3.4,11.07,0.56,0.56,0.66,2.17,0.5,0.0,0.0,17.33,0.0,0.0,20.0,619.65,0.0,1.0,1.51,118.99,0.02,12.87,12.87,28.36,0.06,4.49,4.49,4.49,0.0,0.0,0.0,0.0,0.0,0.0,130.0,194.82,4.08,12.26,15.01,1580.64,36.81,86.62
其中：非流动资产处置损失,0.69,175.33,0.0,0.0,2.9,10.57,0.0,0.0,0.16,0.17,0.0,0.0,0.0,17.33,0.0,0.0,0.0,38.57,0.0,0.0,0.51,90.88,0.02,12.87,12.87,12.87,0.06,4.49,4.49,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
四、利润总额,1502.8,3599.23,-937.34,2028.28,4374.43,6208.55,-491.36,2696.21,5022.53,7483.96,160.83,3564.56,7012.19,11358.74,808.89,6373.49,12416.5,21823.42,1738.53,8418.02,14547.63,24380.85,4116.25,22634.63,35133.86,49195.73,11819.8,46685.3,68738.69,96320.48,23140.11,93840.06,142888.59,191022.06,53119.51,146876.17,237807.95,299419.13,73016.67,148386.51,154046.65,67844.77,2879.1,984.27
减：所得税费用,475.88,832.81,5.36,364.62,827.68,1110.68,48.11,512.63,833.53,1734.43,55.89,498.94,986.65,1852.44,387.1,1164.97,2299.97,3816.67,749.99,1245.12,2285.59,3908.27,1055.12,3775.21,5921.53,8078.59,1999.94,6700.03,10492.45,14879.12,3960.39,14799.36,22903.31,27556.64,8639.22,23110.48,35665.02,34014.7,12169.46,22920.69,25889.68,9017.68,862.33,25.95
五、净利润,1026.92,2766.42,-942.7,1663.66,3546.75,5097.87,-539.47,2183.57,4189.0,5749.53,104.94,3065.62,6025.54,9506.3,421.79,5208.52,10116.54,18006.75,988.54,7172.9,12262.04,20472.58,3061.13,18859.42,29212.33,41117.14,9819.87,39985.27,58246.25,81441.36,19179.72,79040.7,119985.29,163465.42,44480.29,123765.69,202142.93,265404.43,60847.21,125465.82,128156.97,58827.09,2016.77,958.32
归属于母公司所有者的净利润,913.98,2710.21,-942.7,1663.66,3546.75,5097.87,-539.47,2183.57,4189.0,5749.53,104.94,3065.62,6025.54,9506.3,421.79,5213.24,10117.62,18006.02,988.16,7171.07,12248.01,20459.3,3075.9,18208.24,28046.14,40197.9,10236.39,40285.79,58392.87,82056.48,20287.84,80422.03,121545.88,161705.3,43671.57,121298.54,199490.34,253915.23,59365.87,121416.5,124362.92,50551.26,1049.58,2514.59
少数股东损益,112.94,56.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.72,0.0,0.73,0.37,1.83,14.03,13.28,-14.77,651.18,1166.19,919.23,-416.52,-300.51,-146.62,-615.12,-1108.12,-1381.33,-1560.59,1760.11,808.72,2467.16,2652.59,11489.2,1481.34,4049.33,3794.04,8275.83,967.19,-1556.27
基本每股收益(元/股),0.22,0.45,-0.13,0.23,0.49,0.71,-0.07,0.27,0.49,0.65,0.01,0.16,0.31,0.49,0.022,0.13,0.26,0.46,0.03,0.14,0.24,0.4,0.06,0.36,0.55,0.79,0.2012,0.61,0.75,1.19,0.26,0.68,1.03,1.38,0.37,0.68,1.12,1.43,0.33,0.68,0.53,0.216,0.005,0.011
稀释每股收益(元/股),0.22,0.45,-0.13,0.23,0.49,0.71,-0.07,0.27,0.49,0.65,0.01,0.16,0.31,0.49,0.018,0.13,0.26,0.46,0.03,0.14,0.24,0.4,0.06,0.36,0.55,0.79,0.2012,0.61,0.75,1.19,0.26,0.68,1.03,1.36,0.37,0.68,1.12,1.42,0.33,0.68,0.53,0.215,0.005,0.011
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.86,105.29,-115.25,462.95,-1333.46,-506.55,1082.6,3007.73,2754.71,-983.88,56.53
八、综合收益总额,1026.92,2766.42,-942.7,1663.66,3546.75,5097.87,-539.47,0.0,4189.0,5749.53,104.94,3065.62,6025.54,9506.3,421.79,5208.52,10116.54,18006.75,988.54,7172.9,12262.04,20472.58,3061.13,18859.42,29212.33,41117.14,9819.87,39985.27,58246.25,81441.36,19179.72,79040.7,119985.29,163591.28,44585.59,123650.44,202605.88,264070.97,60340.66,126548.42,131164.7,61581.8,1032.89,1014.85
归属于母公司所有者的综合收益总额,913.98,2710.21,-942.7,1663.66,3546.75,5097.87,-539.47,0.0,4189.0,5749.53,104.94,3065.62,6025.54,9506.3,421.79,5213.24,10117.62,18006.02,988.16,7171.07,12248.01,20459.3,3075.9,18208.24,28046.14,40197.9,10236.39,40285.79,58392.87,82056.48,20287.84,80422.03,121545.88,161831.16,43776.86,121189.79,199239.27,253538.64,60577.78,121605.21,123846.71,50095.3,1372.24,2327.13
归属于少数股东的综合收益总额,112.94,56.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.72,-1.09,0.73,0.37,1.83,14.03,13.28,-14.77,651.18,1166.19,919.23,-416.52,-300.51,-146.62,-615.12,-1108.12,-1381.33,-1560.59,1760.11,808.72,2460.65,3366.61,10532.32,-237.12,4943.21,7317.99,11486.49,-339.35,-1312.28
