报表日期,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
长期应付款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20072.18,0.0,3048.89,0.0,2112.13,0.0,34201.89,36274.86,32932.5,31915.1,25753.95,22080.21,40518.62,36418.8,32000.84,34473.8,29719.09
长期应付款,50.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13529.95,11950.7,10315.69,16620.74,19502.84,17937.56,20072.18,17985.5,3048.89,2583.38,2112.13,30648.84,34201.89,36274.86,32932.5,31915.1,25753.95,0.0,40518.62,0.0,32000.84,0.0,29719.09
专项应付款,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计非流动负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
递延所得税负债,8.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,704.08,684.41,730.66,707.93,618.2,598.52,580.82,2154.67,1934.06,1886.46,1283.21,1244.29,1978.97,1914.1,1847.4,1782.53,2471.84,2467.3,2344.07,2289.76,2214.11,2153.41,2092.72,2032.02,1956.63,1895.94,1835.24,1774.55,2966.56,2878.72,3026.72,3023.58,4234.95,4113.8,3992.65
长期递延收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5472.16,5114.72,5049.73,4684.84,5133.3,4700.57,5310.43,4928.35,4466.1,4001.96,3537.81,3233.67,3964.63,3788.99,3258.17,3080.97,3578.61,4047.91,3964.1,3812.5,3660.9,3509.3,3357.7
其他非流动负债,108.0,5726.67,11018.78,10051.47,9729.03,10406.59,10059.16,9711.72,9760.95,9403.51,9046.07,8688.63,8331.2,7973.76,7616.32,7258.88,7168.68,6786.25,6187.14,5829.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
非流动负债合计,11803.44,44134.17,34387.78,46835.47,41318.03,43356.59,36033.16,35536.32,43289.35,39871.24,35394.05,36172.14,35820.39,38692.13,43565.84,40231.1,38567.53,44986.68,27876.53,27503.36,42966.95,91992.58,93907.64,117057.87,119331.35,117747.61,121125.6,96125.94,82874.84,92682.15,48201.16,83648.03,79972.16,64191.29,68338.85,71206.82,103143.06,97745.11,120954.87,116519.96,111195.14,112345.01,98337.21
负债合计,120176.46,147977.13,118800.06,149614.77,163502.94,182179.62,170533.7,181282.93,229166.87,239262.49,279940.13,275520.87,263036.72,299186.57,318718.9,292463.98,304872.58,306525.24,302363.3,317786.13,324110.81,390817.53,406377.42,396277.68,402552.76,410672.14,401941.69,393278.33,380002.09,383231.35,411049.22,424163.86,467731.02,458121.17,480589.55,474554.52,503319.95,559412.51,587385.97,582700.68,679847.89,688652.28,716411.25
实收资本(或股本),12000.0,14321.65,18000.0,27000.0,27000.0,36000.0,36000.0,36000.0,36000.0,36000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,90000.0,108924.8,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39,326774.39
资本公积,232.46,18596.76,40666.86,66359.18,66359.18,272190.2,272190.2,272190.2,271831.12,271841.15,217849.62,217861.22,217831.12,217831.12,217831.12,217831.12,216728.35,216728.35,215378.28,215378.28,215378.28,215378.28,215378.28,215378.28,215378.28,215378.28,333164.08,115320.72,115329.78,115329.78,115329.78,115329.78,115329.78,115329.78,115329.78,114530.01,114528.04,114528.04,114528.04,114528.04,114528.04,114528.04,114528.04
减：库存股,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.53,28.1,93.59,97.59,78.52,77.39,73.63,69.5,53.83,30.85,32.08,39.81,11.72,-5.38,10.67,8.19,-69.04,-70.37,-71.09
专项储备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
盈余公积,2799.42,4189.02,5899.52,1735.54,2335.93,2335.93,2335.93,2335.93,3896.12,3896.12,3896.12,3896.12,4940.63,4940.63,4940.63,4940.63,5223.87,5223.87,5223.87,5223.87,5734.93,5734.93,5734.93,5734.93,7874.05,7874.05,8762.07,8762.07,9466.82,9466.82,9466.82,9466.82,10789.26,10789.26,10789.26,10789.26,13009.62,13009.62,13009.62,13009.62,14530.45,14530.45,14530.45
一般风险准备,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
未分配利润,8942.04,20155.08,32050.88,15611.76,20186.86,26029.98,29623.83,32595.43,37094.6,43256.39,36366.57,38747.83,38490.59,42203.55,33727.81,34941.77,35069.34,35789.1,37707.02,39930.25,39924.84,40813.82,39399.06,42163.43,43548.3,44747.13,50968.72,40674.29,47684.49,49336.86,44513.53,48686.42,54642.87,56783.88,52515.57,57201.85,61069.23,63419.48,66364.99,71763.9,75941.84,82153.01,81227.08
归属于母公司股东权益合计,23973.92,57262.51,96617.26,110706.48,115881.98,336556.11,340149.96,343121.56,348821.84,354993.66,348112.32,350505.17,351262.34,354975.3,346499.55,347713.51,347021.56,347741.32,348309.17,350532.41,351038.05,351927.03,350512.27,353276.64,356832.17,358027.56,501913.27,491629.07,499334.0,500985.24,496158.15,500326.91,507590.13,509708.16,505441.08,509335.33,515393.0,517726.15,520687.72,526084.14,531705.69,537915.53,536988.88
少数股东权益,672.94,773.76,0.0,0.0,0.0,0.0,0.0,0.0,11608.5,11692.19,16914.46,17089.38,17147.22,17331.74,17338.07,27032.79,26853.7,26587.08,14527.77,14160.01,13904.84,15397.68,15732.64,15719.72,29693.28,29768.87,29810.07,32933.79,30695.52,30569.72,30773.97,32451.12,33528.59,34232.59,31639.13,22358.86,17885.38,18540.83,19099.25,17664.41,17971.28,18310.99,18746.88
所有者权益(或股东权益)合计,24646.86,58036.27,96617.26,110706.48,115881.98,336556.11,340149.96,343121.56,360430.34,366685.85,365026.78,367594.55,368409.56,372307.04,363837.63,374746.31,373875.26,374328.4,362836.94,364692.42,364942.89,367324.71,366244.91,368996.36,386525.45,387796.43,531723.34,524562.86,530029.52,531554.95,526932.12,532778.03,541118.71,543940.76,537080.22,531694.19,533278.38,536266.98,539786.97,543748.54,549676.97,556226.52,555735.76
负债和所有者权益(或股东权益)总计,144823.32,206013.41,215417.32,260321.25,279384.92,518735.73,510683.66,524404.5,589597.21,605948.34,644966.9,643115.41,631446.28,671493.61,682556.52,667210.28,678747.84,680853.64,665200.25,682478.55,689053.7,758142.24,772622.33,765274.05,789078.2,798468.58,933665.03,917841.19,910031.6,914786.3,937981.34,956941.89,1008849.73,1002061.92,1017669.77,1006248.72,1036598.33,1095679.49,1127172.94,1126449.22,1229524.86,1244878.8,1272147.01
