报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,315716.32,273547.98,269315.79,230628.3,296539.81,324608.62,233480.57,192601.32,365467.29,377419.96,399097.05,279407.52,407779.73,393817.91,520404.94,362822.59,213223.0,153601.53,142712.09,180375.78,148606.4,148336.82,127458.83,137125.56,129461.41,111389.32,141839.93,128483.25,125829.26,91364.56,102206.42,74418.82,57792.22,27232.47,41527.55,63219.3,38517.25,19785.99,19764.29,106811.01,51562.42,40067.12,101330.4,126647.28,177845.12,84207.15,75777.69,48214.79,43675.99,31409.27,55854.7,185244.23,2230044.85,3062077.9,3449789.56
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,95214.15,147286.22,230039.69,236296.66,295763.46,416060.84,408176.65,292686.51,214357.6,334926.28,455455.82,562130.28,481451.42,611251.49,509513.72,700642.37,631361.91,780930.62,672728.36,532635.31,454987.66,442997.32,541856.28,370494.69,499613.36,642751.63,660069.11,698887.97,667437.55,728728.72,628076.88,611520.96,448979.27,472926.25,395931.79,470408.32,377113.43,338389.72,565288.7,640825.49,555177.6,556683.64,557760.83,688314.19,472944.98,452557.81,493218.63,678692.42,582107.02,114437.65,99358.22,131913.23,77447.9,125666.23,169834.14
应收票据,82667.46,137936.76,220421.62,229226.68,285172.3,391752.08,386603.8,272837.82,191091.06,312509.3,444548.8,554765.39,460682.88,591448.33,488259.66,691999.29,606365.75,755020.93,651285.1,524725.07,419428.98,389596.84,500268.4,361664.9,456036.73,601048.0,623664.28,690886.92,631170.81,701505.81,609685.83,607990.14,427234.33,456953.65,360942.22,467978.33,370067.45,313848.16,530557.63,624217.59,502583.1,509911.88,505301.42,670217.65,451200.9,374252.82,387817.98,524300.4,425622.72,0.0,0.0,0.0,3111.05,993.98,794.69
应收账款,12546.69,9349.46,9618.07,7069.98,10591.16,24308.76,21572.85,19848.69,23266.54,22416.98,10907.02,7364.88,20768.54,19803.16,21254.06,8643.08,24996.16,25909.69,21443.26,7910.24,35558.68,53400.48,41587.87,8829.79,43576.62,41703.64,36404.83,8001.04,36266.74,27222.92,18391.04,3530.82,21744.94,15972.6,34989.58,2430.0,7045.98,24541.55,34731.07,16607.91,52594.5,46771.76,52459.41,18096.54,21744.08,78304.99,105400.65,154392.02,156484.3,114437.65,99358.22,131913.23,74336.86,124672.24,169039.45
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594896.51,554267.19,238347.24,2135084.68,3957116.21,2613927.12
预付款项,19845.21,20468.01,20601.8,23097.37,27048.71,29306.95,29002.03,7431.59,24796.28,94054.36,44792.93,22587.09,27859.97,30042.6,23566.72,6159.68,16119.58,57242.26,52479.03,61179.16,190346.37,113535.58,197005.89,127827.78,142953.98,145865.07,141080.7,41573.78,31093.87,81571.39,31155.2,20747.97,27169.47,50447.72,24017.62,19950.53,53114.64,78453.9,33285.41,26935.22,27035.48,23602.24,21891.99,22083.64,43046.77,57710.22,32825.18,23519.93,28919.61,44442.82,73503.0,43431.1,39092.22,48158.61,57280.43
其他应收款(合计),4738.88,2028.84,4006.5,4831.88,4610.99,3560.42,15803.75,7030.83,8453.67,11800.27,11315.77,8644.48,3929.87,4196.27,3841.47,1782.12,1815.37,1776.1,1978.93,10762.79,10817.03,1930.85,2269.52,1900.57,1127.18,1656.95,2081.85,10610.66,1134.23,1983.77,2070.78,1643.6,1914.95,40062.41,2524.83,1131.24,806.57,2124.22,1713.85,796.51,975.07,6906.23,681.96,1182.16,1729.55,23037.32,3175.26,8789.93,17550.19,12520.53,85171.63,4863.64,35854.66,40438.81,55677.73
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,612.03,612.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5629.88,0.0,0.0,0.0,21463.07,0.0,0.0,0.0,1346.09,1346.09,0.0,800.0,0.0,0.0
其他应收款,4738.88,2028.84,4006.5,4219.85,3998.96,3560.42,15803.75,7030.83,8453.67,11800.27,11315.77,8644.48,3929.87,4196.27,3841.47,1782.12,1815.37,1776.1,1978.93,10762.79,10817.03,1804.45,2269.52,1900.57,1127.18,1656.95,2081.85,10610.66,1134.23,1983.77,2070.78,1643.6,1914.95,40062.41,2524.83,1131.24,806.57,2124.22,1713.85,796.51,975.07,1276.34,681.96,1182.16,1729.55,1574.26,3175.26,0.0,0.0,11174.44,0.0,4863.64,0.0,40438.81,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,210471.47,199129.1,187257.32,185951.57,131987.2,107615.13,110244.02,129461.01,139871.88,138290.24,162673.11,149960.54,186031.28,170143.75,207268.81,193933.9,324012.43,270246.27,197475.76,227930.26,238286.06,210858.72,182920.44,245772.23,197717.66,231433.11,275213.82,262608.81,250325.13,317837.29,441305.02,420164.8,378089.41,421170.84,434415.09,330585.98,335506.05,326131.03,328569.22,280642.87,285220.24,304138.47,246513.93,216216.78,201174.59,210938.32,244733.48,218883.0,233307.93,225980.45,265582.72,384033.37,1318816.71,677402.49,683085.31
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
