报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
货币资金,9863.79,19032.59,9813.54,70886.45,70267.82,67129.51,47677.46,59790.14,76252.05,80466.71,80388.55,57516.33,51988.73,21760.14,15987.32,14404.91,33605.53,18574.12,20524.18,27575.34,40782.35,201510.4,202377.62,222860.92,246456.58,226740.88,237566.12,251456.01,237630.27,226075.84,222165.19,211412.27,223540.3,241669.38,291852.24,216883.3,203147.86,131730.29,209842.14,185280.5,204046.41,179491.94,65088.69,137928.74,114658.42,113017.03,128611.53,142217.61,143544.51,188357.01,236582.59,106786.51,95783.05,119433.95,98666.95,130116.47,125332.96
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281088.09,229289.99,216066.16,230175.93,247875.93,172183.36,139349.72,152374.2,126326.3
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21862.56,0.0,29299.88,0.0,27672.44,0.0,46018.94,53700.14,38229.83,51219.99,52248.95,47063.33,34562.05,52691.07,45651.75,45303.33,38736.57,51247.73,41015.04,41697.6
应收票据,5.0,35.43,15.0,26.51,90.0,132.0,160.74,1725.0,662.92,1066.87,683.0,5673.0,13173.5,7156.88,11625.0,14996.44,12905.0,9419.0,11409.5,14522.53,12070.0,12751.0,20333.05,36477.05,32412.46,42893.25,39883.0,27940.0,19451.0,13618.0,15007.0,16546.0,10730.0,9317.0,5180.0,10030.0,7990.0,3525.62,5945.12,12116.66,4360.0,6995.9,7334.59,17110.91,15201.99,7561.16,4708.69,10400.16,3420.96,2223.0,3883.48,4433.1,2885.51,1537.98,5190.0,2463.64,5711.0
应收账款,3823.21,3600.82,3285.69,4451.11,5562.97,7491.68,10846.02,11144.62,14726.77,14643.29,29112.55,24547.11,38485.64,31081.44,48924.62,31773.59,41761.17,23567.94,45667.22,34283.82,45427.95,32853.59,88220.21,61219.57,89897.74,57303.36,95880.6,44073.21,55060.22,32637.01,44966.21,29474.78,30314.42,13431.09,35304.33,26012.67,24013.89,18336.94,27293.97,17183.22,19178.96,20676.54,32317.31,28908.03,38498.15,30668.68,46511.29,41848.78,43642.37,32339.05,48807.59,41218.64,42417.82,37198.59,46057.73,38551.4,35986.6
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预付款项,7314.92,13996.23,9763.59,11008.78,9073.57,20201.14,13807.57,7757.71,4553.0,9602.3,2610.13,14697.21,21042.62,33782.95,23345.96,35307.64,26715.39,57421.75,43790.17,54340.19,41719.99,63610.14,22670.36,18977.34,12175.77,20577.19,11358.48,4941.74,6227.42,11607.74,6731.65,4916.94,3205.84,13006.13,3792.52,3463.34,3063.02,11165.66,5781.36,4674.36,3386.54,10269.96,4178.27,8314.39,4105.16,14516.43,8081.47,5432.04,7485.96,11466.72,5511.0,4405.07,3728.34,8534.02,4362.31,4238.61,3851.12
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8035.39,0.0,11871.37,0.0,16303.59,0.0,1738.26,2151.4,2955.36,8602.49,3720.52,5777.27,6566.82,6550.01,2175.05,1891.36,1750.28,1695.84,1490.53,1422.07
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.21,78.2,139.18,193.83,12.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
