报表日期,2007-03-31,2007-09-30,2007-12-31,2008-03-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8913.37,6574.33
投资收益,159.38,832.55,1043.25,170.64,1680.44,2488.01,2534.74,14.74,120.03,1337.77,1835.0,35.06,350.44,1440.85,4441.19,315.28,1319.59,2935.59,7131.07,58.75,818.77,2650.27,20599.62,1573.2,2800.56,23580.46,20518.92,3762.89,4813.05,8770.42,11246.49,-2985.22,-3809.61,1321.11,-6058.03,-2301.04,-1922.06,-1240.79,-1929.36,9262.24,16167.97,21815.47,394473.99,2349.35,2409.01,9175.78
其中:对联营企业和合营企业的投资收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16349.35,0.0,0.0,0.0,13104.11,0.0,770.66,4699.29,2327.68,-4285.22,-6207.89,-4410.49,-11789.64,-5560.94,-8393.97,-9012.7,-9701.27,-6434.98,-7045.94,-3027.36,-2186.45,-83.98,-178.22,-254.4
汇兑收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
三、营业利润,-2278.14,23616.19,29944.66,-2438.59,50953.13,50460.93,68607.6,-4817.2,21184.52,164782.35,199293.87,2678.99,51401.65,178875.14,213930.17,3844.55,36998.51,202717.61,296942.34,53101.99,183511.23,257801.34,437259.21,163755.5,314581.31,374331.85,448232.17,78901.4,226889.71,248442.31,196832.55,39480.94,47634.74,111152.9,113258.79,69804.29,209863.49,237514.36,329154.78,53269.38,146931.8,318051.01,738683.98,113574.36,366793.69,600068.23
加:营业外收入,0.62,49.99,43.29,4.0,46.84,353.66,2900.2,322.02,1213.68,1800.07,5270.89,1.64,21.84,72.58,3599.14,6.21,25.62,31.07,3973.98,10.07,37.87,91.27,379.76,22.11,17870.22,47791.08,68081.76,432.67,46621.59,91117.44,97953.82,25535.21,25956.93,26084.47,42854.03,41608.88,2015.65,4355.4,2906.15,7497.38,71.8,1120.0,1224.48,60.77,183.79,353.98
减：营业外支出,6.85,508.85,552.49,100.0,385.4,317.83,523.02,318.38,323.3,439.69,834.75,110.2,110.58,168.65,824.64,17.83,24.92,329.33,1722.78,512.6,512.71,1429.43,25919.86,0.0,150.24,1325.63,4007.36,151.68,432.87,627.5,2426.6,317.81,1087.15,36693.5,54599.99,12503.14,25038.94,37827.56,52510.34,12599.39,25485.77,38040.7,51876.49,12693.42,33530.49,42378.23
其中：非流动资产处置损失,0.0,0.0,0.0,0.0,0.0,0.0,171.89,0.0,0.0,0.0,93.72,0.0,0.0,0.17,602.92,0.0,1.02,3.53,177.62,0.0,0.13,0.13,509.56,0.0,0.46,0.46,88.86,0.0,0.34,11.6,150.1,0.02,2.41,28.5,1007.87,0.09,0.09,0.82,0.0,0.0,25.95,0.0,0.0,0.0,0.0,0.0
四、利润总额,-2284.37,23157.34,29435.45,-2534.59,50614.57,50496.76,70984.78,-4813.56,22074.91,166142.73,203730.01,2570.43,51312.9,178779.07,216704.67,3832.92,36999.21,202419.36,299193.54,52599.45,183036.38,256463.18,411719.1,163777.61,332301.29,420797.3,512306.57,79182.39,273078.43,338932.24,292359.77,64698.34,72504.52,100543.86,101512.82,98910.04,186840.19,204042.2,279550.59,48167.37,121517.82,281130.31,688031.96,100941.71,333446.99,558043.97
减：所得税费用,0.0,3550.59,4878.93,0.0,8070.54,6376.01,10586.23,54.05,4139.73,23453.72,33434.92,58.69,6542.93,25128.81,26147.4,695.68,8406.11,32828.27,44715.0,8108.72,26023.96,35639.86,54522.62,24755.97,49417.07,56476.29,33021.06,12744.71,30716.05,34108.31,39891.86,6959.78,8347.0,16075.96,28241.52,10697.53,19430.45,23934.59,42457.51,7319.77,17079.34,31936.53,82997.75,15111.45,39121.08,38992.44
五、净利润,-2284.37,19606.75,24556.52,-2534.59,42544.02,44120.75,60398.55,-4867.6,17935.17,142689.01,170295.08,2511.74,44769.97,153650.26,190557.27,3137.24,28593.11,169591.08,254478.54,44490.73,157012.42,220823.33,357196.48,139021.64,282884.23,364321.01,479285.51,66437.67,242362.38,304823.93,252467.91,57738.56,64157.52,84467.91,73271.3,88212.51,167409.75,180107.61,237093.08,40847.6,104438.49,249193.78,605034.22,85830.26,294325.91,519051.53
归属于母公司所有者的净利润,-2249.11,19568.8,24518.57,-2534.59,43450.23,39823.33,53737.46,-4789.74,19087.2,140615.89,167620.7,-879.08,38565.33,144683.62,178101.28,-1216.99,23581.85,-3786.77,242943.96,42118.55,150296.27,208964.63,340409.37,130827.74,270012.23,345717.13,455362.29,56077.93,228033.12,281451.87,228731.11,50376.54,48668.18,64134.03,50816.79,80359.77,151830.6,161406.51,218892.27,33894.13,86711.31,224494.19,580273.1,80443.95,281612.14,486498.44
少数股东损益,-35.26,37.95,37.95,0.0,-906.2,4297.42,6661.09,-77.86,-1152.02,2073.12,2674.38,3390.83,6204.64,8966.64,12456.0,4354.24,5011.26,6327.05,11534.58,2372.19,6716.15,11858.69,16787.11,8193.9,12872.0,18603.88,23923.23,10359.74,14329.27,23372.06,23736.8,7362.02,15489.34,20333.88,22454.51,7852.73,15579.15,18701.1,18200.81,6953.47,17727.18,24699.59,24761.12,5386.31,12713.77,32553.09
基本每股收益(元/股),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.03,0.05,0.09,0.1,0.14,0.02,0.05,0.12,0.32,0.04,0.16,0.27
稀释每股收益(元/股),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.03,0.05,0.09,0.1,0.14,0.02,0.05,0.12,0.32,0.05,0.16,0.27
七、其他综合收益,0.0,0.0,0.0,0.0,0.0,0.0,-10137.16,0.0,0.0,0.0,4496.98,0.0,-4578.03,0.0,-10472.33,0.0,1200.06,0.0,-570.72,0.0,-3426.57,0.0,-486.91,0.0,0.0,0.0,672.98,904.57,0.0,5189.07,7327.25,378.58,0.0,2851.04,9518.95,-796.31,-3606.12,-6750.9,-8978.47,-5359.45,1927.5,8063.46,6743.45,-4025.88,261.99,5564.48
八、综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,50261.39,0.0,17935.17,142689.01,174792.07,0.0,40191.94,0.0,180084.94,0.0,29793.17,0.0,253907.82,0.0,153585.85,0.0,356709.57,0.0,0.0,0.0,479958.5,67342.24,0.0,310013.0,259795.16,58117.14,0.0,87318.95,82790.25,87416.19,163803.63,173356.71,228114.61,35488.15,106365.99,257257.24,611777.66,81804.38,294587.91,524616.01
归属于母公司所有者的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,43600.3,0.0,19087.2,140615.89,169885.07,0.0,36276.32,0.0,172897.48,0.0,24176.97,0.0,242663.32,0.0,148610.36,0.0,340214.6,0.0,0.0,0.0,455891.42,56622.63,0.0,283875.86,232164.88,50315.25,0.0,65065.14,55444.88,79966.92,150067.6,158114.52,214506.82,31247.0,87625.4,228371.18,582684.42,78508.31,281739.0,489163.02
归属于少数股东的综合收益总额,0.0,0.0,0.0,0.0,0.0,0.0,6661.09,0.0,-1152.02,2073.12,4907.0,0.0,3915.63,0.0,7187.47,0.0,5616.2,0.0,11244.5,0.0,4975.49,0.0,16494.97,0.0,0.0,0.0,24067.08,10719.61,0.0,26137.14,27630.28,7801.89,0.0,22253.8,27345.37,7449.27,13736.04,15242.2,13607.78,4241.15,18740.59,28886.06,29093.24,3296.07,12848.9,35452.98
