报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
一、营业总收入,343531.78,761242.89,1158371.96,1632839.78,423355.62,914580.51,1381434.42,1814047.96,367911.57,790366.51,1205932.81,1654534.47,434940.53,905522.12,1406846.17,1910545.26,512264.86,1055133.92,1614075.0,2177885.72,597628.22,1364611.53,2143842.99,2838102.13,649067.57,1373398.59,2112713.36,2816229.85,681943.53,1379585.63,2141177.44,2877870.35,742382.84,1477329.05,2231767.97,2951083.19,710546.41,1541600.62,2281267.09,3135917.85,799251.82,1671831.01,2521535.12,3742394.62,864378.33,1750979.8,2608389.23,3804254.46,815876.53,1719883.22,2661000.46,3610163.2,539853.53,1203867.27,1921486.01,2611946.08,768531.06
营业收入,343531.78,761242.89,1158371.96,1632839.78,423355.62,914580.51,1381434.42,1814047.96,367911.57,790366.51,1205932.81,1654534.47,434940.53,905522.12,1406846.17,1910545.26,512264.86,1055133.92,1614075.0,2177885.72,597628.22,1364611.53,2143842.99,2838102.13,649067.57,1373398.59,2112713.36,2816229.85,681943.53,1379585.63,2141177.44,2877870.35,742382.84,1477329.05,2231767.97,2951083.19,710546.41,1541600.62,2281267.09,3135917.85,799251.82,1671831.01,2521535.12,3742394.62,864378.33,1750979.8,2608389.23,3804254.46,815876.53,1719883.22,2661000.46,3610163.2,539853.53,1203867.27,1921486.01,2611946.08,768531.06
二、营业总成本,212525.48,496272.79,750616.0,1102430.59,270962.37,586209.98,887446.32,1209040.46,267528.61,578181.15,859153.69,1200649.8,286496.64,576032.39,889629.33,1272302.93,325483.91,689170.17,1069769.24,1502900.34,458972.64,1055860.86,1664401.75,2259147.8,509247.46,1074685.8,1631393.77,2192275.31,509245.8,1037968.56,1596475.46,2155035.41,562433.44,1133568.66,1731517.7,2318627.91,563005.96,1217478.74,1855541.37,2560142.63,662086.77,1349774.15,2042958.73,2978228.45,743271.01,1478063.24,2214976.06,3077507.22,681514.26,1410229.18,2168368.61,2943637.18,437092.1,964390.36,1485685.89,2152901.62,511941.37
营业成本,158462.61,375795.09,570067.6,855107.84,206566.52,450783.25,680672.42,911651.21,202588.1,442613.54,669618.48,928434.69,228576.62,448198.01,700691.69,1007431.27,263947.26,552719.24,852677.88,1178116.03,384484.47,898725.47,1427795.29,1927898.63,430377.19,911138.2,1385431.17,1868288.49,426604.92,860957.98,1343544.27,1824965.01,487065.48,959043.44,1474657.57,1972122.65,494060.23,1038855.5,1592657.77,2192632.83,573433.6,1166273.75,1759535.43,2480872.91,609195.06,1224899.76,1868639.27,2596657.89,573307.73,1191523.59,1845289.45,2501576.81,354087.93,756442.0,1148112.3,1662854.02,399471.36
营业税金及附加,12126.23,26143.95,39886.65,55809.93,14337.13,32220.28,48469.34,65413.56,11985.02,25756.18,37977.3,49932.66,8989.44,17437.3,24925.15,33650.88,8106.01,16844.63,25677.06,36391.81,5923.11,12580.3,18050.06,22974.18,4910.26,10051.49,14810.1,22105.86,6403.87,10716.59,14875.68,18533.3,4049.68,10087.44,14055.29,24586.33,4927.69,11983.57,13027.05,26283.06,2529.31,9363.17,13902.22,99492.26,19411.28,26373.47,29201.94,37511.11,5454.6,15018.31,22939.06,34288.74,4138.92,17715.74,34002.59,49234.69,19000.11
销售费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.89,86.95,128.64,586.49,34.37,114.53,263.05,351.62,19.12,165.74,293.62,1169.96,404.19,1272.65,1826.52,4072.07,1559.79,3292.18,5903.06,8917.51,1228.6,3459.99,5306.71,9341.99,1018.55,3588.24,5629.55,7962.37,1201.26,4360.27,8518.69,16029.4,2921.96
管理费用,36868.33,76953.72,117343.26,164075.08,41096.82,83934.68,125542.22,181917.47,41683.83,84887.29,128561.35,181330.88,39738.72,81988.54,122922.42,180385.19,41120.47,90266.05,138239.57,195715.28,50799.31,104849.06,157548.44,220628.03,51558.45,104374.53,160143.39,215143.05,52676.22,109447.22,158246.66,213179.18,51072.55,117772.86,171878.04,233405.92,45810.32,127312.87,188057.28,256025.83,68545.45,139956.67,210445.33,293062.33,80342.55,157543.1,220801.28,305009.07,69362.42,154391.17,223781.95,313826.09,68082.67,153580.93,236322.16,332383.95,67430.32
财务费用,5306.53,10009.11,16334.29,20487.92,8482.53,14154.16,26377.17,36500.45,11271.67,24720.72,34520.13,46223.32,9191.87,21184.69,33936.17,43381.24,12329.62,28492.21,52318.08,74332.7,19095.06,36832.9,57758.47,78018.19,22351.66,43588.95,65513.01,85698.44,23526.41,53436.42,76537.85,99570.57,20226.61,43585.08,67835.72,84923.53,17813.55,33681.79,55600.85,71948.24,16018.62,35400.33,57708.81,101773.4,33093.51,63913.79,86798.38,120942.42,31927.31,44213.26,68131.46,81262.4,9598.6,31781.14,57884.81,84165.19,22985.56
资产减值损失,-238.22,7370.92,6984.2,6949.81,479.38,5117.61,6385.16,13557.77,0.0,203.42,-11523.58,-5271.76,0.0,7223.84,7153.9,7454.35,-19.44,848.04,856.66,18344.53,-1329.32,2873.14,3249.48,9628.77,0.0,5445.68,5367.46,452.99,0.0,3295.83,3007.96,-1564.27,0.0,2914.1,2797.45,2419.52,-10.03,4372.36,4371.9,9180.59,0.0,-4511.94,-4536.12,-5889.97,0.0,1873.13,2039.85,2889.05,-73.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公允价值变动收益,0.0,-1019.98,-1019.98,-604.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9546.74,0.0,-28230.27,-28804.74,-3860.16,235.59,-1645.92,-1727.41,-13222.64,386.05,11498.53,11769.97,16061.75,43.38
