报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,30171.98,29358.79,37433.35,28266.31,38062.42,46297.11,45960.53,54018.39,55005.43,49005.99,57299.1,58853.2,69763.41,71886.7,72736.29,86393.19,99880.76,127247.01,121112.02,144774.36,114772.17,89977.77,131591.91,122133.28,117268.29,145319.53,105707.14,76104.41,111560.87,75715.54,89894.92,71570.56,80119.06,82312.74,69092.37,79829.53,87198.16,90554.04,265962.29,206192.3,303784.49,680398.79,698309.38,741578.22,745125.2,640403.89,665195.85,858792.73,732742.33,776798.27,721756.02
交易性金融资产,20808.08,31861.02,44296.26,44810.1,40279.4,24852.76,16548.63,12177.78,3849.76,6217.21,5021.45,4888.86,5221.47,4630.31,5295.62,5786.58,5881.6,5661.11,4047.26,4434.3,4875.89,4528.43,4812.24,5931.96,1388.17,1147.78,916.42,1133.51,1086.42,1056.52,956.24,642.36,673.5,702.47,534.94,658.92,643.03,628.46,591.06,601.91,722.4,658.79,882.52,873.24,2089.61,2077.6,2052.53,1593.47,1969.92,1556.04,1583.51
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197735.3,0.0,0.0,0.0,250835.63,257513.43,267693.01,263720.2,241107.75,267305.74,269262.33,258992.75
应收票据,7009.64,4835.61,8119.19,12512.67,12183.01,14687.62,12863.92,20074.33,12984.14,17827.06,21618.17,40474.75,22192.7,17228.74,20437.84,23294.58,24100.59,21719.61,18230.22,17103.38,8811.34,7868.32,12434.41,11248.28,14430.44,15709.91,18194.29,27143.17,30371.48,26060.84,31725.31,30531.52,33380.44,31992.94,28106.51,34304.24,45184.72,44739.71,41435.6,51298.67,75905.02,86825.48,91228.02,115158.32,107213.41,0.0,0.0,102937.05,98158.57,93401.04,79390.01
应收账款,29083.79,32018.09,28773.99,31999.23,41000.3,41872.52,43646.66,34338.67,42455.63,47976.92,50386.24,37264.33,41857.4,44367.13,46296.59,43876.37,51126.45,51664.17,57120.31,56214.6,64763.48,72694.5,74231.57,77402.15,82861.76,93567.32,91201.06,105335.04,96900.92,110849.6,119344.6,107289.05,116600.79,123846.2,134821.96,125609.43,121845.69,160265.32,157790.18,146436.62,145518.45,173094.56,177538.37,135677.32,150300.02,0.0,0.0,138170.7,169147.17,175861.3,179602.74
预付款项,10136.7,10929.44,10707.88,6814.51,6319.69,6861.72,5357.73,3458.25,3489.15,3388.83,4882.96,6648.81,4949.66,12139.85,12889.82,6792.27,4978.71,9297.31,14588.12,21381.78,21852.08,17294.21,20034.18,20718.08,36335.59,20955.54,23139.36,20243.79,28875.9,20862.87,21679.34,16593.5,19235.67,21169.82,11650.38,12229.76,13017.0,12050.82,12104.85,8773.45,12794.48,11922.76,12002.12,12647.2,12847.35,16253.48,14501.85,16976.53,17667.51,18607.46,18502.33
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.47,594.51,0.0,0.0,0.0,0.0,103.65,28.2,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,3648.47,3191.66,2496.93,1663.48,1850.29,3054.09,3106.33,2310.03,2316.38,2444.25,2688.28,2093.94,2974.12,3415.53,4565.8,4407.93,4138.05,4489.02,5123.01,4448.81,4672.21,5563.94,5921.36,5304.03,6479.54,4750.12,6590.93,3947.73,5688.92,5661.54,5935.74,5213.24,8070.13,7929.81,7015.48,6764.98,7177.63,6192.38,6699.96,4880.85,6495.48,7014.09,7832.63,5769.55,5659.53,9928.36,9822.29,4948.22,0.0,6673.35,0.0
