报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
一、营业总收入,172787.82,352858.98,586538.24,780358.36,196508.51,416773.63,617254.06,770439.3,121178.95,274995.9,465446.06,649291.97,204922.78,438033.39,670572.65,942977.69,318367.36,687844.56,1050901.14,1366230.73,328113.73,716016.99,1142036.39,1594212.65,477633.85,997590.26,1537422.23,2023797.32,513645.34,1166482.1,1776020.06,2208836.85,453550.4,1004226.34,1478832.45,1949238.29,529961.11,1247577.0,2093218.19,3009986.15,1100704.86,2443008.65,3896350.39,5312317.33,1360191.35,3005417.46,4592323.47,6062119.34,1595200.68,3153899.78,4853917.13
营业收入,172787.82,352858.98,586538.24,780358.36,196508.51,416773.63,617254.06,770439.3,121178.95,274995.9,465446.06,649291.97,204922.78,438033.39,670572.65,942977.69,318367.36,687844.56,1050901.14,1366230.73,328113.73,716016.99,1142036.39,1594212.65,477633.85,997590.26,1537422.23,2023797.32,513645.34,1166482.1,1776020.06,2208836.85,453550.4,1004226.34,1478832.45,1949238.29,529961.11,1247577.0,2093218.19,3009986.15,1100704.86,2443008.65,3896350.39,5312317.33,1360191.35,3005417.46,4592323.47,6062119.34,1595200.68,3153899.78,4853917.13
二、营业总成本,126403.11,257314.8,421116.38,558666.13,140276.19,294253.49,462993.46,605517.32,110242.71,231434.31,382837.62,538238.46,174173.76,367503.04,563263.53,794574.84,248053.8,537704.43,819211.95,1093229.13,262240.16,572146.24,898370.1,1233522.7,366236.98,765220.65,1192359.08,1597656.09,403222.73,941386.35,1435661.84,1794526.47,376616.98,821081.36,1248404.69,1667729.06,464412.98,1052752.08,1729027.45,2450208.73,773176.05,1720823.52,2744530.22,3719290.6,902106.95,2063547.77,3330207.73,4575275.87,1287301.63,2535840.79,3949505.93
营业成本,108778.1,220944.05,357842.69,465170.39,122742.78,258207.36,404616.26,529419.68,92067.89,196610.82,325357.75,460676.59,155727.5,324305.12,502159.13,704150.99,213129.35,463794.03,706716.21,948866.48,221602.47,481397.82,754591.06,1038186.95,311169.97,642917.7,1003938.44,1358294.92,355489.77,812329.65,1240603.89,1526963.97,315433.63,671802.88,1009455.94,1361996.54,386897.32,885195.2,1462872.0,2074480.93,668890.34,1494617.75,2376234.3,3203325.35,774905.08,1799554.04,2901401.12,4011435.69,1108406.18,2162874.69,3406266.62
营业税金及附加,1176.78,2794.01,5198.02,6665.29,1520.31,3149.64,3828.29,4855.14,745.3,1517.13,2254.24,2750.33,401.29,1064.32,1829.93,2727.99,555.08,2119.03,4422.27,6057.01,589.16,2643.83,6040.32,8820.31,3747.71,7127.1,10369.26,12498.78,1621.15,4247.18,7716.93,10771.98,1574.11,4391.48,6657.44,9565.02,1239.13,4657.65,7134.98,20376.11,6566.28,16804.95,30442.37,47537.84,14951.63,31390.14,44359.38,54597.16,15392.82,27395.7,38239.6
销售费用,4587.63,9800.62,15909.23,22351.66,5067.49,10859.43,16374.25,20714.1,5497.35,10136.4,16543.32,23522.5,6192.36,13541.81,20167.43,27362.44,8547.45,18794.83,28634.54,38672.64,9446.09,20666.79,33951.56,48641.68,13434.06,32256.92,46027.82,59584.93,11977.36,33076.06,51483.89,70042.83,16124.96,37019.28,57962.97,84726.97,24409.37,51790.85,80398.72,116598.37,30422.43,67155.99,103861.77,141699.96,35217.65,78897.55,121923.05,172146.42,65785.35,135029.0,202835.39
管理费用,9213.3,19389.79,35541.37,57119.35,12348.76,23267.54,34252.54,45418.7,8628.33,18598.57,32771.78,44966.78,9335.5,23157.9,34971.88,53573.48,21100.18,45360.93,68777.04,85172.9,20439.82,47454.57,74043.65,105419.93,25420.08,65812.36,104314.77,138819.2,21129.26,63887.38,97532.22,135889.25,30071.31,73036.9,103557.88,128151.56,27408.88,62704.08,107144.02,142328.34,39370.02,81153.15,141371.64,203456.83,44676.22,107014.71,78166.09,100150.56,29032.81,69327.24,103803.58
财务费用,1270.35,3684.12,5887.55,5371.33,-1920.47,-1796.44,2672.32,5084.35,2807.69,3692.66,4198.74,5352.38,1339.41,3452.81,1466.99,3512.6,2581.29,5169.09,9559.91,14954.34,6771.9,17639.42,26941.93,28940.97,9061.35,13237.31,24047.92,25767.21,10596.39,22832.49,33257.62,43431.8,12108.12,33600.55,70621.55,84124.3,21629.16,42767.06,65811.4,88995.12,20731.13,45044.33,71742.02,92939.02,24795.41,42063.32,65230.61,79501.99,27104.48,57954.13,77126.53
资产减值损失,1376.94,702.21,737.52,1988.11,517.32,565.96,1249.81,25.35,496.15,878.73,1711.78,969.88,1177.7,1981.08,2668.17,3247.35,2140.46,2466.5,1101.98,-494.24,3390.73,2343.82,2801.58,3512.85,3403.82,3869.26,3660.87,2691.06,2408.79,5013.59,5067.29,7426.63,1304.85,1230.27,148.92,-835.33,2829.12,5637.25,5666.34,7429.88,7195.84,16047.35,20878.12,30331.61,7560.96,4628.01,2200.66,-3567.7,-1845.69,0.0,0.0
公允价值变动收益,189.83,860.58,138.95,-436.53,-714.95,0.0,0.0,-84.62,0.0,0.0,-222.09,552.44,-646.52,-2116.07,-1619.44,-1477.83,-15.0,569.9,-385.18,-944.46,97.24,48.88,-117.52,266.76,4.81,302.77,419.77,1601.8,0.0,0.0,0.0,346.68,6007.46,6159.93,494.26,-346.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.17,84.54,1406.28
