报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
一、营业总收入,2924.47,5476.57,9090.17,97325.71,658.58,1180.59,61133.42,171883.19,119.13,7974.13,31894.89,101737.46,66309.98,116047.9,134496.14,153001.01,10575.07,28364.48,58816.57,148562.26,56742.6,92991.94,112493.99,178054.51,14942.42,93991.77,114639.13,148746.41,37952.53,61367.18,96076.52,128318.65,28461.78,67310.06,103288.31,144364.36,47290.54,72063.61,180485.16,393277.16,17015.45,143626.89,291875.29,2164229.53,443167.51,990783.92,1444773.71,2705698.46,264422.35
营业收入,2924.47,5476.57,9090.17,97325.71,658.58,1180.59,61133.42,171883.19,119.13,7974.13,31894.89,101737.46,66309.98,116047.9,134496.14,153001.01,10575.07,28364.48,58816.57,148562.26,56742.6,92991.94,112493.99,178054.51,14942.42,93991.77,114639.13,148746.41,37952.53,61367.18,96076.52,128318.65,28461.78,67310.06,103288.31,144364.36,47290.54,72063.61,180485.16,393277.16,17015.45,143626.89,291875.29,2164229.53,443167.51,990783.92,1444773.71,2705698.46,264422.35
二、营业总成本,3505.25,8491.26,12499.52,88838.69,2072.89,2666.85,55137.08,162159.19,1578.61,9887.76,26837.09,84625.66,50631.89,96813.04,112881.65,129785.81,6712.45,18166.46,36161.88,93928.44,36647.84,60535.81,74660.73,124191.69,12067.96,65987.9,79656.25,106072.86,25384.34,42055.17,64921.28,92612.6,19056.03,49374.16,76763.4,114826.25,33934.02,58055.55,133862.21,331661.68,29511.92,137316.76,258494.87,1867976.19,343366.99,784640.24,1140592.22,2366713.67,202295.42
营业成本,2316.37,4365.17,6735.78,73473.47,623.56,825.68,47361.69,124257.16,184.35,5894.3,19911.37,58537.25,45341.72,84375.29,96029.6,98229.96,4612.33,13484.55,28052.53,62480.24,22291.49,37023.09,45970.68,80845.38,8613.92,47272.61,56022.66,71700.06,19807.69,30425.88,45852.66,65350.35,12885.91,29768.56,48279.58,69280.65,22288.17,35441.29,86289.52,263407.69,17265.69,113597.37,222730.07,1561014.3,287880.64,676737.76,972423.0,1817921.49,162415.16
营业税金及附加,149.86,337.15,579.03,6316.4,40.26,66.36,3959.35,11931.42,4.83,716.69,2264.63,16863.99,4309.66,9190.59,11737.78,21476.36,499.43,1674.02,3637.51,23311.08,12582.87,20777.16,24289.74,35084.39,2362.44,16381.61,20829.55,27220.32,5083.29,9921.09,16912.44,20535.47,4956.99,13890.22,19461.47,26818.02,7838.97,11670.84,30486.22,38988.62,758.79,6318.98,10441.39,154383.16,40590.32,63779.07,95542.06,222112.97,20376.83
销售费用,1102.17,2635.62,4449.35,5414.4,924.17,1719.55,3402.52,7150.43,705.48,2262.51,3124.63,4490.57,343.7,1395.44,2591.62,4293.3,849.52,1765.89,3027.49,5426.95,1039.5,1756.38,3305.49,5725.1,875.18,1696.28,2515.45,5862.34,844.83,2134.2,3324.19,5832.38,597.96,1393.24,3583.64,12480.64,2873.1,8343.93,13117.8,22752.17,10195.63,13656.4,19034.93,113974.69,6842.61,27848.59,43828.82,87377.13,6521.61
管理费用,377.82,816.87,1247.61,1982.78,492.53,1098.44,1541.91,2717.84,685.15,1361.3,1945.0,3023.01,637.59,2707.36,3429.44,5425.12,829.45,1492.79,2103.67,3761.61,729.85,1472.33,2179.67,3883.4,614.07,1316.1,1995.08,3689.07,648.35,1378.41,2003.93,4171.22,684.06,4518.2,5725.41,9054.98,1088.79,2897.29,4481.75,7395.94,1361.32,3172.69,4484.81,32798.6,5887.06,12381.47,19647.82,31658.64,6869.12
财务费用,-56.27,27.58,52.65,-135.67,-7.64,-19.63,-104.86,-227.12,-1.21,-56.06,-117.57,-162.75,-0.77,-8.35,-59.52,-133.37,-78.27,-202.59,-311.12,-413.93,4.12,-231.99,-523.72,-884.02,-397.65,-623.79,-1335.08,-1877.1,-999.81,-1821.45,-2888.98,-3179.4,-68.89,-210.47,-301.1,-366.45,-129.92,-299.17,-514.44,-727.33,-69.51,651.08,1883.44,6283.9,2166.36,5269.33,10542.51,16075.64,6113.18
资产减值损失,-384.7,308.87,-564.9,1787.31,0.0,-1023.55,-1023.55,16329.46,0.0,-290.98,-290.98,1873.58,0.0,-847.27,-847.27,494.44,0.0,-48.19,-348.19,-637.52,0.0,-261.15,-561.15,-462.56,0.0,-54.92,-371.41,-521.82,0.0,17.04,-282.96,-97.42,0.0,14.4,14.4,-2441.6,-25.1,1.36,1.36,-155.41,0.0,-79.76,-79.76,-478.46,0.0,-1375.98,-1391.98,191502.23,-0.47
公允价值变动收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
