报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,14218.07,16676.44,20381.32,6426.04,154541.37,149718.16,160429.13,133320.98,127971.31,113702.9,98320.22,78833.81,70919.85,76098.37,100990.73,78116.88,68259.2,48609.87,76269.72,56328.11,48466.82,32229.86,84439.2,66708.73,87214.29,59350.44,97123.13,52958.4,281450.41,167666.81,158743.99,111245.65,67762.94,118572.64,132385.91,144300.97,78791.45,80801.14,89914.37,60047.72,77393.0,59898.94,70671.86,54164.77,77902.11,68062.3
交易性金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.76,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223268.82,0.0,234256.51,0.0,221709.78,0.0,214112.33,239296.76,269639.12,318881.48,191864.05,217791.22,227582.02,242495.55,242269.77,271959.53,307264.06,330144.47
应收票据,840.5,4942.26,283.16,75.44,195.33,689.72,2913.23,2542.39,882.47,0.0,1325.81,910.53,3927.53,4127.45,6226.87,6173.38,5685.19,5382.04,5145.73,7083.75,5281.4,4445.21,3917.97,5301.23,7582.69,12055.05,13868.22,8479.67,3016.07,4377.26,7509.81,9903.62,12915.37,14085.22,12298.19,9201.79,7859.06,4694.98,5758.3,4861.0,2429.17,3292.91,2073.12,1414.14,1714.66,1317.07
应收账款,34217.72,46368.65,46018.41,58003.79,57774.87,60273.1,54522.89,57305.12,56134.31,64745.28,79271.76,81131.13,93833.04,93428.83,86235.77,96949.72,101580.81,109691.77,98784.37,97823.02,120373.14,137114.02,127494.71,152119.2,171316.83,188569.41,178318.97,205746.18,220252.75,226535.96,226746.7,225887.19,208794.41,248551.16,201814.14,230094.97,261780.06,314186.5,186105.74,212930.21,225152.86,239202.63,240196.65,270545.39,305549.41,328827.4
应收款项融资,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3692.82,3191.14,2227.86,3032.72
预付款项,4077.73,2078.83,504.22,1172.38,1586.47,2562.07,5730.04,13956.65,19719.47,27148.67,6931.23,6525.52,4274.92,10651.15,4049.62,14570.46,11708.68,18503.01,4021.4,18998.7,14964.45,20832.1,8368.1,7948.88,19650.1,14097.72,4894.46,7262.86,7501.39,9798.31,10999.43,13865.33,15538.47,20519.08,18230.87,22920.55,23677.5,26753.12,17291.34,22375.09,16186.89,17543.4,13366.42,18660.68,10726.95,13502.7
其他应收款(合计),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7824.34,0.0,8785.57,0.0,33275.95,0.0,5856.27,18567.35,20094.99,21747.54,6467.85,15512.1,9460.04,19693.06,8024.05,10631.8,14423.92,18494.32
应收利息,0.0,0.0,0.0,0.0,400.86,1069.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,1726.27,643.51,991.23,1963.1,777.38,759.92,1936.41,3413.25,2561.32,3273.31,3796.78,5193.11,3308.83,3598.58,2852.48,5655.77,4368.56,7611.57,4232.23,4180.27,4357.67,4808.37,2734.34,4342.64,3763.46,6329.21,5768.52,7747.58,7824.34,9001.71,8785.57,12481.12,33275.95,17505.91,5856.27,18567.35,20094.99,21747.54,6467.85,0.0,9460.04,0.0,8024.05,0.0,14423.92,0.0
买入返售金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货,11989.61,8899.16,19169.34,21987.56,19821.04,21447.12,23611.59,27128.8,22431.85,23556.01,37500.58,41973.46,44355.25,50156.76,51271.16,53314.69,56752.48,62532.58,68525.09,65419.73,80592.96,77946.75,82798.56,69176.2,77588.38,120858.29,119943.01,154128.54,177041.93,203692.65,210157.31,209472.51,226030.71,260432.0,273835.49,319920.55,328293.95,278878.04,327901.77,346652.93,340524.78,318003.85,287230.26,297445.83,313454.41,342097.44
划分为持有待售的资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待摊费用,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
