报表日期,2007-12-31,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,131935.87,192528.54,37668.49,96079.05,162224.56,230987.26,57260.76,153576.18,264421.34,374834.22,84778.24,199191.55,330399.16,535629.92,124924.0,290373.15,477915.44,752028.53,168230.87,367463.99,639125.23,1052186.68,223747.9,563986.74,1004278.08,1684150.01,341816.39,828324.51,1408133.35,2277751.07,548582.3,1283141.84,2102410.78,3266021.61,690920.73,1605623.77,2702480.8,4213614.51,875085.37,2210938.37,3601557.98,5198656.49,1141024.93,2510013.84
收到的税费返还,4528.31,8498.55,3394.41,5362.47,10330.96,12868.97,2656.18,5809.99,9117.63,20146.1,2342.94,2475.87,3660.25,23166.96,4655.29,11328.09,19787.48,34058.86,6960.67,19526.89,29339.88,47922.02,26589.68,41171.91,74660.83,135241.99,32910.82,42855.52,121668.82,200117.95,68261.64,135418.06,177539.91,259200.83,78061.27,133477.59,211550.9,273375.96,90080.25,177379.4,266590.76,372159.64,83026.68,134263.15
收到的其他与经营活动有关的现金,667.46,1054.31,236.12,758.39,980.57,1302.57,271.37,500.19,1116.54,2601.87,523.43,900.69,1126.89,5520.38,2135.11,2211.34,2741.89,13450.92,3719.92,7481.2,10822.01,21141.01,2173.36,5922.98,11921.44,22491.4,3454.88,10589.36,22816.71,52591.33,6198.0,13892.62,27167.61,48888.28,6623.77,19116.26,31150.17,53392.92,106689.28,45066.68,76522.68,162381.03,20949.23,58449.21
经营活动现金流入小计,137131.64,202081.4,41299.03,102199.9,173536.09,245158.81,60188.31,159886.36,274655.5,397582.19,87644.6,202568.11,335186.3,564317.26,131714.4,303912.57,500444.81,799538.32,178911.46,394472.08,679287.12,1121249.71,252510.94,611081.62,1090860.35,1841883.4,378182.09,881769.39,1552618.88,2530460.34,623041.94,1432452.52,2307118.29,3574110.72,775605.77,1758217.63,2945181.87,4540383.39,1071854.9,2433384.45,3944671.41,5733197.16,1245000.84,2702726.2
购买商品、接受劳务支付的现金,75399.34,93621.78,35028.64,58659.58,110119.07,125959.35,63234.88,129920.84,222810.22,234362.01,60920.02,127853.0,220611.08,293781.86,117485.46,202071.26,305853.45,409839.86,164503.78,277692.5,451053.26,647483.72,207373.3,408420.48,698038.31,1009733.78,456486.95,799295.52,1146946.91,1569462.8,558583.44,955308.72,1470254.16,2088938.95,788250.69,1383139.28,2116264.3,2563455.31,964694.28,1766533.98,2487965.36,3225484.68,989208.43,1809225.93
支付给职工以及为职工支付的现金,7777.2,13100.79,7917.54,12560.15,16098.89,20517.35,13231.84,20518.66,26233.39,37076.66,22330.59,33346.25,43448.34,62173.19,33932.99,58652.7,71540.21,102098.19,45422.85,67661.43,92015.98,127991.8,57586.32,98571.6,132474.52,186481.48,88676.12,133915.98,179002.29,250104.89,106325.27,171168.05,237032.14,340488.65,153254.37,256279.45,349892.23,503691.76,215726.56,358406.24,518237.95,709121.95,292861.26,462902.23
支付的各项税费,9918.09,17530.84,6004.88,8033.04,14356.59,20425.6,7695.0,14433.49,25103.41,32639.5,13281.6,20748.67,36099.63,52570.38,22608.24,39546.23,61775.24,89085.73,20146.08,29236.23,62772.97,95362.52,45838.34,66984.5,119883.01,171747.82,48840.3,60741.61,157389.06,245517.5,47740.25,152092.5,204379.7,291371.32,79582.15,189982.29,250655.49,355790.52,127053.89,247787.6,337929.34,436265.87,165973.51,260254.14
支付的其他与经营活动有关的现金,8371.91,13123.78,6037.26,6124.56,8674.92,12856.47,8018.95,15530.66,22473.27,27111.41,10109.0,22954.23,37558.61,38745.68,9769.85,20264.24,49580.84,54835.54,15705.12,40108.84,63381.46,64075.08,38896.15,61357.23,107258.46,103278.25,45226.73,79732.18,137799.18,143702.93,53604.15,114102.53,200050.96,231942.58,57983.8,123096.68,218784.89,380129.77,149986.63,222775.96,335911.63,450923.32,100777.52,213450.27
经营活动现金流出小计,101466.55,137377.19,54988.32,85377.34,149249.46,179758.77,92180.68,180403.66,296620.28,331189.58,106641.2,204902.14,337717.67,447271.12,183796.55,320534.43,488749.75,655859.33,245777.83,414699.0,669223.67,934913.13,349694.1,635333.8,1057654.3,1471241.33,639230.11,1073685.3,1621137.43,2208788.13,766253.12,1392671.79,2111716.96,2952741.5,1079071.02,1952497.71,2935596.91,3803067.37,1457461.37,2595503.78,3680044.28,4821795.83,1548820.71,2745832.57
经营活动产生的现金流量净额,35665.1,64704.21,-13689.29,16822.56,24286.62,65400.04,-31992.36,-20517.3,-21964.78,66392.6,-18996.6,-2334.03,-2531.37,117046.14,-52082.14,-16621.86,11695.07,143678.99,-66866.37,-20226.92,10063.45,186336.58,-97183.16,-24252.17,33206.05,370642.08,-261048.02,-191915.91,-68518.55,321672.22,-143211.18,39780.73,195401.33,621369.22,-303465.25,-194280.08,9584.96,737316.03,-385606.47,-162119.34,264627.13,911401.33,-303819.87,-43106.38
收回投资所收到的现金,0.0,0.0,0.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84400.0,114400.0,30000.0,73200.0,284455.0,423055.0,499249.99,131300.0,200800.0,303300.0,292800.0,0.0,120021.2,144781.2,498955.03,337000.0,517300.0,517300.0,1030030.36,15000.0,359000.0,439000.0,1068496.82,0.0,0.0
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.09,1333.09,1914.87,3912.89,237.35,6213.3,9745.82,15142.81,4824.01,7717.98,9119.3,14867.34,1010.74,2687.1,4270.91,4877.34,2657.36,5339.84,5491.4,3129.01,2156.19,7573.17,6331.05,10167.2,0.0,807.68
