code,name,type,report_date,pre_eps,range
002722,金轮股份,预降,2018-02-27,0.73,-26.88
300708,聚灿光电,预增,2018-02-27,0.314,81.53
300679,电连技术,预升,2018-02-27,3.98,1.37
300727,润禾材料,预升,2018-02-27,0.51,33.39
002376,新北洋,预升,2018-02-27,0.37,25.14
300500,启迪设计,预升,2018-02-27,1.07,14.21
002427,ST尤夫,预增,2018-02-27,0.42,97.99
300056,三维丝,预减,2018-02-27,0.6,-83.07
002512,达华智能,预升,2018-02-27,0.1453,7.83
603660,苏州科达,预增,2018-02-27,0.8555,55.03
002603,以岭药业,预升,2018-02-27,0.48,2.6
300066,三川智慧,预降,2018-02-27,0.1284,-40.16
300715,凯伦股份,预升,2018-02-27,0.75,10.77
603099,长白山,预降,2018-02-27,0.27,-0.45
002866,传艺科技,预降,2018-02-27,0.84,-13.6
002415,海康威视,预升,2018-02-27,1.227,26.6
300692,中环环保,预升,2018-02-27,0.58,8.59
002437,誉衡药业,预减,2018-02-27,0.3289,-56.43
300518,盛讯达,预降,2018-02-27,1.22,-36.57
002320,海峡股份,预增,2018-02-27,0.37,61.51
300144,宋城演艺,预升,2018-02-27,0.62,18.32
300470,日机密封,预升,2018-02-27,0.92,22.86
002916,深南电路,预增,2018-02-27,1.31,63.44
300735,光弘科技,预升,2018-02-27,0.61,10.96
300496,中科创达,预降,2018-02-27,0.3039,-28.27
002012,凯恩股份,预增,2018-02-27,0.02,240.91
300138,晨光生物,预增,2018-02-27,0.3558,55.55
002372,伟星新材,预升,2018-02-27,0.88,21.26
300345,红宇新材,预亏,2018-02-27,0.021,-502.44
002050,三花智控,预升,2018-02-27,0.48,24.39
300429,强力新材,预升,2018-02-27,0.4614,9.12
600909,华安证券,预升,2018-02-27,0.21,11.74
002395,双象股份,预减,2018-02-27,0.1988,-60.19
600850,华东电脑,预升,2018-02-27,0.6576,4.96
002457,青龙管业,预降,2018-02-27,0.06,-9.16
300669,沪宁股份,预降,2018-02-27,0.69,-11.11
300356,光一科技,预降,2018-02-27,0.3888,-25.29
002626,金达威,预增,2018-02-27,0.51,58.76
002035,华帝股份,预增,2018-02-27,0.91,55.22
300696,爱乐达,预升,2018-02-27,1.32,8.0
300337,银邦股份,预升,2018-02-27,0.0089,23.6
300334,津膜科技,预亏,2018-02-27,0.1717,-218.56
002344,海宁皮城,预降,2018-02-27,0.49,-45.44
300569,天能重工,预降,2018-02-27,2.6674,-44.22
300232,洲明科技,预增,2018-02-27,0.29,77.96
300020,银江股份,预升,2018-02-27,0.23,3.12
002119,康强电子,预升,2018-02-27,0.21,48.1
300211,亿通科技,预降,2018-02-27,0.0125,-1.95
002281,光迅科技,预升,2018-02-27,1.36,17.26
002282,博深工具,预增,2018-02-27,0.04,315.98
300633,开立医疗,预升,2018-02-27,0.36,47.24
002193,如意集团,预升,2018-02-27,0.13,48.68
300065,海兰信,预升,2018-02-27,0.34,24.42
002026,山东威达,预升,2018-02-27,0.26,21.89
002273,水晶光电,预升,2018-02-27,0.39,40.22
300195,长荣股份,预升,2018-02-27,0.4,11.96
300643,万通智控,预降,2018-02-27,0.26,-8.37
300397,天和防务,预盈,2018-02-27,-0.29,0.0
002861,瀛通通讯,预降,2018-02-27,1.13,-17.4
300661,圣邦股份,预升,2018-02-27,1.7932,16.33
300491,通合科技,预减,2018-02-27,0.51,-73.88
300418,昆仑万维,预增,2018-02-27,0.47,91.71
002508,老板电器,预升,2018-02-27,1.67,20.18
300599,雄塑科技,预升,2018-02-27,0.44,31.75
002478,常宝股份,预升,2018-02-27,0.27,32.61
002399,海普瑞,预减,2018-02-27,0.3165,-52.64
300401,花园生物,预增,2018-02-27,0.24,197.79
300113,顺网科技,预降,2018-02-27,0.76,-1.9
300034,钢研高纳,预降,2018-02-27,0.2294,-39.9375
002877,智能自控,预升,2018-02-27,0.5,4.16
002015,霞客环保,预盈,2018-02-27,-0.10300000000000001,118.72
002849,威星智能,预升,2018-02-27,0.8,3.36
300209,天泽信息,预升,2018-02-27,0.36,11.62
300447,全信股份,预升,2018-02-27,0.5604,30.83
002880,卫光生物,预升,2018-02-27,1.89,0.99
300691,联合光电,预升,2018-02-27,1.17,9.56
300673,佩蒂股份,预升,2018-02-27,1.34,31.34
300076,GQY视讯,预亏,2018-02-27,-0.05,-392.6
300428,四通新材,预升,2018-02-27,0.29,49.91
002003,伟星股份,预升,2018-02-27,0.7,20.43
002213,特尔佳,预升,2018-02-27,0.04,36.53
300537,广信材料,预升,2018-02-27,0.509,46.62
002750,龙津药业,预减,2018-02-27,0.2273,-61.51
002309,中利集团,预增,2018-02-27,0.12,313.38
300043,星辉娱乐,预降,2018-02-27,0.37,-49.38
002574,明牌珠宝,预增,2018-02-27,0.08,106.94
002082,万邦德,预升,2018-02-27,0.29,41.21
300106,西部牧业,预亏,2018-02-27,-0.26,-598.61
002899,英派斯,预降,2018-02-27,0.95,-2.37
002021,中捷资源,预亏,2018-02-27,0.02,-703.72
002903,宇环数控,预降,2018-02-27,1.07,-1.74
002062,宏润建设,预升,2018-02-27,0.21,16.73
300245,天玑科技,预降,2018-02-27,0.22,-0.91
002194,武汉凡谷,预亏,2018-02-27,-0.3,-204.28
300030,阳普医疗,预减,2018-02-27,0.1,-67.72
300391,康跃科技,预增,2018-02-27,0.03,1597.73
002351,漫步者,预升,2018-02-27,0.15,41.26
300620,光库科技,预升,2018-02-27,0.7509999999999999,21.03
300018,中元股份,预降,2018-02-27,0.22,-5.3
002919,名臣健康,预升,2018-02-27,0.78,3.4
300431,暴风集团,预升,2018-02-27,0.2,0.45
002225,濮耐股份,预盈,2018-02-27,-0.21,112.03
300657,弘信电子,预增,2018-02-27,0.58,59.33
300647,超频三,预降,2018-02-27,0.59,-29.6
300712,永福股份,预升,2018-02-27,0.7,4.68
300147,香雪制药,预升,2018-02-27,0.1,6.66
300631,久吾高科,预升,2018-02-26,0.8964,3.87
300528,幸福蓝海,预升,2018-02-26,0.43,0.22
300281,金明精机,预升,2018-02-26,0.13,11.31
300592,华凯创意,预升,2018-02-26,0.44,32.24
300458,全志科技,预减,2018-02-26,0.92,-85.83
300190,维尔利,预增,2018-02-26,0.24,50.95
300549,优德精密,预升,2018-02-26,0.96,45.59
300124,汇川技术,预升,2018-02-26,0.59,14.24
300463,迈克生物,预升,2018-02-26,0.56,20.69
300027,华谊兄弟,预升,2018-02-26,0.29,2.5
300347,泰格医药,预增,2018-02-26,0.3,116.91
300158,振东制药,预增,2018-02-26,0.5558,61.7
300650,太龙照明,预升,2018-02-26,0.88,23.73
300577,开润股份,预增,2018-02-26,1.68,58.23
300563,神宇股份,预升,2018-02-26,0.58,10.45
300665,飞鹿股份,预降,2018-02-26,0.64,-15.75
300196,长海股份,预降,2018-02-26,1.3,-21.44
300359,全通教育,预降,2018-02-26,0.16,-32.67
300383,光环新网,预升,2018-02-26,0.5,30.02
300210,森远股份,预降,2018-02-26,0.28,-27.61
300459,金科文化,预增,2018-02-26,0.19,90.13
300333,兆日科技,预降,2018-02-26,0.0569,-1.41
300150,世纪瑞尔,预降,2018-02-26,0.17,-41.56
300205,天喻信息,预升,2018-02-26,0.0462,13.8394
300630,普利制药,预升,2018-02-26,0.76,40.81
300082,奥克股份,预增,2018-02-26,0.11,173.52
300380,安硕信息,预盈,2018-02-26,-0.14,162.92
300003,乐普医疗,预升,2018-02-26,0.3913,32.28
300062,中能电气,预减,2018-02-26,0.51,-85.52
300722,新余国科,预升,2018-02-26,0.57,30.69
300588,熙菱信息,预增,2018-02-26,0.568,88.45
300302,同有科技,预减,2018-02-26,0.31,-60.46
300197,铁汉生态,预升,2018-02-26,0.35,46.64
300729,乐歌股份,预升,2018-02-26,0.95,3.53
300690,双一科技,预升,2018-02-26,2.07,1.71
300600,瑞特股份,预升,2018-02-26,1.36,6.5
300443,金雷风电,预降,2018-02-26,1.82,-28.4
300309,吉艾科技,预盈,2018-02-26,-0.99,149.43
300671,富满电子,预增,2018-02-26,0.51,53.43
300654,世纪天鸿,预升,2018-02-26,0.45,0.5
300559,佳发安泰,预升,2018-02-26,1.0876,18.39
300453,三鑫医疗,预升,2018-02-26,0.23,17.08
300165,天瑞仪器,预增,2018-02-26,0.12,74.93
300307,慈星股份,预增,2018-02-26,0.15,92.39
300415,伊之密,预增,2018-02-26,0.45,151.61
300296,利亚德,预增,2018-02-26,0.87,80.59
300354,东华测试,预增,2018-02-26,0.0143,118.81
300623,捷捷微电,预升,2018-02-26,1.66,23.81
300667,必创科技,预升,2018-02-26,0.63,32.19
300446,乐凯新材,预降,2018-02-26,0.8793,-3.33
300732,设研院,预增,2018-02-26,2.4,71.8
300568,星源材质,预降,2018-02-26,1.68,-31.06
300286,安科瑞,预升,2018-02-26,0.57,18.04
300448,浩云科技,预升,2018-02-26,0.44,27.6
300096,易联众,预增,2018-02-26,0.025,76.67
300452,山河药辅,预升,2018-02-26,0.53,2.95
300555,路通视信,预降,2018-02-26,0.83,-14.39
300118,东方日升,预降,2018-02-26,1.06,-7.7
300255,常山药业,预升,2018-02-26,0.2,12.97
002756,永兴特钢,预升,2018-02-26,0.7,42.35
002876,三利谱,预升,2018-02-26,1.21,13.2
002713,东易日盛,预升,2018-02-26,0.69,26.02
002009,天奇股份,预降,2018-02-26,0.28,-16.23
002431,棕榈股份,预增,2018-02-26,0.09,150.43
002883,中设股份,预升,2018-02-26,1.01,21.241
002217,合力泰,预升,2018-02-26,0.61,35.49
300545,联得装备,预升,2018-02-26,0.66,47.07
002761,多喜爱,预升,2018-02-26,0.18,7.7
002283,天润曲轴,预增,2018-02-26,0.17,71.77
002653,海思科,预降,2018-02-26,0.42,-45.88
002671,龙泉股份,预增,2018-02-26,0.07,88.71
300424,航新科技,预升,2018-02-26,0.45,10.19
002408,齐翔腾达,预增,2018-02-26,0.28,69.58
002483,润邦股份,预升,2018-02-26,0.2,1.01
300535,达威股份,预降,2018-02-26,1.16,-11.93
002792,通宇通讯,预降,2018-02-26,0.96,-43.16
300207,欣旺达,预升,2018-02-26,0.36,20.76
300639,凯普生物,预升,2018-02-26,1.13,23.26
300282,汇冠股份,预减,2018-02-26,0.56,-82.32
300256,星星科技,预减,2018-02-26,0.2269,-57.83
300153,科泰电源,预降,2018-02-26,0.15,-34.17
300648,星云股份,预升,2018-02-26,1.0,31.14
300174,元力股份,预升,2018-02-26,0.3129,14.62
300687,赛意信息,预升,2018-02-26,1.37,23.3
300382,斯莱克,预升,2018-02-26,0.91,27.78
002260,德奥通航,预亏,2018-02-26,0.02,-1510.06
002711,欧浦智网,预增,2018-02-26,0.34,53.08
300390,天华超净,预增,2018-02-26,0.05,95.89
002032,苏泊尔,预升,2018-02-26,1.712,21.35
300733,西菱动力,预升,2018-02-26,0.77,9.88
002532,新界泵业,预升,2018-02-26,0.36,20.1
002907,华森制药,预升,2018-02-26,0.2659,15.98
002922,伊戈尔,预升,2018-02-26,0.72,8.88
002578,闽发铝业,预增,2018-02-26,0.04,109.27
002891,中宠股份,预升,2018-02-26,0.9,7.99
300642,透景生命,预升,2018-02-26,2.17,29.71
002768,国恩股份,预增,2018-02-26,0.55,55.11
300575,中旗股份,预增,2018-02-26,1.4,52.3
002748,世龙实业,预升,2018-02-26,0.4362,44.42
300061,康旗股份,预增,2018-02-26,0.4,182.88
300157,恒泰艾普,预亏,2018-02-26,0.13,-597.28
002110,三钢闽光,预增,2018-02-26,0.98,330.61
300719,安达维尔,预降,2018-02-26,0.7324,-2.55
002160,常铝股份,预升,2018-02-26,0.226,6.21
002096,南岭民爆,预降,2018-02-26,0.09,-11.59
002093,国脉科技,预增,2018-02-26,0.0894,109.16
300660,江苏雷利,预降,2018-02-26,3.05,-5.44
300258,精锻科技,预升,2018-02-26,0.4708,31.53
002871,伟隆股份,预升,2018-02-26,1.03,16.53
300653,正海生物,预升,2018-02-26,0.76,35.63
300573,兴齐眼药,预降,2018-02-26,0.9,-27.39
300502,新易盛,预升,2018-02-26,1.45,3.02
300370,安控科技,预升,2018-02-26,0.1569,16.67
300217,东方电热,预增,2018-02-26,0.036000000000000004,91.27
300326,凯利泰,预升,2018-02-26,0.2287,19.69
300247,乐金健康,预降,2018-02-26,0.12,-18.03
300022,吉峰农机,预亏,2018-02-26,0.0309,-419.89
300726,宏达电子,预升,2018-02-26,0.5463,1.8
300498,温氏股份,预降,2018-02-26,2.7101,-42.58
300239,东宝生物,预升,2018-02-26,0.0417,15.56
300080,易成新能,预亏,2018-02-26,0.0409,-5489.95
600009,上海机场,预升,2018-02-24,1.46,31.28
002913,奥士康,预降,2018-02-24,1.76,-8.51
002521,齐峰新材,预升,2018-02-24,0.29,13.09
002156,通富微电,预降,2018-02-24,0.19,-30.63
002039,黔源电力,预增,2018-02-24,0.4244,147.16
002394,联发股份,预降,2018-02-24,1.22,-10.41
002746,仙坛股份,预减,2018-02-24,1.49,-57.14
002136,安纳达,预增,2018-02-24,0.1977,285.24
002029,七匹狼,预升,2018-02-24,0.35,17.78
300228,富瑞特装,预盈,2018-02-24,-0.63,118.37
300002,神州泰岳,预减,2018-02-24,0.2565,-73.07
300717,华信新材,预升,2018-02-24,0.88,2.13
002243,通产丽星,预增,2018-02-24,0.07200000000000001,73.52
300103,达刚路机,预增,2018-02-24,0.1117,90.37
002815,崇达技术,预升,2018-02-24,1.0087,18.25
002144,宏达高科,预降,2018-02-24,0.57,-7.17
002462,嘉事堂,预升,2018-02-24,0.8937,17.58
002869,金溢科技,预降,2018-02-24,1.38,-26.49
002557,洽洽食品,预降,2018-02-24,0.7,-10.04
002215,诺普信,预盈,2018-02-24,-0.3,212.61
300655,晶瑞股份,预升,2018-02-24,0.5121,6.72
002801,微光股份,预升,2018-02-24,1.94,7.63
002591,恒大高新,预升,2018-02-24,0.0542,3.38
002596,海南瑞泽,预增,2018-02-24,0.22,152.15
002359,北讯集团,预盈,2018-02-24,-0.1162,546.11
002651,利君股份,预升,2018-02-23,0.1,33.59
002254,泰和新材,预增,2018-02-23,0.1,68.09
002778,高科石化,预降,2018-02-23,0.38,-9.84
002536,西泵股份,预增,2018-02-23,0.32,123.96
601366,利群股份,预升,2018-02-23,0.53,9.83
002370,亚太药业,预增,2018-02-23,0.57,62.08
002742,三圣股份,预增,2018-02-23,0.55,52.87
002606,大连电瓷,预降,2018-02-23,0.47,-31.02
002707,众信旅游,预升,2018-02-23,0.26,7.25
002820,桂发祥,预升,2018-02-23,0.93,0.91
300172,中电环保,预升,2018-02-23,0.22,8.46
002587,奥拓电子,预增,2018-02-23,0.23,52.88
300602,飞荣达,预降,2018-02-23,1.55,-6.68
300399,京天利,预亏,2018-02-23,0.1,-269.89
300407,凯发电气,预降,2018-02-23,0.45,-44.8
300723,一品红,预升,2018-02-23,1.14,24.37
300547,川环科技,预升,2018-02-23,1.74,28.93
300683,海特生物,预降,2018-02-23,2.03,-8.51
300342,天银机电,预升,2018-02-23,0.52,15.24
300253,卫宁健康,预减,2018-02-23,0.6413,-54.27
300273,和佳股份,预升,2018-02-23,0.11,3.21
300004,南风股份,预减,2018-02-23,0.18,-65.17
300184,力源信息,预增,2018-02-23,0.1221,588.75
300517,海波重科,预降,2018-02-23,0.5,-17.62
300252,金信诺,预降,2018-02-23,0.47,-33.23
300115,长盈精密,预降,2018-02-23,0.76,-16.47
002662,京威股份,预降,2018-02-22,0.85,-48.41
002542,中化岩土,预降,2018-02-22,0.14,-5.86
002556,辉隆股份,预升,2018-02-22,0.14300000000000002,31.94
002650,加加食品,预升,2018-02-22,0.13,6.98
002642,荣之联,预降,2018-02-22,0.379,-46.41
002112,三变科技,预亏,2018-02-22,0.03,-2364.03
002013,中航机电,预降,2018-02-22,0.37,-6.58
002677,浙江美大,预增,2018-02-22,0.32,50.61
300421,力星股份,预升,2018-02-22,0.4453,24.05
002668,奥马电器,预升,2018-02-22,1.84,26.74
002737,葵花药业,预升,2018-02-22,1.04,38.82
300721,怡达股份,预升,2018-02-22,1.0349,8.78
300164,通源石油,预增,2018-02-22,0.05,92.05
300325,德威新材,预减,2018-02-22,0.08,-65.83
002120,韵达股份,预升,2018-02-14,1.32,34.22
300436,广生堂,预降,2018-02-14,0.4681,-48.6
002575,群兴玩具,预亏,2018-02-14,0.0217,-267.01
601688,华泰证券,预升,2018-02-14,0.8754,49.17
300321,同大股份,预降,2018-02-14,0.3732,-26.57
002318,久立特材,预降,2018-02-14,0.2,-17.61
300092,科新机电,预减,2018-02-14,0.1402,-80.75
300202,聚龙股份,预减,2018-02-14,0.57,-79.46
300033,同花顺,预降,2018-02-14,2.25,-40.32
300404,博济医药,预亏,2018-02-14,0.0157,-1403.21
300649,杭州园林,预升,2018-02-14,0.53,38.51
002616,长青集团,预降,2018-02-14,0.4508,-47.96
002657,中科金财,预亏,2018-02-14,0.53,-232.65
600037,歌华有线,预升,2018-02-14,0.5211,3.43
600889,南京化纤,预亏,2018-02-14,0.3,0.0
300379,东方通,预亏,2018-02-14,0.8792,-352.34
002477,雏鹰农牧,预降,2018-02-14,0.28,-25.64
601933,永辉超市,预升,2018-02-14,0.14,45.06
002497,雅化集团,预增,2018-02-14,0.14,72.47
002005,德豪润达,预亏,2018-02-14,0.0227,-2926.29
002736,国信证券,预升,2018-02-14,0.56,0.41
300387,富邦股份,预降,2018-02-14,0.69,-18.26
300534,陇神戎发,预减,2018-02-14,0.6709999999999999,-65.09
300212,易华录,预升,2018-02-13,0.3816,44.16
300471,厚普股份,预减,2018-02-13,1.1420000000000001,-78.72
300264,佳创视讯,预亏,2018-02-13,0.03,-613.6
300114,中航电测,预升,2018-02-13,0.26,25.63
000088,盐田港,预升,2018-02-13,0.18100000000000002,13.44
002337,赛象科技,预升,2018-02-13,0.02,8.14
002636,金安国纪,预增,2018-02-13,0.469,55.52
002274,华昌化工,预增,2018-02-13,0.0482,85.65
002163,中航三鑫,预亏,2018-02-13,0.01,-225.32
300494,盛天网络,预降,2018-02-13,0.46,-21.74
002256,兆新股份,预升,2018-02-13,0.06,32.58
002199,东晶电子,预减,2018-02-13,0.07,-90.05
300077,国民技术,预亏,2018-02-13,0.18,-581.15
300035,中科电气,预增,2018-02-13,0.1,118.04
002216,三全食品,预增,2018-02-13,0.05,83.8
000915,山大华特,预升,2018-02-13,1.1,23.02
002430,杭氧股份,预盈,2018-02-13,-0.34,221.9
002401,中远海科,预升,2018-02-13,0.1952,26.63
603889,新澳股份,预升,2018-02-13,0.5,30.18
002412,汉森制药,预升,2018-02-13,0.287,30.73
002292,奥飞娱乐,预减,2018-02-13,0.39,-83.47
600138,中青旅,预升,2018-02-13,0.67,14.4
002114,罗平锌电,预降,2018-02-13,0.31,-33.32
002440,闰土股份,预升,2018-02-13,0.86,42.45
002347,泰尔股份,预降,2018-02-13,0.0223,-22.65
002299,圣农发展,预减,2018-02-13,0.611,-59.16
000685,中山公用,预升,2018-02-13,0.65,12.42
300285,国瓷材料,预增,2018-02-13,0.45,94.97
300711,广哈通信,预升,2018-02-13,0.5,2.97
300220,金运激光,预亏,2018-02-13,0.0534,-665.76
300676,华大基因,预升,2018-02-13,0.92,18.86
300363,博腾股份,预降,2018-02-13,0.41,-37.23
600986,科达股份,预升,2018-02-12,0.48,11.19
002781,奇信股份,预升,2018-02-12,0.48,44.8
300396,迪瑞医疗,预升,2018-02-12,0.82,36.02
300235,方直科技,预降,2018-02-12,0.12,-11.57
002124,天邦股份,预降,2018-02-12,0.59,-29.46
002051,中工国际,预升,2018-02-12,1.38,15.63
300703,创源文化,预降,2018-02-12,1.26,-19.79
300593,新雷能,预降,2018-02-12,0.51,-19.26
000018,神州长城,预升,2018-02-12,0.28,20%~40%
002817,黄山胶囊,预降,2018-02-12,0.76,-11.22
002499,科林环保,预增,2018-02-12,0.1,154.56
300516,久之洋,预减,2018-02-12,1.31,-68.43
300203,聚光科技,预升,2018-02-12,0.9,11.36
300283,温州宏丰,预减,2018-02-12,0.06,-61.65
002287,奇正藏药,预升,2018-02-10,0.7139,3.63
002868,绿康生化,预降,2018-02-10,1.03,-6.97
300312,邦讯技术,预亏,2018-02-10,0.06,-775.5
002333,罗普斯金,预亏,2018-02-10,0.28,-125.24
002365,永安药业,预增,2018-02-10,0.3331,159.18
601958,金钼股份,预增,2018-02-10,0.02,100.65
002705,新宝股份,预降,2018-02-10,0.7501,-3.17
601678,滨化股份,预增,2018-02-10,0.3,130.14
002413,雷科防务,预升,2018-02-10,0.1,31.64
002307,北新路桥,预升,2018-02-10,0.07,27.64
002057,中钢天源,预增,2018-02-10,0.1724,98.44
002439,启明星辰,预增,2018-02-10,0.31,70.01
002818,富森美,预升,2018-02-10,1.38,17.13
000697,炼石有色,预盈,2018-02-10,-0.068,0
603085,天成自控,预增,2018-02-10,0.34,99.09
002044,美年健康,预增,2018-02-10,0.14,82.11
600789,鲁抗医药,预增,2018-02-10,0.05,292%~309%
002909,集泰股份,预升,2018-02-09,0.47,7.33
002253,川大智胜,预升,2018-02-09,0.17,17.04
002331,皖通科技,预升,2018-02-09,0.2194,10.76
300231,银信科技,预升,2018-02-09,0.3511,3.09
002897,意华股份,预降,2018-02-09,1.24,-4.51
600112,*ST天成,预盈,2018-02-09,-0.1943,119.96
600284,浦东建设,预升,2018-02-09,0.5182,3.41
002054,德美化工,预减,2018-02-09,0.35,-80.16
300110,华仁药业,预增,2018-02-09,0.0363,60.16
002845,同兴达,预增,2018-02-09,1.36,52.81
002022,科华生物,预降,2018-02-09,0.4534,-5.77
300154,瑞凌股份,预升,2018-02-09,0.16,17.77
600280,中央商场,预增,2018-02-09,0.10300000000000001,101.19
603816,顾家家居,预升,2018-02-09,1.67,40.62
002109,兴化股份,预增,2018-02-09,0.04,635.03
300553,集智股份,预降,2018-02-09,0.72,-17.97
300508,维宏股份,预增,2018-02-09,0.8389,80.21
300042,朗科科技,预升,2018-02-09,0.3326,24.36
300099,精准信息,预增,2018-02-09,0.054000000000000006,226.66
300668,杰恩设计,预增,2018-02-09,1.29,52.23
300521,爱司凯,预降,2018-02-09,0.67,-21.93
601098,中南传媒,预降,2018-02-08,1.0,-16.2
002841,视源股份,预降,2018-02-08,2.04,-4.79
600521,华海药业,预升,2018-02-08,0.49,26.45
002667,鞍重股份,预盈,2018-02-08,-0.17,201.42
603535,嘉诚国际,预升,2018-02-08,0.92,14.34
603368,柳州医药,预升,2018-02-08,2.34,25.22
002228,合兴包装,预升,2018-02-08,0.1,49.54
000537,广宇发展,预增,2018-02-08,0.67,275.54
600234,ST山水,预亏,2018-02-08,0.07,0
603100,川仪股份,预升,2018-02-08,0.33,20.16
600525,长园集团,预增,2018-02-08,0.53,45%~85%
002343,慈文传媒,预升,2018-02-08,0.92,47.62
300651,金陵体育,预降,2018-02-08,0.8153,-3.45
300287,飞利信,预升,2018-02-08,0.25,31.46
002908,德生科技,预升,2018-02-08,0.4873,17.94
300395,菲利华,预升,2018-02-08,0.5527,15
002479,富春环保,预升,2018-02-08,0.31,42.02
300678,中科信息,预升,2018-02-07,0.5168,10.87
300329,海伦钢琴,预升,2018-02-07,0.1325,21.35
600436,片仔癀,预升,2018-02-07,0.89,47.45
603517,绝味食品,预升,2018-02-07,1.06,32.38
603797,联泰环保,预升,2018-02-07,0.4,1.79
300720,海川智能,预升,2018-02-07,0.7,0.4
002116,中国海诚,预升,2018-02-07,0.33,45.83
603506,南都物业,预升,2018-02-07,1.13,11%~21%
002211,宏达新材,预增,2018-02-07,0.03,171.77%~217.07%
300625,三雄极光,预升,2018-02-07,1.17,3.67
002295,精艺股份,预增,2018-02-07,0.0365,557.7
300019,硅宝科技,预降,2018-02-07,0.2764,-42.63
603385,惠达卫浴,预升,2018-02-07,0.99,7.1
002822,中装建设,预升,2018-02-07,0.68,5.47
002685,华东重机,预增,2018-02-07,0.0445,355.97
002918,蒙娜丽莎,预升,2018-02-07,1.97,29.5
002171,楚江新材,预增,2018-02-07,0.42100000000000004,92.75
600136,当代明诚,预升,2018-02-07,0.25,6.62
002878,元隆雅图,预升,2018-02-07,0.89,39.63
002831,裕同科技,预升,2018-02-07,2.43,6.54
603716,塞力斯,预升,2018-02-07,1.71,33.77
603601,再升科技,预升,2018-02-07,0.223,42.69
002724,海洋王,预升,2018-02-07,0.2781,36.39
601579,会稽山,预升,2018-02-06,0.33,25.73
002498,汉缆股份,预降,2018-02-06,0.13,-35.07
002338,奥普光电,预降,2018-02-06,0.44,-25.02
000065,北方国际,预升,2018-02-06,0.95,7.97
601058,赛轮金宇,预降,2018-02-06,0.16,-12.73
002469,三维工程,预增,2018-02-06,0.02,393.82
002279,久其软件,预升,2018-02-06,0.4037,40.88
002579,中京电子,预减,2018-02-06,0.31,-76.95
002635,安洁科技,预升,2018-02-06,1.0,33.4
002735,王子新材,预升,2018-02-06,0.46,8.73
300584,海辰药业,预升,2018-02-06,0.75,44.93
300050,世纪鼎利,预升,2018-02-06,0.24,45.57
300589,江龙船艇,预降,2018-02-05,0.57,-4.69
000902,新洋丰,预升,2018-02-05,0.43,21.04
002716,金贵银业,预增,2018-02-05,0.29,89.31
300493,润欣科技,预升,2018-02-05,0.41,10.78
002142,宁波银行,预升,2018-02-03,1.95,19.51
002548,金新农,预降,2018-02-03,0.42,-34.12
000027,深圳能源,预降,2018-02-03,0.34,-42.07
002164,宁波东力,预增,2018-02-03,0.03,1328.7
601965,中国汽研,预升,2018-02-03,0.36,6.07
002043,兔宝宝,预升,2018-02-03,0.32,40.93
002860,星帅尔,预升,2018-02-03,1.21,20.53
603955,大千生态,预升,2018-02-03,1.0676,11.82
002080,中材科技,预增,2018-02-03,0.5276,101.6
300318,博晖创新,预增,2018-02-03,0.028999999999999998,69.86
002842,翔鹭钨业,预升,2018-02-03,0.76,20.15
002158,汉钟精机,预升,2018-02-02,0.3138,16.21
601985,中国核电,预升,2018-02-02,0.28800000000000003,0.06
002150,通润装备,预降,2018-02-02,0.39,-19.43
601231,环旭电子,预增,2018-02-02,0.37,63.1
002901,大博医疗,预升,2018-02-02,0.61,32.33
002113,天润数娱,预降,2018-02-02,0.07400000000000001,-90.76%~-40.86%
603737,三棵树,预升,2018-02-02,1.49,35.51
002693,双成药业,预盈,2018-02-02,-0.96,103.31
002801,微光股份,预升,2018-02-02,1.94,5%~10%
000156,华数传媒,预升,2018-02-02,0.42,6.1
600610,中毅达,预亏,2018-02-02,0.0044,0
002798,帝王洁具,预升,2018-02-02,0.65,7.82
000063,中兴通讯,预盈,2018-02-02,-0.57,293.17
002303,美盈森,预增,2018-02-02,0.1542,57.58
002836,新宏泽,预降,2018-02-02,0.84,-0.86
000829,天音控股,预降,2018-02-02,0.24,-3.62
000630,铜陵有色,预增,2018-02-01,0.02,183%~222%
600170,上海建工,预升,2018-02-01,0.28,20.5
002193,如意集团,预增,2018-02-01,0.13,80.05%~128.88%
002432,九安医疗,预亏,2018-02-01,0.04,0
002261,拓维信息,预降,2018-02-01,0.19,-70%~-40%
002529,海源机械,预盈,2018-02-01,-0.1625,0
002222,福晶科技,预增,2018-02-01,0.1645,93.59
601878,浙商证券,预降,2018-02-01,0.41,-14.36
603496,恒为科技,预升,2018-02-01,0.8270000000000001,21.25
002205,国统股份,预增,2018-02-01,0.1148,8.79%~57.56%
603703,盛洋科技,预升,2018-02-01,0.12,10
002481,双塔食品,预升,2018-02-01,0.05,-40%~10%
000585,*ST东电,预亏,2018-02-01,-0.1139,0
002589,瑞康医药,预增,2018-02-01,1.005,70.78
600721,百花村,预降,2018-02-01,0.4934,-39%~-21%
002624,完美世界,预升,2018-02-01,0.96,29.07
002502,骅威文化,预升,2018-02-01,0.35,19.42
002553,南方轴承,预升,2018-02-01,0.2077,12.56
002086,东方海洋,预增,2018-02-01,0.1114,75.37
300617,安靠智电,预升,2018-02-01,1.45,8.03
300229,拓尔思,预升,2018-01-31,0.2941,5%~35%
600545,卓郎智能,预盈,2018-01-31,-0.3374,0
