报告期,2017-09-30,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31,2013-09-30
报表类型,中报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,-2506.567,-373.399,11710.253,12022.422,-11563.72,178.465,-1046.868,-2555.757199
投资活动之现金流入净额,21.495,136.263,-139.624,22.682,36.891,21.219,17.169,2.468531
融资活动之现金流入净额,2226.995,-87.957,-11319.915,-11778.93,11408.969,247.583,1018.595,2627.695259
现金及现金等价物增加,-258.077,-325.093,250.714,266.174,-117.86,447.267,-11.104,74.406591
会计年初之现金及现金等价物,162.903,503.442,252.514,252.514,370.374,370.374,381.478,381.477585
会计年终之现金及现金等价物,-95.329,178.458,503.442,518.894,252.514,817.641,370.374,455.884176
外汇兑换率变动之影响,-0.155,0.109,0.214,0.206,--,--,--,--
购置固定资产款项,-11.598,-3.964,-13.502,-5.946,-7.428,-1.772,-20.474,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
