报告期,2017-10-31,2017-04-30,2016-10-31,2016-04-30,2015-04-30
报表类型,中报,年报,中报,年报,年报
经营业务所得之现金流入净额,-13.035,7.652,2.918,19.207,28.046
投资活动之现金流入净额,-0.339,-2.013,-2.115,-1.828,-14.878
融资活动之现金流入净额,-0.326,37.507,2.387,-4.873,-12.511
现金及现金等价物增加,-13.7,43.146,3.19,12.506,0.657
会计年初之现金及现金等价物,59,15.854,15.854,3.348,2.691
会计年终之现金及现金等价物,45.322,59,19.044,15.854,3.348
外汇兑换率变动之影响,0.022,--,--,--,--
购置固定资产款项,-0.412,-2.172,-2.172,-0.466,-0.101
币种,港币,港币,港币,港币,港币
