报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,-30.679,-6.693,-12.811,-0.758,-15.748,-12.675,0.94,-24.586
投资活动之现金流入净额,-1.449,0.355,0.455,0.797,1.272,0.337,1.923,-91.676
融资活动之现金流入净额,37.031,37.033,2.904,0,-16.711,7.89,69.82,116.901
现金及现金等价物增加,4.903,30.695,-9.452,0.039,-31.187,-4.448,72.683,0.639
会计年初之现金及现金等价物,35.568,35.568,39.316,39.316,73.389,73.389,0.936,0.782
会计年终之现金及现金等价物,42.784,65.132,35.568,39.361,39.316,68.899,73.389,1.279
外汇兑换率变动之影响,2.313,-1.131,5.704,0.006,-2.886,-0.042,-0.23,-0.142
购置固定资产款项,-2.086,--,-0.612,-0.022,-2.099,-0.006,-0.085,-0.06
币种,港币,港币,港币,港币,港币,港币,港币,港币
