报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,158.788,75.219,2.424,-5.539,36.191,-37.481,105.721,98.424
投资活动之现金流入净额,-186.017,-60.384,-149.687,-80.716,-134.654,-65.415,-86.421,-55.283
融资活动之现金流入净额,-28.323,-0.36,150.548,84.072,-25.519,-69.256,103.673,-53.606
现金及现金等价物增加,-55.552,14.475,3.285,-2.183,-123.982,-172.152,122.973,-10.465
会计年初之现金及现金等价物,75.735,75.735,72.043,72.043,196.609,196.609,73.588,73.588
会计年终之现金及现金等价物,20.887,90.919,75.735,70.053,72.043,24.518,196.609,63.111
外汇兑换率变动之影响,0.704,0.709,0.407,0.193,-0.584,0.061,0.048,-0.012
购置固定资产款项,-186.888,-58.46,-154.705,-79.824,-135.768,-60.799,-89.308,-63.066
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
