报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,65.583,-87.997,376.8,89.154,879.748,173.777,9.689,-25.037
投资活动之现金流入净额,-194.138,-156.252,-51.094,-116.029,-317.882,-180.076,-65.292,-46.285
融资活动之现金流入净额,51.77,110.218,-660.322,-307.517,-525.716,5.885,104.093,38.871
现金及现金等价物增加,-76.785,-134.031,-334.616,-334.392,36.15,-0.414,48.49,-32.451
会计年初之现金及现金等价物,971.103,971.103,1349.905,1349.905,1342.723,1342.723,1317.882,1317.882
会计年终之现金及现金等价物,946.074,858.241,971.103,1009.65,1349.905,1342.581,1342.723,1264.839
外汇兑换率变动之影响,51.756,21.169,-44.186,-5.863,-28.968,0.272,-23.649,-20.592
购置固定资产款项,-198.866,-155.194,-97.197,-51.668,-351.986,-198.438,-305.126,-97.35
币种,港币,港币,港币,港币,港币,港币,港币,港币
