报告期,2017-03-31,2016-03-31,2015-03-31
报表类型,年报,年报,年报
经营业务所得之现金流入净额,22.963,33.326,29.854
投资活动之现金流入净额,-14.348,-9.253,-4.228
融资活动之现金流入净额,-1.246,-6.561,-23.451
现金及现金等价物增加,7.369,17.512,2.175
会计年初之现金及现金等价物,30.108,12.596,10.421
会计年终之现金及现金等价物,37.477,30.108,12.596
外汇兑换率变动之影响,--,--,--
购置固定资产款项,-11.316,-8.993,-3.898
币种,港币,港币,港币
