报告期,2013-03-31,2012-09-30,2012-03-31,2011-09-30,2011-03-31,2010-09-30,2010-03-31,2009-09-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,180.499,8.007,315.686,,174.658,0.19,462.001,0.537
除税前盈利/(亏损),-144.271,-51.86,-269.836,-30.227,-198.82,-24.646,-96.031,-15.883
税项,0.564,0.273,0.475,,,,-0.044,
除税后盈利/(亏损),-143.707,-51.587,-269.361,-30.227,-198.82,-24.646,-96.075,-15.883
少数股东权益,-6.849,-1.534,-21.918,-1.167,-1.716,-0.627,-3.893,-1.636
股东应占盈利/(亏损),-136.858,-50.053,-247.443,-29.06,-197.104,-24.019,-92.182,-14.247
股息,,,,,,,,
除税及股息后盈利/(亏损),-136.858,-50.053,-247.443,-29.06,-197.104,-24.019,-92.182,-14.247
基本每股盈利(仙),-1.030000,-0.400000,-2.180000,-0.310000,-2.730000,-0.340000,-1.460000,-0.250000
摊薄每股盈利(仙),-1.030000,-0.400000,-2.180000,-0.310000,-2.730000,--,--,--
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-175.668,-9.977,-308.385,--,-169.296,--,-431.36,--
折旧,-12.603,-0.245,-0.404,-0.14,-0.207,-0.113,-0.259,-0.133
销售及分销费用,-0.71,--,-0.79,--,--,--,--,--
一般及行政费用,-102.266,--,-49.629,--,--,--,--,--
利息费用/融资成本,-4.959,-1.843,-2.878,-0.246,--,--,-0.289,-0.291
毛利,4.831,-1.97,7.301,--,5.362,0.19,30.641,0.537
经营盈利,-144.271,-86.401,-269.836,-29.712,198.82,-24.646,-96.031,-15.883
应占联营公司盈利,-0.422,--,-1.254,-0.269,-0.265,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
