报告期,2018-03-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31
报表类型,一季报,三季报,中报,一季报,年报,三季报,中报,一季报
营业额,1727.735392,10104.87351,7852.747,3036.147634,9829.779,7263.391645,4396.479,2578.538712
除税前盈利/(亏损),246.987324,1207.292191,1429.381,398.107035,1430.237,597.788207,891.932,253.211899
税项,-67.757131,-304.33161,-606.348,-100.824739,-699.407,-168.941061,-341.804,-65.230501
除税后盈利/(亏损),179.230193,902.960581,823.033,297.282296,730.83,428.847146,550.128,187.981398
少数股东权益,-0.933503,67.578961,51.027,-1.027065,-75.981,4.422237,-8.162,4.062447
股东应占盈利/(亏损),180.163696,835.38162,772.006,298.309361,806.811,424.424909,558.29,183.918951
股息,,,,,202.021,,,
除税及股息后盈利/(亏损),180.163696,835.38162,772.006,298.309361,604.79,424.424909,558.29,183.918951
基本每股盈利(仙),5.000000,25.000000,22.930000,9.000000,23.960000,13.000000,16.580000,5.000000
摊薄每股盈利(仙),5.000000,25.000000,22.930000,9.000000,23.960000,13.000000,16.580000,5.000000
每股股息(仙),--,--,--,--,6.000000,--,--,--
销售成本,-1053.785015,-6857.330911,-5789.36,-2065.417682,-6965.927,-4743.585248,-2881.148,-1624.620586
折旧,--,--,-92.476,--,-138.377,--,-93.512,--
销售及分销费用,-98.360332,-315.72168,-195.602,-112.317378,-540.239,-417.451094,-233.308,-106.786991
一般及行政费用,-159.901926,-487.748796,-318.732,-165.61449,-697.384,-577.309959,-316.882,-183.417135
利息费用/融资成本,-51.618692,-395.385348,-287.029,-62.656826,-517.463,-353.249501,-240.685,-161.038202
毛利,673.950377,3247.542599,2063.387,970.729952,2863.852,1928.785863,1515.331,699.528509
经营盈利,244.453366,1234.859774,1662.061,394.78153,1855.305,579.00996,1103.491,245.911489
应占联营公司盈利,-3.618257,0.340818,--,-4.418636,-2.125,-3.611889,--,-2.370997
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
