报告期,2017-12-31,2016-12-31,2015-12-31,2014-12-31
报表类型,年报,年报,年报,年报
经营业务所得之现金流入净额,4.72,4.459,-1.825,6.937
投资活动之现金流入净额,-0.345,-0.449,37.197,-22.457
融资活动之现金流入净额,21.462,-0.436,-29.992,1.519
现金及现金等价物增加,25.837,3.574,5.38,-14.001
会计年初之现金及现金等价物,11.719,8.29,2.659,16.415
会计年终之现金及现金等价物,37.272,11.719,8.29,2.659
外汇兑换率变动之影响,-0.284,-0.145,0.251,0.245
购置固定资产款项,-0.017,-0.461,-1.087,-0.613
币种,人民币,人民币,人民币,人民币
