报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
经营业务所得之现金流入净额,-5.847,-1.516,-1.54,-6.559,-3.735,-7.919,-9.135,-9.228
投资活动之现金流入净额,-0.621,-0.261,-0.258,7.111,8.039,-10.109,-0.035,-0.528
融资活动之现金流入净额,16.137,-3.32,-2.73,9.114,9.856,-2.058,9.101,29.142
现金及现金等价物增加,9.669,-5.097,-4.528,9.666,14.16,-20.086,-0.069,19.386
会计年初之现金及现金等价物,4.617,9.718,9.718,0.885,0.885,20.84,20.84,1.215
会计年终之现金及现金等价物,13.96,3.629,4.669,9.718,14.419,0.885,20.171,20.84
外汇兑换率变动之影响,-0.326,-0.992,-0.521,-0.833,-0.626,0.131,-0.6,0.239
购置固定资产款项,-0.61,-0.272,-0.26,-0.969,-0.04,-0.111,-0.04,-0.548
币种,港币,港币,港币,港币,港币,港币,港币,港币
