报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
经营业务所得之现金流入净额,252.899,-360.934,-282.887,-844.763,-1710.642,-1201.502,-2171.497,-956.373
投资活动之现金流入净额,374.143,222.267,-83.031,-62.495,-368.482,-207.737,-281.203,-700.796
融资活动之现金流入净额,-574.244,159.942,-390.069,-220.191,1921.943,991.085,-27.076,199.936
现金及现金等价物增加,52.798,21.275,-755.987,-1127.449,-157.181,-418.154,-2479.776,-1457.233
会计年初之现金及现金等价物,965.685,965.685,1688.923,1688.923,1819.029,1819.029,4292.994,4292.994
会计年终之现金及现金等价物,1000.443,976.345,965.685,572.492,1688.923,1402.993,1819.029,2842.664
外汇兑换率变动之影响,-18.04,-10.615,32.749,11.018,27.075,2.118,5.811,6.903
购置固定资产款项,-19.369,--,-35.389,--,-23.211,--,-426.01,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
