报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,5719.20306369,18361.608,12959.81291947,8276.941,3880.45479154,14505.584,10637.985462,6877.865
除税前盈利/(亏损),969.0945865499999,4061.717,3116.87657785,2179.164,953.38105736,3571.549,2837.8074019200003,1929.77
税项,-131.23707044,-476.458,-359.53451887,-252.545,-117.41663753,-350.207,-305.00052521,-181.145
除税后盈利/(亏损),837.85751611,3585.259,2757.34205898,1926.619,835.96441983,3221.342,2532.80687671,1748.625
少数股东权益,132.07383644,460.759,338.07511417,237.559,98.21773722,415.505,355.91812876,248.359
股东应占盈利/(亏损),705.78367967,3124.5,2419.26694481,1689.06,737.74668261,2805.837,2176.88874795,1500.266
股息,,948.15,,,,845.066,,
除税及股息后盈利/(亏损),705.78367967,2176.35,2419.26694481,1689.06,737.74668261,1960.771,2176.88874795,1500.266
基本每股盈利(仙),28.000000,127.000000,99.000000,70.000000,32.000000,121.000000,94.000000,65.000000
摊薄每股盈利(仙),28.000000,127.000000,99.000000,70.000000,31.000000,120.000000,94.000000,65.000000
每股股息(仙),--,38.000000,--,--,--,35.000000,--,--
销售成本,-2425.32314266,-7608.953,-5392.10431349,-3571.893,-1733.0979704400002,-6718.364,-4915.105208319999,-3228.575
折旧,--,-723.47,--,-324.019,--,-606.891,--,-286.03
销售及分销费用,-1796.70956286,-5790.536,-3827.1215459699997,-2283.045,-1023.2852690499999,-3704.056,-2639.50155034,-1679.761
一般及行政费用,-710.75510114,-1773.794,-1865.81662757,-783.911,-553.11642382,-1626.415,-1525.38948426,-663.711
利息费用/融资成本,-199.20361893,-577.541,-395.69784962,-268.021,-122.67715356000001,-488.171,-319.32990469,-234.453
毛利,3293.8799210300003,10752.655,7567.708605979999,4705.048,2147.3568210999997,7787.22,5636.3327474,3649.29
经营盈利,968.564133,4061.717,3095.73005883,2179.164,940.00147724,3571.549,2694.41008981,1929.77
应占联营公司盈利,244.38815485,1366.848,1011.39074189,760.44,311.79919125,1341.681,1035.81057766,716.328
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
