报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,33487.59038745,17606.35742141,26730.21949707,13122.95153151,23471.60285798,13611.14861989,26534.42093555,15397.53776248
除税前盈利/(亏损),2232.2913746100003,823.36030117,1270.3414712200001,696.56005685,623.6541603300001,578.4498373600001,771.23564476,741.526707
税项,-181.06712145,-117.99254481999999,-128.74769752,-105.93229943,-79.37776357999999,-64.38032992000001,-59.72514629,-103.11074121
除税后盈利/(亏损),2051.22425316,705.36775635,1141.5937737000002,590.62775742,544.27639675,514.06950744,711.51049847,638.41596579
少数股东权益,53.69417962,33.26889705,53.86164332,31.34827611,-36.05867743,8.35177354,39.03186612,28.646279649999997
股东应占盈利/(亏损),1997.5300735399999,672.0988593,1087.7321303800002,559.2794813099999,580.33507418,505.7177339,672.47863235,609.76968614
股息,599.5991627999999,,408.817611,,204.4088055,,,
除税及股息后盈利/(亏损),1397.93091074,672.0988593,678.91451938,559.2794813099999,375.92626868,505.7177339,672.47863235,609.76968614
基本每股盈利(仙),147.000000,49.000000,80.000000,41.000000,43.000000,37.000000,50.000000,45.000000
摊薄每股盈利(仙),147.000000,49.000000,80.000000,41.000000,43.000000,37.000000,50.000000,45.000000
每股股息(仙),44.000000,--,30.000000,--,15.000000,--,--,--
销售成本,-26969.83095333,-14347.7007633,-20486.653055349998,-10044.25823163,-18440.73897966,-10800.65089199,-20784.7129627,-12062.743794940001
折旧,--,-340.45697242,-665.4790874500001,-323.05650433,-574.4298929500001,-318.30029283,-471.73140585000004,-213.20232577000002
销售及分销费用,-4771.7566620200005,-2267.38876001,-4640.7373215299995,-2172.36910867,-4308.881508979999,-2210.8369679400002,-4388.69022386,-2290.18892494
一般及行政费用,-1044.73473311,-508.28822577999995,-946.7458764500001,-458.09129192,-905.2377282699999,-430.23267222000004,-856.93176163,-403.93128917
利息费用/融资成本,-9.77759376,-4.66909825,--,--,--,--,--,--
毛利,6192.458263609999,3123.5819920900003,6243.14420007,3024.73759243,4933.7038604399995,2779.61144766,5651.3840634200005,3287.3515595
经营盈利,2010.1760299,730.84362262,1065.25519457,641.27931651,313.99111862,486.10504632,652.26466375,697.4463407100001
应占联营公司盈利,735.94491105,331.09033307,534.44415761,189.97802158000002,329.43665165,127.81178418,311.51685293,141.58917958
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
