报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31
报表类型,中报,年报,中报,年报
经营业务所得之现金流入净额,4.844,5.657,-0.434,6.741
投资活动之现金流入净额,0.594,19.527,14.588,-2.921
融资活动之现金流入净额,-2.466,-9.793,-3.739,-9.623
现金及现金等价物增加,2.972,15.391,10.415,-5.803
会计年初之现金及现金等价物,1.13,-14.261,-14.261,-8.458
会计年终之现金及现金等价物,4.102,1.13,-3.846,-14.261
外汇兑换率变动之影响,--,--,--,--
购置固定资产款项,-0.004,-0.026,-0.026,-0.131
币种,港币,港币,港币,港币
