报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,25649.442,39154.808,19125.024,32092.77,16310.521,30092.546,15686.503,28928.74
除税前盈利/(亏损),5431.771,5434.998,2367.125,1667.433,566.879,1955.473,920.728,2157.253
税项,-1102.123,-1025.364,-448.041,-518.054,-239.221,-499.184,-219.883,-370.303
除税后盈利/(亏损),4329.648,4409.634,1919.084,1149.379,327.658,1456.289,700.845,1786.95
少数股东权益,0.38,25.966,4.401,27.637,15.635,44.769,21.512,31.778
股东应占盈利/(亏损),4329.268,4383.668,1914.683,1121.742,312.023,1411.52,679.333,1755.172
股息,467.422,1402.266,233.444,606.907,93.324,326.635,93.324,373.297
除税及股息后盈利/(亏损),3861.846,2981.402,1681.239,514.835,218.699,1084.885,586.009,1381.875
基本每股盈利(仙),93.000000,93.870000,41.000000,24.040000,7.000000,30.250000,15.000000,37.620000
摊薄每股盈利(仙),92.000000,93.720000,41.000000,24.030000,7.000000,30.250000,15.000000,37.620000
每股股息(仙),10.000000,30.000000,5.000000,13.000000,2.000000,7.000000,2.000000,8.000000
销售成本,-19359.777,-31178.547,-15634.21,-26231.444,-13482.631,-25376.141,-13566.11,-24177.648
折旧,-991.903,-2019.894,-991.26,-1923.889,-965.65,-1799.316,-902.682,-1735.002
销售及分销费用,-501.344,-837.882,-499.56,-736.018,-378.653,-679.147,-291.317,-525.666
一般及行政费用,-557.049,-1142.334,-534.016,-1047.598,-538.27,-917.743,-472.404,-820.67
利息费用/融资成本,-492.721,-1065.955,-573.162,-1410.31,-652.29,-1521.802,-670.858,-1573.484
毛利,6289.665,7976.261,3490.814,5861.326,2827.89,4716.405,2120.393,4751.092
经营盈利,5931.372,6560.682,2735.954,4331.067,2113.266,3240.389,1474.402,3622.873
应占联营公司盈利,48.361,117.908,45.07,44.976,18.895,39.923,31.116,37.509
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
