报告期,2017-03-31,2016-03-31
报表类型,年报,年报
经营业务所得之现金流入净额,-1.564,5.936
投资活动之现金流入净额,2.337,-1.802
融资活动之现金流入净额,3.806,3.022
现金及现金等价物增加,4.579,7.156
会计年初之现金及现金等价物,8.579,1.423
会计年终之现金及现金等价物,13.158,8.579
外汇兑换率变动之影响,--,--
购置固定资产款项,-1.793,-1.802
币种,港币,港币
