报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
利息收入,42277.528,18443.387,36055.533,17413.268,31479.529,15037.787,25415.004,11876.123
利息支出,-30201.911,-12973.887,-22837.867,-10927.801,-19530.998,-9411.356,-15513.832,-7256.467
净利息收入,12075.617,5469.5,13217.666,6485.467,11948.531,5626.431,9901.172,4619.656
其他经营收入,682.64,618.033,791.252,426.71,1103.081,771.835,-63.379,-86.545
经营收入,13249.683,6469.439,16113.876,7788.02,14184.156,6989.664,11204.763,5239.512
经营支出,-3617.442,-1645.935,-3730.598,-1958.022,-4102.162,-1927.376,-3211.887,-1590.634
总准备,-1403.284,-603.837,-3675.411,-1137.444,-1955.377,-891.233,-934.151,-369.092
其他盈利/(亏损),0,0,0,,,,,
除税前盈利/(亏损),8228.957,4219.667,8707.867,4692.554,8126.617,4171.055,7061.063,3282.124
税项,-654.818,-715.471,-1829.575,-1070.849,-1902.79,-970.495,-1637.225,-776.5
除税后盈利/(亏损),7574.139,3504.196,6878.292,3621.705,6223.827,3200.56,5423.838,2505.624
少数股东权益,-5.916,-2.542,13.772,5.317,12.493,6.654,18.905,12.06
股东应占盈利/(亏损),7580.055,3506.738,6864.52,3616.388,6211.334,3193.906,5404.933,2493.564
股息,1043.4,,1449.17,,1623.07,,1594.09,
除税及股息后盈利/(亏损),6536.655,3506.738,5415.35,3616.388,4588.264,3193.906,3810.843,2493.564
基本每股营利(仙),131.000000,60.000000,118.000000,62.000000,107.000000,55.000000,125.000000,59.000000
摊薄每股盈利(仙),131.000000,60.000000,118.000000,62.000000,107.000000,55.000000,125.000000,59.000000
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
